gene,score
345,-4
346,-1
347,-1
348,0
349,0
350,1
351,0
352,0
353,1
354,-1
356,5
358,1
359,2
360,-10
361,-9
362,3
363,-5
364,-3
365,-1
367,0
368,-1
369,-5
370,0
371,-2
372,0
373,2
374,1
375,-6
376,0
377,-1
378,-5
379,-2
380,-1
381,-2
382,-1
383,-4
384,-2
385,3
387,1
388,-1
389,0
390,-2
391,2
393,-2
394,-1
395,-4
396,-2
397,3
398,0
399,-6
400,-1
401,-1
403,-2
404,-3
405,-1
406,3
407,-2
408,-2
409,-7
410,-11
411,-4
412,0
413,-6
414,-1
415,6
416,-7
417,1
418,-3
419,-1
420,-3
421,-2
422,0
423,-3
424,-1
425,0
427,-1
428,0
429,-2
430,-6
431,-7
432,-2
434,-2
435,0
436,-1
437,0
438,-1
439,-1
440,0
441,0
442,0
443,0
444,5
445,-5
448,-4
449,0
450,-1
451,-21
453,0
454,-27
455,-11
456,-4
457,-1
458,0
461,-4
463,0
464,-2
465,-4
466,-1
467,-1
468,0
469,-8
470,4
471,-1
472,-1
473,-1
475,-2
477,0
478,-5
479,-15
481,2
482,1
483,2
484,-9
485,0
486,2
487,1
488,-2
489,-1
490,0
492,-1
493,-9
494,1
495,0
496,-4
498,-6
499,-3
501,0
502,-2
503,-5
504,0
505,-1
506,0
507,-2
508,0
511,-7
512,0
513,-1
514,-9
515,0
516,0
517,-1
518,0
519,0
520,-3
521,-5
522,-2
523,-1
525,0
526,-1
528,-6
530,-8
531,0
532,-5
533,1
534,-2
535,-4
536,-2
537,-3
539,-1
540,-2
541,-10
542,-5
544,0
545,-1
546,0
547,-5
548,-7
549,0
550,3
551,0
553,-5
554,4
555,-8
556,-1
557,0
558,-4
560,0
561,0
562,1
563,1
564,-4
565,-2
566,1
568,-2
569,-4
571,1
572,0
573,-5
574,0
575,-1
576,-1
577,0
578,-1
579,-19
580,14
581,-8
582,-3
583,-6
584,1
585,-3
586,-1
587,-1
588,3
589,-3
590,-10
591,0
592,-18
593,-7
594,-2
595,-17
596,-1
597,1
598,-1
599,1
600,0
601,-1
603,-10
604,0
605,-3
606,-6
607,-1
608,-6
609,-3
610,1
611,0
612,2
613,0
614,-2
615,-8
616,0
617,-1
621,1
622,0
623,-13
624,2
625,0
627,-6
631,-1
632,0
634,-3
636,-37
637,-2
639,-3
640,1
641,1
642,-12
643,-25
644,-11
645,-2
648,-1
649,0
650,2
651,2
652,-5
653,-3
654,0
655,0
656,0
657,-1
658,-3
659,0
660,-1
661,-7
662,-7
663,2
664,-1
666,1
667,-7
668,1
670,-6
671,-1
672,-2
673,-1
674,-1
675,-4
676,-2
678,-1
679,0
681,0
682,-2
683,0
684,0
685,0
687,-4
688,-3
689,-6
690,-2
691,-2
692,1
693,-4
695,1
696,1
697,1
698,-3
700,0
701,-3
702,2
703,2
704,-3
705,-1
707,0
708,1
709,-7
711,-1
712,0
714,3
715,0
716,-1
717,-3
718,-3
720,0
721,-1
722,-3
723,-1
724,0
725,-1
726,2
727,-3
728,-1
729,1
730,-5
731,0
732,-5
733,0
734,1
735,0
736,-3
737,0
738,-3
739,-5
740,-2
741,-3
742,0
743,-5
745,0
746,1
747,-2
748,-7
751,-6
752,2
753,-4
754,-4
756,0
758,0
759,-2
760,0
761,-5
762,2
763,-4
764,-1
765,-3
766,-1
767,1
768,-4
769,1
770,-10
771,0
772,-1
773,-1
774,1
776,-2
777,-1
778,-2
779,-3
780,-1
781,0
782,-6
785,0
788,-2
790,-3
791,0
793,-1
794,-3
795,-1
796,5
797,-2
798,-1
799,-7
800,-3
801,0
802,0
803,-1
804,-3
805,-1
807,0
809,-5
813,-3
814,-1
816,0
817,1
819,-1
820,-2
821,-10
822,0
823,0
824,3
825,-3
827,1
829,-1
830,2
831,-1
832,1
833,-2
834,4
835,-6
837,-3
838,-12
839,-1
840,-3
841,0
843,-3
844,-5
845,0
846,-4
847,-1
848,-1
849,-6
850,-2
851,-3
853,-3
855,-6
857,0
858,0
859,3
860,2
861,-5
862,-2
863,-2
864,2
865,0
866,0
867,-2
868,0
869,-1
870,-6
872,-5
873,-1
874,0
875,6
876,-1
877,4
878,0
879,-5
880,0
882,-3
883,0
885,1
887,-19
888,-3
889,-2
891,-3
892,2
893,-1
894,-3
895,-2
898,2
899,0
900,-7
901,3
902,0
903,4
904,2
905,-2
907,1
908,7
910,-4
912,2
915,1
916,2
917,0
919,-1
920,-1
921,2
922,0
924,0
925,2
928,1
929,0
931,-1
932,0
934,0
935,-2
937,-2
939,-4
941,3
942,0
943,-3
944,1
945,-2
946,0
947,2
948,0
949,-4
950,-2
951,2
952,0
953,-5
954,-1
959,9
960,-1
961,-3
962,-8
963,0
964,-2
965,-1
966,-1
969,-3
970,-4
971,-1
972,-1
973,0
974,-3
975,-1
976,-3
977,-3
978,-3
979,2
980,0
981,-1
982,1
983,-8
984,-1
985,0
986,0
987,1
988,-5
989,0
990,0
991,3
992,-1
993,-2
994,1
995,0
996,0
997,-9
998,0
999,-1
1000,1
1001,-2
1002,-5
1003,6
1004,0
1005,-4
1006,-1
1008,-3
1009,-1
1010,-5
1011,-3
1013,4
1014,0
1016,0
1019,1
1020,0
1021,0
1022,-1
1024,-7
1025,2
1026,2
1027,0
1028,3
1029,-1
1030,0
1031,1
1034,1
1036,-3
1037,0
1038,-2
1040,2
1042,-4
1044,0
1045,1
1046,0
1048,-3
1049,-1
1050,-2
1051,-3
1052,0
1053,0
1054,-1
1055,0
1056,-2
1057,0
1058,-2
1059,-3
1060,-3
1061,-6
1062,-1
1063,1
1064,0
1065,-1
1066,-14
1067,-3
1068,-2
1070,-2
1072,-4
1073,-3
1074,-15
1075,-2
1077,0
1078,-11
1079,-1
1081,3
1082,-4
1084,-4
1085,5
1086,0
1089,-2
1090,-11
1091,-3
1092,-2
1093,1
1094,-2
1095,-6
1096,0
1097,-5
1100,0
1101,1
1102,1
1103,-2
1104,-3
1105,-12
1106,0
1107,-3
1108,0
1110,5
1112,2
1113,0
1114,-2
1115,-9
1116,-11
1117,0
1118,-1
1119,-2
1120,-1
1121,-3
1122,-2
1123,-9
1124,-4
1126,3
1127,-2
1128,-4
1129,0
1130,0
1131,-6
1132,0
1133,-8
1134,3
1135,-1
1137,0
1138,-1
1139,0
1140,-6
1142,-1
1143,-2
1144,-1
1145,-4
1146,-3
1147,5
1148,-13
1149,0
1150,3
1151,1
1153,-4
1154,-9
1155,1
1156,0
1158,0
1159,-2
1160,-1
1162,1
1163,-2
1164,-6
1166,-7
1167,0
1168,-1
1169,20
1170,0
1171,2
1172,-2
1174,2
1175,-1
1176,-7
1177,4
1178,-6
1179,-2
1180,-2
1181,-6
1183,-6
1184,-10
1185,-6
1187,-1
1188,-2
1189,1
1191,0
1194,-5
1196,-2
1197,-2
1201,0
1203,-1
1204,0
1205,-8
1206,0
1207,0
1208,-7
1209,-6
1210,0
1211,0
1213,-3
1214,0
1215,-5
1216,-2
1218,0
1219,-1
1220,1
1221,-1
1222,1
1223,0
1225,-2
1227,0
1228,-1
1230,-1
1231,0
1232,-2
1233,-3
1234,-2
1236,0
1237,-3
1238,0
1239,0
1240,0
1241,-1
1242,-2
1243,-2
1244,0
1245,-2
1246,-2
1247,-3
1248,0
1250,-1
1251,2
1252,-4
1253,0
1254,-1
1255,-2
1256,-4
1257,-1
1259,-8
1260,0
1261,-9
1262,0
1264,-12
1265,-5
1266,10
1267,0
1268,-4
1269,-1
1270,-2
1271,-1
1272,-5
1273,0
1274,0
1275,-1
1276,-2
1277,2
1278,4
1279,-2
1280,-2
1282,-11
1283,-3
1284,0
1285,-1
1286,-3
1287,0
1288,1
1289,-1
1290,-3
1291,-2
1292,0
1293,-2
1294,3
1295,-5
1296,-4
1297,-1
1298,2
1299,-4
1300,-4
1301,0
1303,1
1305,1
1306,-8
1307,-3
1308,1
1310,0
1311,0
1312,-2
1313,-3
1314,-1
1315,3
1316,-1
1317,0
1318,0
1319,1
1321,-1
1322,-1
1323,2
1325,7
1326,4
1329,5
1330,0
1332,-4
1333,0
1334,1
1335,-2
1336,-4
1338,2
1339,3
1340,-5
1342,2
1343,4
1344,1
1345,2
1346,-1
1347,0
1348,-1
1350,0
1351,0
1353,-3
1354,0
1355,1
1356,-6
1357,0
1358,-2
1359,-3
1360,0
1361,0
1362,-2
1364,0
1365,-4
1366,-1
1368,-1
1370,-3
1371,0
1374,-2
1375,0
1376,-5
1378,-1
1379,-5
1380,-4
1381,0
1382,1
1383,-2
1384,-1
1386,-25
1387,0
1388,0
1389,-1
1390,-7
1391,-3
1395,-2
1396,-2
1397,0
1398,-2
1399,0
1400,-6
1401,0
1402,1
1404,-2
1405,-7
1406,-2
1407,1
1408,0
1409,-4
1410,0
1411,0
1412,-3
1413,-1
1414,-3
1417,-3
1418,-1
1419,-1
1420,0
1422,-1
1424,-2
1425,0
1426,-3
1427,0
1428,-1
1429,-1
1430,-6
1431,0
1433,-11
1434,-1
1435,-1
1436,-8
1437,0
1438,-3
1439,0
1440,0
1441,-1
1442,1
1443,0
1444,-3
1445,0
1446,-1
1449,1
1450,-16
1452,1
1454,-3
1455,-4
1456,1
1457,3
1458,-1
1459,1
1460,-10
1462,1
1463,-1
1464,-1
1465,-10
1466,-6
1468,-2
1469,-3
1471,-4
1473,-1
1474,0
1475,0
1476,-1
1478,0
1479,-2
1480,0
1485,-2
1486,-3
1487,1
1488,1
1490,0
1491,-1
1493,1
1494,-3
1495,0
1497,8
1498,0
1499,0
1500,2
1501,1
1507,0
1508,1
1509,-1
1510,0
1511,0
1512,-1
1514,-5
1515,-1
1516,-11
1517,-2
1518,1
1519,2
1520,-1
1521,-1
1522,-6
1524,0
1525,-1
1526,-5
1528,-1
1529,-1
1531,0
1532,0
1533,-3
1534,-3
1535,0
1536,-5
1537,-5
1539,4
1540,0
1541,1
1543,3
1544,-1
1546,-4
1547,0
1548,-23
1549,0
1550,0
1551,-2
1554,4
1555,0
1556,-5
1557,-3
1558,0
1559,1
1560,-7
1561,-4
1562,1
1563,0
1565,-5
1566,1
1567,-2
1568,-3
1569,-2
1571,0
1573,1
1574,-4
1577,0
1578,1
1579,0
1581,-2
1582,-1
1583,-1
1584,4
1585,-4
1586,-1
1587,2
1588,0
1589,-4
1590,-1
1592,0
1593,0
1595,-1
1596,0
1597,-1
1598,-3
1599,0
1600,1
1601,-1
1602,-5
1605,0
1606,0
1607,0
1612,4
1614,0
1618,2
1619,0
1620,2
1624,3
1625,1
1629,-1
1630,1
1631,0
1632,5
1634,0
1636,1
1637,10
1638,2
1641,-4
1642,-1
1643,2
1644,3
1645,-1
1646,1
1648,0
1650,-1
1651,-1
1654,-2
1656,-1
1657,0
1658,-2
1660,-1
1661,-1
1662,0
1663,-3
1666,-2
1668,1
1669,-10
1672,-7
1673,0
1676,-7
1677,0
1678,6
1679,-4
1680,1
1681,-3
1684,-2
1685,-3
1687,-2
1689,-2
1690,-1
1691,-4
1692,2
1695,1
1696,1
1697,-1
1698,0
1699,0
1700,-5
1701,0
1703,-2
1705,0
1706,0
1707,-2
1708,0
1709,-3
1710,-3
1711,0
1713,-1
1714,0
1715,-2
1716,-7
1717,-4
1719,-3
1721,-5
1722,-16
1723,-2
1725,-1
1728,-2
1729,-3
1730,-8
1731,-1
1732,0
1733,0
1734,1
1735,-9
1737,0
1738,-3
1739,-29
1740,-7
1741,1
1744,-3
1745,-11
1746,-1
1748,-4
1749,0
1750,0
1751,2
1752,0
1754,-4
1755,-1
1756,1
1757,-1
1759,-2
1762,-8
1763,1
1765,0
1766,0
1767,-1
1768,-2
1769,0
1772,1
1773,0
1776,0
1777,3
1779,0
1782,-1
1783,0
1784,-6
1785,1
1787,1
1788,-4
1791,-3
1792,-4
1793,-3
1794,-3
1795,-3
1796,0
1800,1
1801,0
1802,3
1803,-2
1804,2
1805,0
1806,-4
1807,-1
1808,2
1809,-2
1812,0
1814,-8
1816,-4
1819,-3
1820,1
1821,0
1822,-8
1823,1
1824,0
1825,-6
1826,1
1828,1
1829,10
1830,-3
1831,-2
1832,-3
1833,1
1834,-19
1835,0
1836,-6
1837,2
1838,0
1839,-1
1841,-4
1842,-2
1843,-1
1847,-2
1848,1
1849,-2
1850,8
1851,-1
1852,-1
1853,0
1856,-1
1857,-4
1858,1
1859,-3
1860,3
1863,2
1864,2
1865,0
1866,0
1867,0
1868,-1
1869,0
1871,-3
1872,1
1873,-1
1874,-1
1875,3
1876,0
1877,0
1878,-1
1879,-2
1880,-2
1881,0
1883,4
1887,2
1891,0
1892,4
1893,2
1895,-2
1898,0
1900,1
1905,2
1906,-3
1907,0
1908,-1
1910,1
1911,0
1915,0
1916,-1
1918,1
1919,1
1922,0
1924,-1
1925,2
1926,1
1927,1
1928,0
1930,-1
1933,-2
1934,0
1935,-1
1936,-2
1937,-2
1940,0
1941,-3
1942,-1
1943,0
1944,3
1947,0
1948,1
1949,-1
1951,-2
1952,0
1955,-1
1956,0
1957,-3
1958,0
1959,-1
1962,0
1965,-2
1966,0
1967,-3
1968,0
1969,0
1970,-3
1971,0
1972,7
1973,0
1974,0
1975,-3
1976,0
1979,0
1981,-2
1982,0
1983,2
1985,-2
1986,-3
1987,0
1988,0
1990,-1
1991,-1
1992,-1
1993,-1
1995,-1
1997,-3
1998,0
2000,-4
2001,-1
2003,-1
2005,0
2006,0
2007,0
2008,1
2009,0
2010,-5
2011,1
2012,-1
2013,-1
2015,2
2016,1
2017,0
2018,-1
2019,-3
2020,1
2021,-2
2022,0
2024,0
2025,2
2026,-3
2027,0
2028,-2
2029,-4
2030,0
2031,0
2032,1
2033,-1
2035,-1
2036,2
2037,-1
2038,0
2039,0
2040,-1
2042,-1
2044,1
2046,-1
2048,-1
2049,0
2051,-4
2052,-2
2054,1
2055,-2
2056,5
2057,-3
2058,1
2059,0
2060,-1
2062,-1
2063,-2
2064,0
2065,-2
2067,-1
2069,-1
2070,0
2071,1
2072,0
2073,0
2074,0
2075,-1
2076,-2
2081,-3
2082,0
2083,-2
2084,-1
2085,-1
2086,0
2087,1
2088,0
2091,1
2092,-1
2093,-3
2094,-1
2095,0
2097,0
2098,-1
2099,1
2100,-1
2101,-4
2102,0
2103,0
2104,-3
2107,0
2108,-1
2110,1
2111,0
2113,0
2116,0
2117,3
2118,2
2119,-2
2120,0
2121,0
2123,-3
2124,-3
2125,0
2126,2
2130,0
2131,-1
2132,-4
2133,-5
2136,-2
2137,0
2138,2
2140,3
2142,1
2143,-1
2144,0
2145,0
2146,-3
2147,0
2149,-1
2150,-1
2151,-4
2152,1
2153,-6
2155,-3
2156,1
2157,1
2158,0
2159,-6
2160,-1
2161,1
2163,-4
2164,0
2165,-1
2166,0
2167,1
2168,-1
2169,-3
2170,0
2172,2
2173,-4
2174,0
2175,0
2176,-1
2177,1
2179,3
2180,-1
2182,-2
2183,1
2184,-1
2185,0
2186,1
2188,-2
2191,1
2192,-2
2193,-1
2195,0
2196,0
2197,-1
2198,-3
2200,2
2201,-1
2203,-1
2204,0
2205,-1
2207,-1
2208,2
2209,0
2210,-1
2211,-2
2212,0
2213,-1
2214,0
2215,-1
2216,-1
2218,0
2219,-4
2220,1
2221,0
2222,-1
2223,1
2224,0
2225,0
2226,-1
2228,0
2229,-2
2230,2
2231,0
2232,0
2234,3
2235,1
2236,-4
2237,-1
2238,-4
2240,3
2241,-1
2242,0
2243,0
2244,-3
2245,-1
2247,1
2249,0
2250,0
2251,1
2252,-1
2256,2
2257,0
2258,-5
2260,-1
2261,-1
2263,-2
2264,1
2265,-1
2266,0
2267,-1
2269,-6
2270,0
2271,-1
2272,0
2273,-3
2274,-1
2275,3
2277,-2
2279,1
2281,-1
2282,0
2283,-3
2285,-4
2286,-4
2288,-2
2289,2
2290,2
2291,-1
2292,-3
2293,-1
2294,0
2295,4
2296,0
2297,-3
2298,-2
2299,0
2300,2
2301,0
2302,-2
2305,-1
2306,-1
2307,-3
2309,-3
2310,-1
2313,-1
2314,0
2315,-3
2316,2
2318,-1
2319,1
2320,-1
2321,1
2322,-2
2323,0
2324,-1
2325,-1
2326,0
2328,-3
2329,-3
2330,0
2331,0
2332,-3
2334,-3
2335,-3
2336,1
2337,0
2338,-3
2339,-8
2340,-2
2341,-6
2342,-1
2343,6
2345,-2
2346,-1
2347,0
2349,0
2350,0
2351,-1
2352,0
2353,-2
2354,1
2355,0
2356,0
2358,1
2359,0
2360,-6
2361,-1
2362,0
2363,-1
2364,-2
2367,-2
2369,-1
2370,1
2371,-1
2372,0
2374,0
2376,0
2377,0
2379,-3
2380,-4
2381,0
2382,-3
2383,-1
2384,0
2385,-1
2386,-5
2387,-2
2388,0
2389,0
2390,1
2392,-1
2397,0
2398,1
2399,-4
2400,2
2401,1
2403,-2
2404,-3
2405,-3
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,-1
2416,0
2417,-1
2418,-1
2419,0
2420,1
2421,0
2422,-1
2423,1
2425,-1
2426,-1
2427,-6
2429,1
2431,1
2432,-9
2433,0
2434,1
2435,0
2436,1
2437,2
2438,2
2439,-2
2440,1
2441,-13
2442,0
2443,0
2444,-1
2446,-3
2447,8
2448,-4
2449,3
2450,-3
2451,0
2452,-2
2453,-1
2454,0
2455,0
2456,-1
2457,0
2458,-1
2459,-2
2462,3
2463,1
2464,0
2465,1
2467,-2
2468,0
2469,-2
2470,-1
2472,0
2473,-1
2474,2
2475,0
2476,-1
2477,-2
2479,4
2480,-3
2481,-1
2482,0
2484,-1
2486,-3
2487,-3
2488,0
2489,-1
2491,-1
2492,-2
2493,2
2495,-1
2496,-5
2497,-7
2498,0
2499,0
2500,0
2501,-2
2502,0
2503,-5
2504,-2
2506,-2
2507,-1
2508,-1
2509,3
2510,-3
2511,-3
2512,0
2513,0
2514,0
2516,0
2518,-1
2520,0
2521,0
2522,-4
2523,1
2524,-1
2525,-4
2527,-1
2528,2
2529,-4
2530,1
2531,-4
2532,1
2534,-1
2535,0
2536,1
2537,-3
2538,0
2540,-1
2541,-2
2542,2
2543,0
2544,-4
2545,-2
2546,2
2547,-1
2548,-1
2549,-1
2550,1
2553,-3
2554,0
2556,-4
2557,-2
2558,-1
2559,-1
2560,1
2561,-1
2562,2
2563,-6
2564,0
2565,-3
2566,2
2568,0
2569,-3
2571,1
2572,-4
2574,-2
2576,-4
2577,-2
2578,-1
2579,-1
2580,0
2581,2
2582,0
2583,0
2584,1
2585,-1
2586,-5
2587,-2
2589,-4
2590,-1
2591,0
2592,-2
2593,-1
2594,-2
2595,0
2596,-2
2597,2
2598,-3
2600,0
2601,-7
2602,1
2603,2
2604,-1
2605,0
2606,-2
2607,-1
2608,1
2609,-2
2610,1
2611,-2
2613,-1
2616,0
2617,0
2618,1
2619,-1
2620,-1
2621,-1
2622,-9
2624,0
2625,0
2627,0
2629,-1
2631,-1
2632,1
2634,0
2635,-2
2637,1
2638,-2
2639,0
2640,-1
2641,-1
2643,0
2645,-1
2647,-1
2648,1
2649,-3
2651,0
2652,-4
2653,-1
2654,0
2655,0
2656,-5
2658,1
2659,3
2661,-3
2662,0
2665,-4
2666,-3
2667,3
2668,-2
2670,-4
2671,1
2673,-1
2675,0
2676,0
2677,-4
2679,-1
2680,2
2681,-2
2682,1
2683,4
2686,0
2687,2
2689,-1
2691,-4
2692,-4
2693,-1
2694,-2
2696,-4
2697,-4
2699,-9
2700,-1
2701,0
2702,0
2704,-7
2705,1
2706,-2
2707,3
2708,-12
2709,-2
2710,1
2711,-4
2713,-6
2714,-1
2716,-3
2717,-1
2720,-4
2722,-1
2723,-1
2724,-2
2725,-1
2726,-2
2729,1
2730,0
2731,-1
2732,0
2733,-1
2734,1
2735,0
2736,-1
2737,2
2738,1
2739,0
2740,0
2741,-1
2742,-1
2744,-1
2745,-1
2746,2
2747,7
2748,1
2749,-2
2750,2
2751,-1
2752,-1
2753,0
2754,0
2755,0
2756,0
2757,1
2758,-1
2759,-2
2761,-3
2762,1
2763,-2
2764,-2
2765,0
2766,0
2767,-4
2768,1
2769,-7
2770,-4
2771,-2
2772,-1
2773,1
2775,-8
2776,-3
2777,2
2778,-2
2782,2
2783,1
2784,5
2785,0
2787,0
2788,-1
2789,-3
2792,-8
2793,2
2794,0
2795,2
2797,-2
2798,-3
2799,-3
2800,-1
2801,2
2802,-4
2803,-4
2804,-2
2805,4
2807,-1
2808,-3
2809,-2
2810,1
2811,0
2813,0
2814,2
2815,0
2816,1
2817,-3
2818,-2
2820,-3
2821,1
2822,0
2823,-1
2824,-8
2825,-2
2827,-5
2828,-2
2829,-1
2830,-6
2831,1
2832,-6
2833,-1
2834,0
2835,0
2836,1
2837,0
2838,-6
2839,2
2840,0
2842,1
2843,0
2844,-1
2845,-1
2846,0
2847,-4
2848,1
2849,0
2850,1
2851,-6
2852,-3
2853,-3
2854,1
2855,0
2856,1
2857,-1
2858,-1
2859,4
2860,-3
2861,2
2862,-1
2863,-2
2864,1
2865,3
2867,-4
2868,-6
2870,-3
2871,-2
2872,1
2873,0
2875,-6
2876,-1
2877,-2
2878,-1
2879,0
2880,-1
2882,-6
2883,-3
2884,0
2885,-1
2886,-2
2887,0
2888,0
2889,0
2890,0
2891,-1
2892,-4
2893,-2
2895,-2
2897,-3
2898,2
2899,2
2901,-1
2902,0
2904,-3
2905,-2
2906,0
2907,-2
2908,-1
2909,-6
2910,0
2911,-5
2913,0
2914,-3
2915,0
2916,-3
2917,1
2918,0
2919,0
2920,1
2922,-2
2923,-2
2924,-2
2925,-5
2926,0
2927,0
2928,-1
2929,0
2930,-2
2931,-2
2932,-3
2934,2
2935,2
2936,0
2937,-6
2938,1
2939,-1
2940,1
2942,0
2943,-1
2944,1
2946,0
2947,-3
2949,-2
2950,0
2951,-1
2952,0
2953,-4
2954,-2
2955,-6
2957,1
2958,-1
2959,0
2960,-2
2961,0
2962,-8
2963,0
2964,0
2966,0
2967,0
2968,-3
2970,-3
2972,-1
2973,-2
2974,0
2975,0
2976,-6
2977,2
2978,-2
2979,4
2980,0
2981,-2
2982,-1
2983,0
2984,-1
2986,-1
2987,-1
2988,-4
2989,-1
2990,0
2991,-2
2992,-5
2993,-2
2994,-5
2995,-2
2996,-3
2999,-1
3001,1
3002,-1
3005,5
3006,-1
3007,-1
3008,0
3011,-7
3012,-2
3013,-6
3014,2
3015,0
3016,-2
3017,-1
3018,0
3019,-5
3021,0
3022,-2
3023,-6
3024,-4
3025,-1
3026,4
3027,-2
3028,-2
3029,-1
3030,-4
3031,-2
3032,-3
3033,0
3034,-3
3036,0
3037,0
3038,1
3039,-1
3040,-3
3041,-5
3042,1
3043,0
3044,-7
3045,1
3047,-3
3048,1
3049,-8
3050,-2
3051,-4
3052,-2
3053,5
3055,-3
3056,0
3057,-2
3058,-4
3059,0
3060,1
3061,-3
3063,-1
3064,-2
3065,-2
3066,-3
3067,-1
3068,0
3069,-2
3071,-1
3072,1
3073,-1
3074,1
3075,2
3076,0
3077,-1
3079,1
3082,-2
3083,-6
3084,0
3085,-2
3086,-2
3087,4
3088,-1
3089,-2
3090,3
3091,-1
3095,0
3096,0
3098,-2
3099,0
3100,-1
3101,1
3102,-5
3103,-2
3104,1
3105,0
3106,-4
3107,2
3108,1
3109,-1
3110,-1
3111,-4
3112,0
3113,-3
3114,1
3115,3
3116,0
3117,-1
3118,5
3119,0
3120,0
3121,-1
3122,-1
3123,-4
3124,-2
3125,1
3126,-4
3127,-2
3128,-2
3129,-1
3130,0
3131,1
3132,-2
3133,0
3134,1
3136,2
3137,-2
3138,-3
3139,-1
3140,-6
3141,2
3142,1
3143,-3
3144,-2
3145,0
3146,-4
3147,-6
3148,-1
3149,0
3150,1
3151,0
3152,2
3153,-2
3155,-2
3156,-7
3157,-7
3158,2
3159,1
3160,-1
3163,3
3164,-2
3165,-3
3166,-1
3167,0
3168,1
3169,-6
3170,-2
3171,-2
3172,-2
3174,-1
3175,2
3176,1
3177,1
3178,-2
3181,-2
3182,-2
3183,0
3184,2
3185,4
3186,1
3187,0
3188,-1
3190,-1
3191,0
3193,-1
3194,0
3195,0
3196,-4
3197,-2
3198,0
3199,-2
3200,0
3201,1
3202,0
3204,-5
3205,-2
3207,-13
3208,5
3209,-2
3210,-4
3211,2
3212,-5
3213,-2
3214,0
3215,2
3216,-3
3218,1
3219,-1
3220,5
3221,-1
3222,-5
3223,-3
3224,0
3225,-2
3226,-1
3227,-3
3229,-1
3230,-1
3234,-10
3235,0
3236,1
3237,-2
3238,-2
3239,0
3240,3
3241,-1
3243,0
3244,1
3245,0
3246,0
3247,-1
3248,2
3249,1
3250,-1
3251,-3
3252,-3
3253,1
3254,1
3255,2
3257,1
3259,-2
3262,-3
3264,3
3265,0
3266,0
3267,-2
3268,2
3269,-10
3270,-2
3271,2
3272,-3
3273,1
3275,-2
3276,5
3277,-7
3278,0
3279,0
3280,-5
3281,-1
3282,1
3283,-9
3284,-7
3285,-1
3286,-4
3287,1
3288,0
3289,4
3290,0
3291,1
3292,-1
3294,-1
3295,-3
3296,-1
3297,-3
3298,-5
3299,-2
3300,-12
3301,-4
3302,0
3303,1
3304,2
3305,-3
3306,1
3307,-7
3308,-7
3309,-2
3311,0
3312,0
3313,3
