ortho	swissProt	name	egn	db	description
35	ORTHOMCL8494	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
36	ORTHOMCL8697	Q08378	GOGA3_HUMAN	GOGA3	HUMAN	golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]
37	ORTHOMCL9414	O95620	DUS4L_HUMAN	DUS4L	HUMAN	dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]
38	ORTHOMCL9688	Q14118	DAG1_HUMAN	DAG1	HUMAN	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]
39	ORTHOMCL13102	O60494	CUBN_HUMAN	CUBN	HUMAN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]
40	ORTHOMCL13370	Q2TB18	ASTE1_HUMAN	ASTE1	HUMAN	asteroid homolog 1 [Source:HGNC Symbol;Acc:HGNC:25021]
41	ORTHOMCL14894	Q6V0I7	FAT4_HUMAN	FAT4	HUMAN	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]
42	ORTHOMCL17894	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
43	ORTHOMCL18154	P0C862	C1T9A_HUMAN	C1T9A	HUMAN	C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732]
44	ORTHOMCL18782	O60504	VINEX_HUMAN	VINEX	HUMAN	sorbin and SH3 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30907]
45	ORTHOMCL18983	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
46	ORTHOMCL19328	Q9UGM3	DMBT1_HUMAN	DMBT1	HUMAN	deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]
47	ORTHOMCL2019	P13591	NCAM1_HUMAN	NCAM1	HUMAN	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
48	ORTHOMCL5371	Q9BXP5	SRRT_HUMAN	SRRT	HUMAN	serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]
49	ORTHOMCL5646	Q8N573	OXR1_HUMAN	OXR1	HUMAN	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]
50	ORTHOMCL6232	P15056	BRAF_HUMAN	BRAF	HUMAN	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]
51	ORTHOMCL6660	Q8IW41	MAPK5_HUMAN	MAPK5	HUMAN	mitogen-activated protein kinase-activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889]
52	ORTHOMCL7524	O00461	GOLI4_HUMAN	GOLI4	HUMAN	golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
53	ORTHOMCL3303	O00299	CLIC1_HUMAN	CLIC1	HUMAN	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]
54	ORTHOMCL10230	Q08DY8	ATG13_BOVIN	ATG13	BOVIN	autophagy related 13 [Source:VGNC Symbol;Acc:VGNC:26251]
55	ORTHOMCL12429	F1MDL2	INTU_BOVIN	INTU	BOVIN	inturned planar cell polarity protein [Source:VGNC Symbol;Acc:VGNC:30235]
56	ORTHOMCL12641	P16068	GCYB1_BOVIN	GCYB1	BOVIN	guanylate cyclase 1 soluble subunit beta 1 [Source:VGNC Symbol;Acc:VGNC:29721]
57	ORTHOMCL17196	Q9GLX9	SPON1_BOVIN	SPON1	BOVIN	spondin 1 [Source:VGNC Symbol;Acc:VGNC:35227]
58	ORTHOMCL8768	Q32LC9	ZN330_BOVIN	ZN330	BOVIN	Zinc finger protein 330  [Source:UniProtKB/Swiss-Prot;Acc:Q32LC9]
59	ORTHOMCL19949	Q1L8P7	TSP3B_DANRE	TSP3B	DANRE	thrombospondin 3b [Source:ZFIN;Acc:ZDB-GENE-060503-84]
60	ORTHOMCL11988	Q08BB2	P2012_DANRE	P2012	DANRE	peptidase M20 domain containing 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-061013-637]
61	ORTHOMCL14614	O57460	TLL1_DANRE	TLL1	DANRE	tolloid-like 1 [Source:ZFIN;Acc:ZDB-GENE-041020-1]
62	ORTHOMCL17829	Q6NWH1	DCA10_DANRE	DCA10	DANRE	WD repeat domain 32 [Source:ZFIN;Acc:ZDB-GENE-040426-2314]
63	ORTHOMCL2526	P19352	TPM2_CHICK	TPM2	CHICK	Tropomyosin beta chain  [Source:UniProtKB/Swiss-Prot;Acc:P19352]
64	ORTHOMCL6750	P18519	TNR16_CHICK	TNR16	CHICK	Tumor necrosis factor receptor superfamily member 16  [Source:UniProtKB/Swiss-Prot;Acc:P18519]
65	ORTHOMCL18995	P20007	PCKG_DROME	PCKG	DROME	Phosphoenolpyruvate carboxykinase [Source:FlyBase;Acc:FBgn0003067]
66	ORTHOMCL6837	Q7K4Q5	Y0417_DROME	Y0417	DROME	
67	ORTHOMCL6698	P08120	CO4A1_DROME	CO4A1	DROME	Collagen type IV alpha 1 [Source:FlyBase;Acc:FBgn0000299]
68	ORTHOMCL11271	none	NA	NA	NA	none
69	ORTHOMCL13228	Q6PCX9	TRI37_MOUSE	TRI37	MOUSE	none
70	ORTHOMCL13553	none	NA	NA	NA	none
71	ORTHOMCL13597	P08478	AMDA_XENLA	AMDA	XENLA	none
72	ORTHOMCL13772	Q8Q0U0	Y045_METMA	Y045	METMA	none
73	ORTHOMCL14787	none	NA	NA	NA	none
74	ORTHOMCL14994	none	NA	NA	NA	none
75	ORTHOMCL15014	A2A8L5	PTPRF_MOUSE	PTPRF	MOUSE	none
76	ORTHOMCL15799	none	NA	NA	NA	none
77	ORTHOMCL16224	A0FKN6	VMPA_LOXIN	VMPA	LOXIN	none
78	ORTHOMCL16368	P0C5Y8	ALS2_RAT	ALS2	RAT	none
79	ORTHOMCL17450	Q196X6	VF232_IIV3	VF232	IIV3	none
80	ORTHOMCL18102	none	NA	NA	NA	none
81	ORTHOMCL19159	Q62052	P_MOUSE	P	MOUSE	none
82	ORTHOMCL19844	Q0DXS3	RDR1_ORYSJ	RDR1	ORYSJ	none
83	ORTHOMCL19853	E9Q8T7	DYH1_MOUSE	DYH1	MOUSE	none
84	ORTHOMCL19938	none	NA	NA	NA	none
85	ORTHOMCL20315	Q6GPD0	RHG32_XENLA	RHG32	XENLA	none
86	ORTHOMCL20432	none	NA	NA	NA	none
87	ORTHOMCL20529	Q8CCG4	DPPA4_MOUSE	DPPA4	MOUSE	none
88	ORTHOMCL20606	Q5PPS5	TTC34_XENLA	TTC34	XENLA	none
89	ORTHOMCL21222	P18503	CAS4_EPHMU	CAS4	EPHMU	none
90	ORTHOMCL21625	Q5BK75	S46A3_RAT	S46A3	RAT	none
91	ORTHOMCL21635	Q3UIR3	DTX3L_MOUSE	DTX3L	MOUSE	none
92	ORTHOMCL5884	none	NA	NA	NA	none
93	ORTHOMCL6539	none	NA	NA	NA	none
94	ORTHOMCL6741	Q5VX52	SPAT1_HUMAN	SPAT1	HUMAN	none
95	ORTHOMCL8140	none	NA	NA	NA	none
96	ORTHOMCL9170	Q5FW48	ASPD_XENTR	ASPD	XENTR	none
97	ORTHOMCL9223	B8UU78	ELP_ACRMI	ELP	ACRMI	none
98	ORTHOMCL10542	P16086	SPTN1_RAT	SPTN1	RAT	none
99	ORTHOMCL10972	O88307	SORL_MOUSE	SORL	MOUSE	none
100	ORTHOMCL11859	Q28EW0	TM87A_XENTR	TM87A	XENTR	none
101	ORTHOMCL17887	none	NA	NA	NA	none
102	ORTHOMCL5280	O97192	TPM_HELAS	TPM	HELAS	none
103	ORTHOMCL7243	Q2HJG7	CHUR_BOVIN	CHUR	BOVIN	none
104	ORTHOMCL7929	none	NA	NA	NA	none
105	ORTHOMCL9538	Q8R4F0	MCLN3_MOUSE	MCLN3	MOUSE	none
106	ORTHOMCL15740	P00765	TRYP_ASTAS	TRYP	ASTAS	none
107	ORTHOMCL2741	Q6PHF0	CHM1A_DANRE	CHM1A	DANRE	none
