gene,score
ORTHOMCL10820,1
ORTHOMCL10822,1
ORTHOMCL10823,1
ORTHOMCL10829,1
ORTHOMCL10833,1
ORTHOMCL10835,1
ORTHOMCL10836,1
ORTHOMCL10838,1
ORTHOMCL10841,1
ORTHOMCL10844,1
ORTHOMCL10846,1
ORTHOMCL10848,1
ORTHOMCL10850,1
ORTHOMCL10851,1
ORTHOMCL10854,1
ORTHOMCL10855,1
ORTHOMCL10856,1
ORTHOMCL1085,1
ORTHOMCL10860,1
ORTHOMCL10864,1
ORTHOMCL10867,1
ORTHOMCL10868,1
ORTHOMCL10869,1
ORTHOMCL10870,1
ORTHOMCL10871,1
ORTHOMCL10873,1
ORTHOMCL10879,1
ORTHOMCL10880,1
ORTHOMCL10883,1
ORTHOMCL10890,1
ORTHOMCL10894,1
ORTHOMCL10896,1
ORTHOMCL10898,1
ORTHOMCL10899,1
ORTHOMCL10900,1
ORTHOMCL10902,1
ORTHOMCL10904,1
ORTHOMCL10906,1
ORTHOMCL10907,1
ORTHOMCL10908,1
ORTHOMCL1090,1
ORTHOMCL10911,1
ORTHOMCL10913,1
ORTHOMCL10914,1
ORTHOMCL10915,1
ORTHOMCL10919,1
ORTHOMCL10920,1
ORTHOMCL10922,1
ORTHOMCL10923,1
ORTHOMCL10924,1
ORTHOMCL10925,1
ORTHOMCL10930,1
ORTHOMCL10931,1
ORTHOMCL10934,1
ORTHOMCL10936,1
ORTHOMCL10937,1
ORTHOMCL10938,1
ORTHOMCL10941,1
ORTHOMCL10944,1
ORTHOMCL10946,1
ORTHOMCL10947,1
ORTHOMCL10949,1
ORTHOMCL10952,1
ORTHOMCL10958,1
ORTHOMCL10960,1
ORTHOMCL10961,1
ORTHOMCL10963,1
ORTHOMCL10964,1
ORTHOMCL10965,1
ORTHOMCL10967,1
ORTHOMCL10972,1
ORTHOMCL10976,1
ORTHOMCL10977,1
ORTHOMCL10979,1
ORTHOMCL10980,1
ORTHOMCL10982,1
ORTHOMCL10993,1
ORTHOMCL11018,1
ORTHOMCL11039,1
ORTHOMCL11055,1
ORTHOMCL11061,1
ORTHOMCL11063,1
ORTHOMCL11070,1
ORTHOMCL11074,1
ORTHOMCL11080,1
ORTHOMCL11085,1
ORTHOMCL11098,1
ORTHOMCL11101,1
ORTHOMCL11110,1
ORTHOMCL11127,1
ORTHOMCL11131,1
ORTHOMCL11141,1
ORTHOMCL11142,1
ORTHOMCL11145,1
ORTHOMCL11149,1
ORTHOMCL11153,1
ORTHOMCL11160,1
ORTHOMCL11163,1
ORTHOMCL11174,1
ORTHOMCL11196,1
ORTHOMCL11203,1
ORTHOMCL11206,1
ORTHOMCL11208,1
ORTHOMCL11210,1
ORTHOMCL11213,1
ORTHOMCL11214,1
ORTHOMCL11217,1
ORTHOMCL11221,1
ORTHOMCL11226,1
ORTHOMCL11236,1
ORTHOMCL11238,1
ORTHOMCL11245,1
ORTHOMCL11246,1
ORTHOMCL11249,1
ORTHOMCL11252,1
ORTHOMCL11254,1
ORTHOMCL11262,1
ORTHOMCL11264,1
ORTHOMCL11276,1
ORTHOMCL11277,1
ORTHOMCL11289,1
ORTHOMCL11294,1
ORTHOMCL11297,1
ORTHOMCL1129,1
ORTHOMCL11303,1
ORTHOMCL11305,1
ORTHOMCL11310,1
ORTHOMCL11314,1
ORTHOMCL11317,1
ORTHOMCL11331,1
ORTHOMCL11334,1
ORTHOMCL11340,1
ORTHOMCL11353,1
ORTHOMCL11359,1
ORTHOMCL11360,1
ORTHOMCL11373,1
ORTHOMCL11380,1
ORTHOMCL11384,1
ORTHOMCL11387,1
ORTHOMCL11431,1
ORTHOMCL11464,1
ORTHOMCL11466,1
ORTHOMCL11468,1
ORTHOMCL11469,1
ORTHOMCL11470,1
ORTHOMCL11471,1
ORTHOMCL11480,1
ORTHOMCL11481,1
ORTHOMCL11485,1
ORTHOMCL11495,1
ORTHOMCL11500,1
ORTHOMCL11502,1
ORTHOMCL11503,1
ORTHOMCL11506,1
ORTHOMCL11507,1
ORTHOMCL11508,1
ORTHOMCL11509,1
ORTHOMCL11511,1
ORTHOMCL11512,1
ORTHOMCL11514,1
ORTHOMCL11515,1
ORTHOMCL11516,1
ORTHOMCL11523,1
ORTHOMCL11528,1
ORTHOMCL11530,1
ORTHOMCL11534,1
ORTHOMCL11535,1
ORTHOMCL11536,1
ORTHOMCL11537,1
ORTHOMCL11540,1
ORTHOMCL11541,1
ORTHOMCL11543,1
ORTHOMCL11547,1
ORTHOMCL1154,1
ORTHOMCL11559,1
ORTHOMCL11562,1
ORTHOMCL11566,1
ORTHOMCL11571,1
ORTHOMCL11572,1
ORTHOMCL11573,1
ORTHOMCL11575,1
ORTHOMCL11577,1
ORTHOMCL11578,1
ORTHOMCL11582,1
ORTHOMCL11583,1
ORTHOMCL11584,1
ORTHOMCL11595,1
ORTHOMCL11596,1
ORTHOMCL11599,1
ORTHOMCL11605,1
ORTHOMCL11616,1
ORTHOMCL11621,1
ORTHOMCL11623,1
ORTHOMCL11624,1
ORTHOMCL11627,1
ORTHOMCL11628,1
ORTHOMCL11635,1
ORTHOMCL11637,1
ORTHOMCL11639,1
ORTHOMCL11646,1
ORTHOMCL11648,1
ORTHOMCL11649,1
ORTHOMCL11657,1
ORTHOMCL1165,1
ORTHOMCL11661,1
ORTHOMCL11662,1
ORTHOMCL11667,1
ORTHOMCL1166,1
ORTHOMCL11671,1
ORTHOMCL11672,1
ORTHOMCL11677,1
ORTHOMCL11679,1
ORTHOMCL1167,1
ORTHOMCL11680,1
ORTHOMCL11681,1
ORTHOMCL11683,1
ORTHOMCL11684,1
ORTHOMCL11686,1
ORTHOMCL1168,1
ORTHOMCL11692,1
ORTHOMCL11698,1
ORTHOMCL11700,1
ORTHOMCL11709,1
ORTHOMCL11713,1
ORTHOMCL11714,1
ORTHOMCL11715,1
ORTHOMCL11726,1
ORTHOMCL11729,1
ORTHOMCL11732,1
ORTHOMCL11738,1
ORTHOMCL11739,1
ORTHOMCL11741,1
ORTHOMCL11744,1
ORTHOMCL11746,1
ORTHOMCL11749,1
ORTHOMCL11750,1
ORTHOMCL11751,1
ORTHOMCL11754,1
ORTHOMCL11757,1
ORTHOMCL11760,1
ORTHOMCL11761,1
ORTHOMCL11764,1
ORTHOMCL11769,1
ORTHOMCL11771,1
ORTHOMCL11774,1
ORTHOMCL11775,1
ORTHOMCL11778,1
ORTHOMCL11780,1
ORTHOMCL11790,1
ORTHOMCL11794,1
ORTHOMCL11797,1
ORTHOMCL11799,1
ORTHOMCL11801,1
ORTHOMCL11804,1
ORTHOMCL11805,1
ORTHOMCL11809,1
ORTHOMCL11813,1
ORTHOMCL11814,1
ORTHOMCL11815,1
ORTHOMCL11821,1
ORTHOMCL11824,1
ORTHOMCL11826,1
ORTHOMCL11829,1
ORTHOMCL11835,1
ORTHOMCL11836,1
ORTHOMCL11837,1
ORTHOMCL11839,1
ORTHOMCL11842,1
ORTHOMCL11847,1
ORTHOMCL11850,1
ORTHOMCL11857,1
ORTHOMCL11860,1
ORTHOMCL11867,1
ORTHOMCL1186,1
ORTHOMCL11873,1
ORTHOMCL11875,1
ORTHOMCL11876,1
ORTHOMCL11877,1
ORTHOMCL11878,1
ORTHOMCL11879,1
ORTHOMCL11880,1
ORTHOMCL11892,1
ORTHOMCL11893,1
ORTHOMCL11898,1
ORTHOMCL1189,1
ORTHOMCL11903,1
ORTHOMCL11911,1
ORTHOMCL11912,1
ORTHOMCL11913,1
ORTHOMCL11914,1
ORTHOMCL11915,1
ORTHOMCL11916,1
ORTHOMCL11919,1
ORTHOMCL11920,1
ORTHOMCL11923,1
ORTHOMCL11929,1
ORTHOMCL11935,1
ORTHOMCL11938,1
ORTHOMCL11940,1
ORTHOMCL11941,1
ORTHOMCL11949,1
ORTHOMCL11953,1
ORTHOMCL11959,1
ORTHOMCL11960,1
ORTHOMCL11961,1
ORTHOMCL11972,1
ORTHOMCL11978,1
ORTHOMCL11983,1
ORTHOMCL11986,1
ORTHOMCL11992,1
ORTHOMCL11994,1
ORTHOMCL11997,1
ORTHOMCL11999,1
ORTHOMCL12000,1
ORTHOMCL12002,1
ORTHOMCL12006,1
ORTHOMCL12007,1
ORTHOMCL12009,1
ORTHOMCL12015,1
ORTHOMCL12018,1
ORTHOMCL1202,1
ORTHOMCL12030,1
ORTHOMCL12034,1
ORTHOMCL12041,1
ORTHOMCL12046,1
ORTHOMCL12048,1
ORTHOMCL12057,1
ORTHOMCL12059,1
ORTHOMCL12060,1
ORTHOMCL12061,1
ORTHOMCL12063,1
ORTHOMCL12065,1
ORTHOMCL12068,1
ORTHOMCL1206,1
ORTHOMCL12070,1
ORTHOMCL12075,1
ORTHOMCL12079,1
ORTHOMCL1207,1
ORTHOMCL12080,1
ORTHOMCL12081,1
ORTHOMCL12082,1
ORTHOMCL12083,1
ORTHOMCL12086,1
ORTHOMCL12088,1
ORTHOMCL12092,1
ORTHOMCL12095,1
ORTHOMCL12098,1
ORTHOMCL12103,1
ORTHOMCL12108,1
ORTHOMCL12111,1
ORTHOMCL12113,1
ORTHOMCL12117,1
ORTHOMCL12122,1
ORTHOMCL12124,1
ORTHOMCL12129,1
ORTHOMCL12134,1
ORTHOMCL12135,1
ORTHOMCL12136,1
ORTHOMCL12142,1
ORTHOMCL12143,1
ORTHOMCL12156,1
ORTHOMCL12157,1
ORTHOMCL12161,1
ORTHOMCL12163,1
ORTHOMCL12165,1
ORTHOMCL12166,1
ORTHOMCL12178,1
ORTHOMCL12183,1
ORTHOMCL12184,1
ORTHOMCL12185,1
ORTHOMCL12186,1
ORTHOMCL12191,1
ORTHOMCL12193,1
ORTHOMCL12196,1
ORTHOMCL12200,1
ORTHOMCL12201,1
ORTHOMCL12202,1
ORTHOMCL12203,1
ORTHOMCL12204,1
ORTHOMCL12205,1
ORTHOMCL12208,1
ORTHOMCL12216,1
ORTHOMCL12219,1
ORTHOMCL12220,1
ORTHOMCL12223,1
ORTHOMCL12224,1
ORTHOMCL12227,1
ORTHOMCL12228,1
ORTHOMCL12229,1
ORTHOMCL12232,1
ORTHOMCL12233,1
ORTHOMCL12236,1
ORTHOMCL12238,1
ORTHOMCL12239,1
ORTHOMCL12242,1
ORTHOMCL12243,1
ORTHOMCL12245,1
ORTHOMCL12250,1
ORTHOMCL12252,1
ORTHOMCL12254,1
ORTHOMCL12258,1
ORTHOMCL12260,1
ORTHOMCL12261,1
ORTHOMCL12262,1
ORTHOMCL12263,1
ORTHOMCL12267,1
ORTHOMCL12268,1
ORTHOMCL12269,1
ORTHOMCL12272,1
ORTHOMCL12273,1
ORTHOMCL12274,1
ORTHOMCL12277,1
ORTHOMCL12279,1
ORTHOMCL12280,1
ORTHOMCL12283,1
ORTHOMCL12286,1
ORTHOMCL12308,1
ORTHOMCL12310,1
ORTHOMCL12312,1
ORTHOMCL12313,1
ORTHOMCL12317,1
ORTHOMCL1231,1
ORTHOMCL12324,1
ORTHOMCL12329,1
ORTHOMCL1232,1
ORTHOMCL12345,1
ORTHOMCL12351,1
ORTHOMCL12371,1
ORTHOMCL12374,1
ORTHOMCL12380,1
ORTHOMCL12383,1
ORTHOMCL12385,1
ORTHOMCL12386,1
ORTHOMCL12391,1
ORTHOMCL12401,1
ORTHOMCL12404,1
ORTHOMCL12408,1
ORTHOMCL12409,1
ORTHOMCL12414,1
ORTHOMCL12419,1
ORTHOMCL12429,1
ORTHOMCL12436,1
ORTHOMCL1243,1
ORTHOMCL12442,1
ORTHOMCL12452,1
ORTHOMCL12473,1
ORTHOMCL12474,1
ORTHOMCL1247,1
ORTHOMCL12480,1
ORTHOMCL12483,1
ORTHOMCL12486,1
ORTHOMCL12504,1
ORTHOMCL12559,1
ORTHOMCL12562,1
ORTHOMCL12568,1
ORTHOMCL12585,1
ORTHOMCL12588,1
ORTHOMCL12597,1
ORTHOMCL12601,1
ORTHOMCL12604,1
ORTHOMCL12605,1
ORTHOMCL12609,1
ORTHOMCL12611,1
ORTHOMCL12617,1
ORTHOMCL12618,1
ORTHOMCL12620,1
ORTHOMCL12623,1
ORTHOMCL12625,1
ORTHOMCL12630,1
ORTHOMCL12634,1
ORTHOMCL12635,1
ORTHOMCL12636,1
ORTHOMCL12642,1
ORTHOMCL12645,1
ORTHOMCL12650,1
ORTHOMCL12652,1
ORTHOMCL12656,1
ORTHOMCL12665,1
ORTHOMCL12667,1
ORTHOMCL12668,1
ORTHOMCL12675,1
ORTHOMCL12682,1
ORTHOMCL12686,1
ORTHOMCL12688,1
ORTHOMCL12691,1
ORTHOMCL12694,1
ORTHOMCL12699,1
ORTHOMCL12700,1
ORTHOMCL12708,1
ORTHOMCL12709,1
ORTHOMCL12710,1
ORTHOMCL12714,1
ORTHOMCL12716,1
ORTHOMCL12723,1
ORTHOMCL12726,1
ORTHOMCL12736,1
ORTHOMCL1274,1
ORTHOMCL12755,1
ORTHOMCL12758,1
ORTHOMCL12759,1
ORTHOMCL12775,1
ORTHOMCL12791,1
ORTHOMCL12809,1
ORTHOMCL1280,1
ORTHOMCL12817,1
ORTHOMCL1282,1
ORTHOMCL12846,1
ORTHOMCL12885,1
ORTHOMCL12946,1
ORTHOMCL12949,1
ORTHOMCL12952,1
ORTHOMCL12954,1
ORTHOMCL12956,1
ORTHOMCL12964,1
ORTHOMCL12966,1
ORTHOMCL12968,1
ORTHOMCL12975,1
ORTHOMCL12977,1
ORTHOMCL12979,1
ORTHOMCL12981,1
ORTHOMCL12984,1
ORTHOMCL12993,1
ORTHOMCL12994,1
ORTHOMCL12996,1
ORTHOMCL13004,1
ORTHOMCL13005,1
ORTHOMCL13007,1
ORTHOMCL13008,1
ORTHOMCL13009,1
ORTHOMCL13024,1
ORTHOMCL13026,1
ORTHOMCL13033,1
ORTHOMCL13037,1
ORTHOMCL13038,1
ORTHOMCL13039,1
ORTHOMCL13040,1
ORTHOMCL13041,1
ORTHOMCL13042,1
ORTHOMCL13047,1
ORTHOMCL13055,1
ORTHOMCL13056,1
ORTHOMCL13057,1
ORTHOMCL13059,1
ORTHOMCL13063,1
ORTHOMCL13066,1
ORTHOMCL13069,1
ORTHOMCL1306,1
ORTHOMCL13081,1
ORTHOMCL13084,1
ORTHOMCL13085,1
ORTHOMCL13089,1
ORTHOMCL13090,1
ORTHOMCL13095,1
ORTHOMCL13104,1
ORTHOMCL13111,1
ORTHOMCL13113,1
ORTHOMCL13115,1
ORTHOMCL13120,1
ORTHOMCL13125,1
ORTHOMCL13133,1
ORTHOMCL13135,1
ORTHOMCL13136,1
ORTHOMCL13138,1
ORTHOMCL13139,1
ORTHOMCL13144,1
ORTHOMCL13149,1
ORTHOMCL13154,1
ORTHOMCL13157,1
ORTHOMCL13158,1
ORTHOMCL13164,1
ORTHOMCL13167,1
ORTHOMCL13168,1
ORTHOMCL13174,1
ORTHOMCL13176,1
ORTHOMCL13186,1
ORTHOMCL13188,1
ORTHOMCL13194,1
ORTHOMCL13196,1
ORTHOMCL13199,1
ORTHOMCL13203,1
ORTHOMCL13208,1
ORTHOMCL13210,1
ORTHOMCL13213,1
ORTHOMCL13214,1
ORTHOMCL13218,1
ORTHOMCL13221,1
ORTHOMCL13224,1
ORTHOMCL13232,1
ORTHOMCL13233,1
ORTHOMCL13239,1
ORTHOMCL1323,1
ORTHOMCL13241,1
ORTHOMCL13242,1
ORTHOMCL13243,1
ORTHOMCL13246,1
ORTHOMCL13247,1
ORTHOMCL13254,1
ORTHOMCL13255,1
ORTHOMCL13265,1
ORTHOMCL13269,1
ORTHOMCL13274,1
ORTHOMCL13277,1
ORTHOMCL13280,1
ORTHOMCL13281,1
ORTHOMCL13282,1
ORTHOMCL13284,1
ORTHOMCL13290,1
ORTHOMCL13293,1
ORTHOMCL13299,1
ORTHOMCL13302,1
ORTHOMCL13311,1
ORTHOMCL13329,1
ORTHOMCL13330,1
ORTHOMCL13343,1
ORTHOMCL13349,1
ORTHOMCL13360,1
ORTHOMCL13365,1
ORTHOMCL13370,1
ORTHOMCL13371,1
ORTHOMCL13373,1
ORTHOMCL13377,1
ORTHOMCL13380,1
ORTHOMCL13381,1
ORTHOMCL13386,1
ORTHOMCL13392,1
ORTHOMCL13394,1
ORTHOMCL13400,1
ORTHOMCL13402,1
ORTHOMCL13406,1
ORTHOMCL13409,1
ORTHOMCL13421,1
ORTHOMCL13422,1
ORTHOMCL13435,1
ORTHOMCL13439,1
ORTHOMCL13446,1
ORTHOMCL13458,1
ORTHOMCL13461,1
ORTHOMCL13470,1
ORTHOMCL13471,1
ORTHOMCL13475,1
ORTHOMCL13485,1
ORTHOMCL13486,1
ORTHOMCL13488,1
ORTHOMCL13490,1
ORTHOMCL13497,1
ORTHOMCL13499,1
ORTHOMCL13506,1
ORTHOMCL13509,1
ORTHOMCL13513,1
ORTHOMCL13515,1
ORTHOMCL13519,1
ORTHOMCL13520,1
ORTHOMCL13523,1
ORTHOMCL13527,1
ORTHOMCL13530,1
ORTHOMCL13534,1
ORTHOMCL13537,1
ORTHOMCL13543,1
ORTHOMCL13562,1
ORTHOMCL13563,1
ORTHOMCL13569,1
ORTHOMCL13570,1
ORTHOMCL13578,1
ORTHOMCL13587,1
ORTHOMCL13588,1
ORTHOMCL13600,1
ORTHOMCL13601,1
ORTHOMCL13603,1
ORTHOMCL13608,1
ORTHOMCL13609,1
ORTHOMCL13611,1
ORTHOMCL13613,1
ORTHOMCL13615,1
ORTHOMCL13617,1
ORTHOMCL13621,1
ORTHOMCL13622,1
ORTHOMCL13623,1
ORTHOMCL13626,1
ORTHOMCL13627,1
ORTHOMCL13628,1
ORTHOMCL13635,1
ORTHOMCL13636,1
ORTHOMCL13637,1
ORTHOMCL13638,1
ORTHOMCL13640,1
ORTHOMCL13642,1
ORTHOMCL13644,1
ORTHOMCL13645,1
ORTHOMCL13647,1
ORTHOMCL13648,1
ORTHOMCL13649,1
ORTHOMCL13655,1
ORTHOMCL13660,1
ORTHOMCL13661,1
ORTHOMCL13664,1
ORTHOMCL13666,1
ORTHOMCL13668,1
ORTHOMCL13669,1
ORTHOMCL13675,1
ORTHOMCL13678,1
ORTHOMCL13684,1
ORTHOMCL13685,1
ORTHOMCL13689,1
ORTHOMCL13690,1
ORTHOMCL13691,1
ORTHOMCL13694,1
ORTHOMCL13695,1
ORTHOMCL13697,1
ORTHOMCL13698,1
ORTHOMCL13700,1
ORTHOMCL13704,1
ORTHOMCL13705,1
ORTHOMCL13706,1
ORTHOMCL13708,1
ORTHOMCL1370,1
ORTHOMCL13711,1
ORTHOMCL13713,1
ORTHOMCL13717,1
ORTHOMCL13720,1
ORTHOMCL13721,1
ORTHOMCL13723,1
ORTHOMCL13727,1
ORTHOMCL13728,1
ORTHOMCL13729,1
ORTHOMCL13733,1
ORTHOMCL13734,1
ORTHOMCL13735,1
ORTHOMCL13738,1
ORTHOMCL13739,1
ORTHOMCL13741,1
ORTHOMCL13743,1
ORTHOMCL13745,1
ORTHOMCL13747,1
ORTHOMCL13749,1
ORTHOMCL13751,1
ORTHOMCL13752,1
ORTHOMCL13756,1
ORTHOMCL13757,1
ORTHOMCL13762,1
ORTHOMCL13766,1
ORTHOMCL13768,1
ORTHOMCL13771,1
ORTHOMCL13772,1
ORTHOMCL13784,1
ORTHOMCL13787,1
ORTHOMCL13788,1
ORTHOMCL13795,1
ORTHOMCL13797,1
ORTHOMCL13800,1
ORTHOMCL13806,1
ORTHOMCL13813,1
ORTHOMCL13816,1
ORTHOMCL13823,1
ORTHOMCL13826,1
ORTHOMCL13829,1
ORTHOMCL13836,1
ORTHOMCL13838,1
ORTHOMCL13845,1
ORTHOMCL13852,1
ORTHOMCL13858,1
ORTHOMCL13860,1
ORTHOMCL13870,1
ORTHOMCL13875,1
ORTHOMCL13876,1
ORTHOMCL13878,1
ORTHOMCL13883,1
ORTHOMCL13886,1
ORTHOMCL13892,1
ORTHOMCL13895,1
ORTHOMCL13898,1
ORTHOMCL13899,1
ORTHOMCL13902,1
ORTHOMCL13925,1
ORTHOMCL13930,1
ORTHOMCL13945,1
ORTHOMCL13957,1
ORTHOMCL13960,1
ORTHOMCL13972,1
ORTHOMCL13997,1
ORTHOMCL14000,1
ORTHOMCL14006,1
ORTHOMCL14007,1
ORTHOMCL1400,1
ORTHOMCL14019,1
ORTHOMCL14038,1
ORTHOMCL14039,1
ORTHOMCL14049,1
ORTHOMCL14083,1
ORTHOMCL14089,1
ORTHOMCL14101,1
ORTHOMCL14105,1
ORTHOMCL14116,1
ORTHOMCL14124,1
ORTHOMCL14145,1
ORTHOMCL14147,1
ORTHOMCL14163,1
ORTHOMCL14178,1
ORTHOMCL14181,1
ORTHOMCL14186,1
ORTHOMCL14187,1
ORTHOMCL14188,1
ORTHOMCL14194,1
ORTHOMCL14205,1
ORTHOMCL14207,1
ORTHOMCL14212,1
ORTHOMCL14219,1
ORTHOMCL14221,1
ORTHOMCL14223,1
ORTHOMCL14226,1
ORTHOMCL14231,1
ORTHOMCL14235,1
ORTHOMCL14243,1
ORTHOMCL14244,1
ORTHOMCL14247,1
ORTHOMCL1424,1
ORTHOMCL14250,1
ORTHOMCL14253,1
ORTHOMCL14254,1
ORTHOMCL14258,1
ORTHOMCL14261,1
ORTHOMCL14262,1
