ortho	swissProt	name	egn	db	description
ORTHOMCL15512	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
ORTHOMCL15544	Q9NY37	ASIC5_HUMAN	ASIC5	HUMAN	acid sensing ion channel subunit family member 5 [Source:HGNC Symbol;Acc:HGNC:17537]
ORTHOMCL17866	P12270	TPR_HUMAN	TPR	HUMAN	translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]
ORTHOMCL18966	Q5VVW2	GARL3_HUMAN	GARL3	HUMAN	GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]
ORTHOMCL22124	Q07912	ACK1_HUMAN	ACK1	HUMAN	tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]
ORTHOMCL2628	Q96NB2	SFXN2_HUMAN	SFXN2	HUMAN	sideroflexin 2 [Source:HGNC Symbol;Acc:HGNC:16086]
ORTHOMCL2878	Q13772	NCOA4_HUMAN	NCOA4	HUMAN	nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:HGNC:7671]
ORTHOMCL2985	Q9BUH8	BEGIN_HUMAN	BEGIN	HUMAN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]
ORTHOMCL4662	Q4G0X9	CCD40_HUMAN	CCD40	HUMAN	coiled-coil domain containing 40 [Source:HGNC Symbol;Acc:HGNC:26090]
ORTHOMCL4852	P49795	RGS19_HUMAN	RGS19	HUMAN	regulator of G protein signaling 19 [Source:HGNC Symbol;Acc:HGNC:13735]
ORTHOMCL5465	Q8IYE0	CC146_HUMAN	CC146	HUMAN	coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]
ORTHOMCL5488	O94776	MTA2_HUMAN	MTA2	HUMAN	metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]
ORTHOMCL5517	P41743	KPCI_HUMAN	KPCI	HUMAN	protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]
ORTHOMCL5518	Q9UHK0	NUFP1_HUMAN	NUFP1	HUMAN	NUFIP1, FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057]
ORTHOMCL5637	F5H4B4	F227A_HUMAN	F227A	HUMAN	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]
ORTHOMCL5777	Q8N6N6	NATD1_HUMAN	NATD1	HUMAN	N-acetyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30770]
ORTHOMCL6217	Q9H841	NPAL2_HUMAN	NPAL2	HUMAN	NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]
ORTHOMCL6277	Q9UGP8	SEC63_HUMAN	SEC63	HUMAN	SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]
ORTHOMCL6283	Q14160	SCRIB_HUMAN	SCRIB	HUMAN	scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]
ORTHOMCL6400	A8K855	EFCB7_HUMAN	EFCB7	HUMAN	EF-hand calcium binding domain 7 [Source:HGNC Symbol;Acc:HGNC:29379]
ORTHOMCL6826	Q8TB96	TIP_HUMAN	TIP	HUMAN	integrin alpha FG-GAP repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30697]
ORTHOMCL7072	Q9P2N6	KANL3_HUMAN	KANL3	HUMAN	KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473]
ORTHOMCL7119	Q9P2W9	STX18_HUMAN	STX18	HUMAN	syntaxin 18 [Source:HGNC Symbol;Acc:HGNC:15942]
ORTHOMCL7125	O14929	HAT1_HUMAN	HAT1	HUMAN	histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]
ORTHOMCL7206	Q8IV48	ERI1_HUMAN	ERI1	HUMAN	exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:23994]
ORTHOMCL7223	Q9BXW7	HDHD5_HUMAN	HDHD5	HUMAN	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]
ORTHOMCL7228	Q86UP6	CUZD1_HUMAN	CUZD1	HUMAN	CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]
ORTHOMCL7287	Q659C4	LAR1B_HUMAN	LAR1B	HUMAN	La ribonucleoprotein domain family member 1B [Source:HGNC Symbol;Acc:HGNC:24704]
ORTHOMCL7333	O60320	F1891_HUMAN	F1891	HUMAN	family with sequence similarity 189 member A1 [Source:HGNC Symbol;Acc:HGNC:29075]
ORTHOMCL8060	Q8IVL0	NAV3_HUMAN	NAV3	HUMAN	neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]
ORTHOMCL8062	O95140	MFN2_HUMAN	MFN2	HUMAN	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]
ORTHOMCL8157	Q14596	NBR1_HUMAN	NBR1	HUMAN	NBR1, autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]
ORTHOMCL8210	Q8TB22	SPT20_HUMAN	SPT20	HUMAN	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
ORTHOMCL8345	P48634	PRC2A_HUMAN	PRC2A	HUMAN	proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]
ORTHOMCL8406	Q96IV0	NGLY1_HUMAN	NGLY1	HUMAN	N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]
ORTHOMCL8431	O94827	PKHG5_HUMAN	PKHG5	HUMAN	pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]
ORTHOMCL8571	Q8N7U6	EFHB_HUMAN	EFHB	HUMAN	EF-hand domain family member B [Source:HGNC Symbol;Acc:HGNC:26330]
ORTHOMCL8600	Q6P3R8	NEK5_HUMAN	NEK5	HUMAN	NIMA related kinase 5 [Source:HGNC Symbol;Acc:HGNC:7748]
ORTHOMCL8747	Q7RTN6	STRAA_HUMAN	STRAA	HUMAN	STE20-related kinase adaptor alpha [Source:HGNC Symbol;Acc:HGNC:30172]
ORTHOMCL9079	Q86XZ4	SPAS2_HUMAN	SPAS2	HUMAN	spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]
ORTHOMCL9294	Q8NFG4	FLCN_HUMAN	FLCN	HUMAN	folliculin [Source:HGNC Symbol;Acc:HGNC:27310]
ORTHOMCL9572	Q9NPI1	BRD7_HUMAN	BRD7	HUMAN	bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]
ORTHOMCL9701	O43897	TLL1_HUMAN	TLL1	HUMAN	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
ORTHOMCL10333	Q6ZMI0	PPR21_HUMAN	PPR21	HUMAN	protein phosphatase 1 regulatory subunit 21 [Source:HGNC Symbol;Acc:HGNC:30595]
ORTHOMCL1132	Q9UKA8	RCAN3_HUMAN	RCAN3	HUMAN	RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]
ORTHOMCL13890	Q07973	CP24A_HUMAN	CP24A	HUMAN	cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]
ORTHOMCL1401	Q96KS9	F167A_HUMAN	F167A	HUMAN	family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549]
ORTHOMCL17188	P41247	PLPL4_HUMAN	PLPL4	HUMAN	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]
ORTHOMCL1886	Q99715	COCA1_HUMAN	COCA1	HUMAN	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
ORTHOMCL2349	Q16820	MEP1B_HUMAN	MEP1B	HUMAN	meprin A subunit beta [Source:HGNC Symbol;Acc:HGNC:7020]
ORTHOMCL2465	P04181	OAT_HUMAN	OAT	HUMAN	ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]
ORTHOMCL3275	P46937	YAP1_HUMAN	YAP1	HUMAN	Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]
ORTHOMCL3600	Q8IWZ8	SUGP1_HUMAN	SUGP1	HUMAN	SURP and G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18643]
ORTHOMCL3757	Q9NUC0	SRTD4_HUMAN	SRTD4	HUMAN	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]
ORTHOMCL5003	Q86UP6	CUZD1_HUMAN	CUZD1	HUMAN	CUB and zona pellucida like domains 1 [Source:HGNC Symbol;Acc:HGNC:17937]
ORTHOMCL5033	Q6UWE0	LRSM1_HUMAN	LRSM1	HUMAN	leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]
ORTHOMCL5371	Q9BXP5	SRRT_HUMAN	SRRT	HUMAN	serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]
ORTHOMCL5732	O43490	PROM1_HUMAN	PROM1	HUMAN	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]
ORTHOMCL6538	Q8TEU7	RPGF6_HUMAN	RPGF6	HUMAN	Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]
ORTHOMCL9637	Q8N884	CGAS_HUMAN	CGAS	HUMAN	cyclic GMP-AMP synthase [Source:HGNC Symbol;Acc:HGNC:21367]
ORTHOMCL9849	Q8TC84	FANK1_HUMAN	FANK1	HUMAN	fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]
ORTHOMCL3113	P23004	QCR2_BOVIN	QCR2	BOVIN	ubiquinol-cytochrome c reductase core protein 2 [Source:VGNC Symbol;Acc:VGNC:36696]
ORTHOMCL7139	Q2T9W3	CCD63_BOVIN	CCD63	BOVIN	coiled-coil domain containing 63 [Source:VGNC Symbol;Acc:VGNC:26907]
ORTHOMCL7321	P40682	VAS1_BOVIN	VAS1	BOVIN	ATPase H+ transporting accessory protein 1 [Source:VGNC Symbol;Acc:VGNC:26306]
ORTHOMCL9366	A5PKG6	UBE4A_BOVIN	UBE4A	BOVIN	ubiquitination factor E4A [Source:VGNC Symbol;Acc:VGNC:36603]
ORTHOMCL3062	Q3SZ19	PSMD9_BOVIN	PSMD9	BOVIN	26S proteasome non-ATPase regulatory subunit 9  [Source:UniProtKB/Swiss-Prot;Acc:Q3SZ19]
ORTHOMCL19897	A9JTG5	HOIL1_DANRE	HOIL1	DANRE	sharpin and rbck1 related [Source:ZFIN;Acc:ZDB-GENE-080220-52]
ORTHOMCL11586	Q6DRM0	WRB_DANRE	WRB	DANRE	tryptophan rich basic protein [Source:ZFIN;Acc:ZDB-GENE-030131-7696]
ORTHOMCL2713	Q6P6X9	NUP35_DANRE	NUP35	DANRE	nucleoporin 35 [Source:ZFIN;Acc:ZDB-GENE-030131-9407]
ORTHOMCL4465	Q5RGJ5	C19L1_DANRE	C19L1	DANRE	CWF19-like 1, cell cycle control [Source:ZFIN;Acc:ZDB-GENE-031204-5]
ORTHOMCL5076	Q6VYA3	SOSD1_CHICK	SOSD1	CHICK	Sclerostin domain-containing protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q6VYA3]
ORTHOMCL9258	Q2VJ60	RN19A_PIG	RN19A	PIG	E3 ubiquitin-protein ligase RNF19A  [Source:UniProtKB/Swiss-Prot;Acc:Q2VJ60]
ORTHOMCL10205	none	NA	NA	NA	none
ORTHOMCL10756	A7SBF0	INT9_NEMVE	INT9	NEMVE	none
ORTHOMCL11239	none	NA	NA	NA	none
ORTHOMCL11590	Q42396	CDPKC_ARATH	CDPKC	ARATH	none
ORTHOMCL12373	none	NA	NA	NA	none
ORTHOMCL16368	P0C5Y8	ALS2_RAT	ALS2	RAT	none
ORTHOMCL16531	Q29611	CLN3_CANLF	CLN3	CANLF	none
ORTHOMCL2558	P28344	MASY_EMENI	MASY	EMENI	none
ORTHOMCL3606	A7SE05	UBE2S_NEMVE	UBE2S	NEMVE	none
ORTHOMCL5808	O31431	YBDG_BACSU	YBDG	BACSU	none
ORTHOMCL5834	Q63481	RAB7L_RAT	RAB7L	RAT	none
ORTHOMCL6246	P57769	SNX16_RAT	SNX16	RAT	none
ORTHOMCL6313	Q5RBR1	SRP19_PONAB	SRP19	PONAB	none
ORTHOMCL6839	Q3MQ24	ATG5_BOVIN	ATG5	BOVIN	none
ORTHOMCL6969	A3E4D8	CALM_PROMN	CALM	PROMN	none
ORTHOMCL7082	A1L2Y1	FSIP1_XENLA	FSIP1	XENLA	none
ORTHOMCL7095	A3LNR4	EFG1P_PICST	EFG1P	PICST	none
ORTHOMCL7173	none	NA	NA	NA	none
ORTHOMCL7437	P27951	BAG_STRAG	BAG	STRAG	none
ORTHOMCL7521	Q71MB6	SO4C1_RAT	SO4C1	RAT	none
ORTHOMCL8669	Q6PCJ9	PPT2A_XENLA	PPT2A	XENLA	none
ORTHOMCL8704	none	NA	NA	NA	none
ORTHOMCL9235	Q5E985	HYAL1_BOVIN	HYAL1	BOVIN	none
ORTHOMCL9286	Q8BPM2	M4K5_MOUSE	M4K5	MOUSE	none
ORTHOMCL9632	Q7ZXY0	INO1A_XENLA	INO1A	XENLA	none
ORTHOMCL2489	none	NA	NA	NA	none
ORTHOMCL2803	none	NA	NA	NA	none
ORTHOMCL4535	P56213	ALR_MOUSE	ALR	MOUSE	none
ORTHOMCL7011	Q28GD9	RNH2B_XENTR	RNH2B	XENTR	none
ORTHOMCL7114	none	NA	NA	NA	none
ORTHOMCL868	Q6P825	TOM40_XENTR	TOM40	XENTR	none
ORTHOMCL9802	Q5R8X9	AMN1_PONAB	AMN1	PONAB	none
