ortho	swissProt	name	egn	db	description
ORTHOMCL10277	Q86VQ0	LCA5_HUMAN	LCA5	HUMAN	LCA5, lebercilin [Source:HGNC Symbol;Acc:HGNC:31923]
ORTHOMCL10295	O60260	PRKN_HUMAN	PRKN	HUMAN	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]
ORTHOMCL10299	Q9Y2W6	TDRKH_HUMAN	TDRKH	HUMAN	tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]
ORTHOMCL10304	Q9C0C9	UBE2O_HUMAN	UBE2O	HUMAN	ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]
ORTHOMCL10308	Q5T5J6	SWT1_HUMAN	SWT1	HUMAN	SWT1, RNA endoribonuclease homolog [Source:HGNC Symbol;Acc:HGNC:16785]
ORTHOMCL10311	Q6P4R8	NFRKB_HUMAN	NFRKB	HUMAN	nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]
ORTHOMCL10321	Q8WUB8	PHF10_HUMAN	PHF10	HUMAN	PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]
ORTHOMCL10329	Q9Y283	INVS_HUMAN	INVS	HUMAN	inversin [Source:HGNC Symbol;Acc:HGNC:17870]
ORTHOMCL10346	Q9UHB6	LIMA1_HUMAN	LIMA1	HUMAN	LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]
ORTHOMCL10349	P30622	CLIP1_HUMAN	CLIP1	HUMAN	CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
ORTHOMCL10350	O00267	SPT5H_HUMAN	SPT5H	HUMAN	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]
ORTHOMCL10357	P42680	TEC_HUMAN	TEC	HUMAN	tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]
ORTHOMCL10359	Q92685	ALG3_HUMAN	ALG3	HUMAN	ALG3, alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]
ORTHOMCL10370	Q7Z7A4	PXK_HUMAN	PXK	HUMAN	PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]
ORTHOMCL10376	Q8NBJ9	SIDT2_HUMAN	SIDT2	HUMAN	SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]
ORTHOMCL10377	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
ORTHOMCL10383	Q8IYE1	CCD13_HUMAN	CCD13	HUMAN	coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:HGNC:26358]
ORTHOMCL10392	P50851	LRBA_HUMAN	LRBA	HUMAN	LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]
ORTHOMCL10394	O60244	MED14_HUMAN	MED14	HUMAN	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]
ORTHOMCL10395	P36508	ZNF76_HUMAN	ZNF76	HUMAN	zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149]
ORTHOMCL10401	Q15020	SART3_HUMAN	SART3	HUMAN	squamous cell carcinoma antigen recognized by T cells 3 [Source:HGNC Symbol;Acc:HGNC:16860]
ORTHOMCL10410	O60293	ZC3H1_HUMAN	ZC3H1	HUMAN	zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]
ORTHOMCL10425	Q96KR1	ZFR_HUMAN	ZFR	HUMAN	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]
ORTHOMCL10447	Q9BV38	WDR18_HUMAN	WDR18	HUMAN	WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]
ORTHOMCL10473	Q14166	TTL12_HUMAN	TTL12	HUMAN	tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]
ORTHOMCL10481	Q13490	BIRC2_HUMAN	BIRC2	HUMAN	baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]
ORTHOMCL10489	Q9UNX4	WDR3_HUMAN	WDR3	HUMAN	WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]
ORTHOMCL10504	P31943	HNRH1_HUMAN	HNRH1	HUMAN	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]
ORTHOMCL10514	Q5T2S8	ARMC4_HUMAN	ARMC4	HUMAN	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]
ORTHOMCL10517	Q5VV67	PPRC1_HUMAN	PPRC1	HUMAN	peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]
ORTHOMCL10526	Q16706	MA2A1_HUMAN	MA2A1	HUMAN	mannosidase alpha class 2A member 1 [Source:HGNC Symbol;Acc:HGNC:6824]
ORTHOMCL10529	Q7Z3U7	MON2_HUMAN	MON2	HUMAN	MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]
ORTHOMCL10530	P46013	KI67_HUMAN	KI67	HUMAN	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
ORTHOMCL10531	Q9NZJ5	E2AK3_HUMAN	E2AK3	HUMAN	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]
ORTHOMCL10533	P55197	AF10_HUMAN	AF10	HUMAN	MLLT10, histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]
ORTHOMCL10537	Q9H1I8	ASCC2_HUMAN	ASCC2	HUMAN	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]
ORTHOMCL10541	Q0VF49	K2012_HUMAN	K2012	HUMAN	KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250]
ORTHOMCL10543	Q8IVV2	LOXH1_HUMAN	LOXH1	HUMAN	lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]
ORTHOMCL10545	Q9Y466	NR2E1_HUMAN	NR2E1	HUMAN	nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]
ORTHOMCL10551	Q8N3Y7	RDHE2_HUMAN	RDHE2	HUMAN	short chain dehydrogenase/reductase family 16C member 5 [Source:HGNC Symbol;Acc:HGNC:30311]
ORTHOMCL10558	O14495	PLPP3_HUMAN	PLPP3	HUMAN	phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]
ORTHOMCL10561	Q58F21	BRDT_HUMAN	BRDT	HUMAN	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]
ORTHOMCL10571	Q6P2C0	WDR93_HUMAN	WDR93	HUMAN	WD repeat domain 93 [Source:HGNC Symbol;Acc:HGNC:26924]
ORTHOMCL10573	Q9P1Z9	CC180_HUMAN	CC180	HUMAN	coiled-coil domain containing 180 [Source:HGNC Symbol;Acc:HGNC:29303]
ORTHOMCL10584	P20749	BCL3_HUMAN	BCL3	HUMAN	B cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:HGNC:998]
ORTHOMCL10597	O15111	IKKA_HUMAN	IKKA	HUMAN	conserved helix-loop-helix ubiquitous kinase [Source:HGNC Symbol;Acc:HGNC:1974]
ORTHOMCL10599	O95847	UCP4_HUMAN	UCP4	HUMAN	solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]
ORTHOMCL10608	Q5T1V6	DDX59_HUMAN	DDX59	HUMAN	DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360]
ORTHOMCL10620	Q12852	M3K12_HUMAN	M3K12	HUMAN	mitogen-activated protein kinase kinase kinase 12 [Source:HGNC Symbol;Acc:HGNC:6851]
ORTHOMCL10628	Q96EP0	RNF31_HUMAN	RNF31	HUMAN	ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]
ORTHOMCL10629	Q96G97	BSCL2_HUMAN	BSCL2	HUMAN	BSCL2, seipin lipid droplet biogenesis associated [Source:HGNC Symbol;Acc:HGNC:15832]
ORTHOMCL10637	Q14790	CASP8_HUMAN	CASP8	HUMAN	caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]
ORTHOMCL10639	Q8N157	AHI1_HUMAN	AHI1	HUMAN	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]
ORTHOMCL10641	B1AJZ9	FHAD1_HUMAN	FHAD1	HUMAN	forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]
ORTHOMCL10655	Q14BN4	SLMAP_HUMAN	SLMAP	HUMAN	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]
ORTHOMCL10658	Q16760	DGKD_HUMAN	DGKD	HUMAN	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]
ORTHOMCL10664	Q96T58	MINT_HUMAN	MINT	HUMAN	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
ORTHOMCL10668	Q9Y253	POLH_HUMAN	POLH	HUMAN	DNA polymerase eta [Source:HGNC Symbol;Acc:HGNC:9181]
ORTHOMCL10695	Q96CN5	LRC45_HUMAN	LRC45	HUMAN	leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]
ORTHOMCL10697	Q8TEK3	DOT1L_HUMAN	DOT1L	HUMAN	DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]
ORTHOMCL10712	P19174	PLCG1_HUMAN	PLCG1	HUMAN	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]
ORTHOMCL10714	O94923	GLCE_HUMAN	GLCE	HUMAN	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]
ORTHOMCL10715	Q8N6U8	GP161_HUMAN	GP161	HUMAN	G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]
ORTHOMCL10716	Q9UBS9	SUCO_HUMAN	SUCO	HUMAN	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]
ORTHOMCL10719	Q99933	BAG1_HUMAN	BAG1	HUMAN	BCL2 associated athanogene 1 [Source:HGNC Symbol;Acc:HGNC:937]
ORTHOMCL10725	Q96AB6	NTAN1_HUMAN	NTAN1	HUMAN	N-terminal asparagine amidase [Source:HGNC Symbol;Acc:HGNC:29909]
ORTHOMCL10735	Q5T2S8	ARMC4_HUMAN	ARMC4	HUMAN	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]
ORTHOMCL10737	Q9UBK8	MTRR_HUMAN	MTRR	HUMAN	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:HGNC:7473]
ORTHOMCL10741	P53667	LIMK1_HUMAN	LIMK1	HUMAN	LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613]
ORTHOMCL10758	Q6P1S2	CC033_HUMAN	CC033	HUMAN	chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]
ORTHOMCL10764	Q14493	SLBP_HUMAN	SLBP	HUMAN	stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]
ORTHOMCL10766	Q96AQ8	MCUR1_HUMAN	MCUR1	HUMAN	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]
ORTHOMCL10777	Q9BXY5	CAYP2_HUMAN	CAYP2	HUMAN	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]
ORTHOMCL10783	Q05516	ZBT16_HUMAN	ZBT16	HUMAN	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
ORTHOMCL10788	O94988	FA13A_HUMAN	FA13A	HUMAN	family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]
ORTHOMCL10791	Q96MY7	F161B_HUMAN	F161B	HUMAN	family with sequence similarity 161 member B [Source:HGNC Symbol;Acc:HGNC:19854]
ORTHOMCL10794	Q9NZN8	CNOT2_HUMAN	CNOT2	HUMAN	CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]
ORTHOMCL10795	Q71F56	MD13L_HUMAN	MD13L	HUMAN	mediator complex subunit 13 like [Source:HGNC Symbol;Acc:HGNC:22962]
ORTHOMCL10798	Q6AWC2	WWC2_HUMAN	WWC2	HUMAN	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]
ORTHOMCL10804	Q9Y6K0	CEPT1_HUMAN	CEPT1	HUMAN	choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]
ORTHOMCL10820	O94913	PCF11_HUMAN	PCF11	HUMAN	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]
ORTHOMCL10829	P10244	MYBB_HUMAN	MYBB	HUMAN	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
ORTHOMCL10833	Q8WXA3	RUFY2_HUMAN	RUFY2	HUMAN	RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]
ORTHOMCL10835	Q6ZR37	PKHG7_HUMAN	PKHG7	HUMAN	pleckstrin homology and RhoGEF domain containing G7 [Source:HGNC Symbol;Acc:HGNC:33829]
ORTHOMCL10836	Q92576	PHF3_HUMAN	PHF3	HUMAN	PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]
ORTHOMCL10838	Q9HAB8	PPCS_HUMAN	PPCS	HUMAN	phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]
ORTHOMCL10846	Q7RTU9	STRC_HUMAN	STRC	HUMAN	stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]
ORTHOMCL10853	Q13308	PTK7_HUMAN	PTK7	HUMAN	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
ORTHOMCL10867	O75116	ROCK2_HUMAN	ROCK2	HUMAN	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
ORTHOMCL10871	O15394	NCAM2_HUMAN	NCAM2	HUMAN	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ORTHOMCL10873	Q8NEE6	FXL13_HUMAN	FXL13	HUMAN	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]
ORTHOMCL10880	Q14849	STAR3_HUMAN	STAR3	HUMAN	StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]
ORTHOMCL10883	Q92636	FAN_HUMAN	FAN	HUMAN	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
ORTHOMCL10899	P0C870	JMJD7_HUMAN	JMJD7	HUMAN	jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]
ORTHOMCL10902	Q8WXE9	STON2_HUMAN	STON2	HUMAN	stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]
ORTHOMCL10903	Q96KB5	TOPK_HUMAN	TOPK	HUMAN	PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]
ORTHOMCL10904	P48382	RFX5_HUMAN	RFX5	HUMAN	regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]
ORTHOMCL10906	P51957	NEK4_HUMAN	NEK4	HUMAN	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
ORTHOMCL10907	P25686	DNJB2_HUMAN	DNJB2	HUMAN	DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]
ORTHOMCL10908	Q9BY12	SCAPE_HUMAN	SCAPE	HUMAN	S-phase cyclin A associated protein in the ER [Source:HGNC Symbol;Acc:HGNC:13081]
ORTHOMCL10911	Q99707	METH_HUMAN	METH	HUMAN	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]
ORTHOMCL10913	Q9HCS5	E41LA_HUMAN	E41LA	HUMAN	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]
ORTHOMCL10918	Q9H720	PG2IP_HUMAN	PG2IP	HUMAN	cell wall biogenesis 43 C-terminal homolog [Source:HGNC Symbol;Acc:HGNC:26133]
ORTHOMCL10925	Q05586	NMDZ1_HUMAN	NMDZ1	HUMAN	glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]
ORTHOMCL10929	Q5JXC2	MIIP_HUMAN	MIIP	HUMAN	migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]
ORTHOMCL10941	Q8WWI1	LMO7_HUMAN	LMO7	HUMAN	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]
ORTHOMCL10942	Q9BYM8	HOIL1_HUMAN	HOIL1	HUMAN	RANBP2-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:HGNC:15864]
ORTHOMCL10945	P98194	AT2C1_HUMAN	AT2C1	HUMAN	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]
ORTHOMCL10949	Q86X10	RLGPB_HUMAN	RLGPB	HUMAN	Ral GTPase activating protein non-catalytic beta subunit [Source:HGNC Symbol;Acc:HGNC:29221]
ORTHOMCL10963	Q8NE09	RGS22_HUMAN	RGS22	HUMAN	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]
ORTHOMCL10967	Q9NZM4	BICRA_HUMAN	BICRA	HUMAN	BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]
ORTHOMCL10968	Q5GLZ8	HERC4_HUMAN	HERC4	HUMAN	HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:24521]
ORTHOMCL10971	Q7Z769	S35E3_HUMAN	S35E3	HUMAN	solute carrier family 35 member E3 [Source:HGNC Symbol;Acc:HGNC:20864]
ORTHOMCL10976	Q8TEW0	PARD3_HUMAN	PARD3	HUMAN	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]
ORTHOMCL10982	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL10997	Q8IZP0	ABI1_HUMAN	ABI1	HUMAN	abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]
ORTHOMCL11008	Q9Y2M0	FAN1_HUMAN	FAN1	HUMAN	FANCD2 and FANCI associated nuclease 1 [Source:HGNC Symbol;Acc:HGNC:29170]
ORTHOMCL11018	Q12950	FOXD4_HUMAN	FOXD4	HUMAN	forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805]
ORTHOMCL11071	Q8N0U8	VKORL_HUMAN	VKORL	HUMAN	vitamin K epoxide reductase complex subunit 1 like 1 [Source:HGNC Symbol;Acc:HGNC:21492]
ORTHOMCL11074	Q15075	EEA1_HUMAN	EEA1	HUMAN	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]
ORTHOMCL11118	O95528	GTR10_HUMAN	GTR10	HUMAN	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]
ORTHOMCL11122	Q9C0H6	KLHL4_HUMAN	KLHL4	HUMAN	kelch like family member 4 [Source:HGNC Symbol;Acc:HGNC:6355]
ORTHOMCL11127	P98095	FBLN2_HUMAN	FBLN2	HUMAN	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
ORTHOMCL11131	Q15032	R3HD1_HUMAN	R3HD1	HUMAN	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]
ORTHOMCL11141	Q9Y232	CDYL_HUMAN	CDYL	HUMAN	chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]
ORTHOMCL11145	P52594	AGFG1_HUMAN	AGFG1	HUMAN	ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]
ORTHOMCL11150	Q86VB7	C163A_HUMAN	C163A	HUMAN	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]
ORTHOMCL11153	O00442	RTCA_HUMAN	RTCA	HUMAN	RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]
ORTHOMCL11155	Q9NXG6	P4HTM_HUMAN	P4HTM	HUMAN	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]
ORTHOMCL11206	Q92535	PIGC_HUMAN	PIGC	HUMAN	phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960]
ORTHOMCL11217	O00170	AIP_HUMAN	AIP	HUMAN	aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]
ORTHOMCL11245	Q8WYQ5	DGCR8_HUMAN	DGCR8	HUMAN	DGCR8, microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]
ORTHOMCL11252	Q96RK0	CIC_HUMAN	CIC	HUMAN	capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]
ORTHOMCL11268	Q8WXB1	MT21A_HUMAN	MT21A	HUMAN	methyltransferase like 21A [Source:HGNC Symbol;Acc:HGNC:30476]
ORTHOMCL11283	Q9UBC0	HNF6_HUMAN	HNF6	HUMAN	one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]
ORTHOMCL11287	Q9H2W6	RM46_HUMAN	RM46	HUMAN	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]
ORTHOMCL11301	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL11314	O94979	SC31A_HUMAN	SC31A	HUMAN	SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]
ORTHOMCL11360	O75943	RAD17_HUMAN	RAD17	HUMAN	RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]
ORTHOMCL11367	Q9H3Y6	SRMS_HUMAN	SRMS	HUMAN	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]
ORTHOMCL11388	Q12872	SFSWA_HUMAN	SFSWA	HUMAN	splicing factor SWAP [Source:HGNC Symbol;Acc:HGNC:10790]
ORTHOMCL11409	P17213	BPI_HUMAN	BPI	HUMAN	bactericidal/permeability-increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]
ORTHOMCL11468	P40818	UBP8_HUMAN	UBP8	HUMAN	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
ORTHOMCL11469	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
ORTHOMCL11480	Q9P0N8	MARH2_HUMAN	MARH2	HUMAN	membrane associated ring-CH-type finger 2 [Source:HGNC Symbol;Acc:HGNC:28038]
ORTHOMCL11485	P23634	AT2B4_HUMAN	AT2B4	HUMAN	ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]
ORTHOMCL11498	Q86YW9	MD12L_HUMAN	MD12L	HUMAN	mediator complex subunit 12 like [Source:HGNC Symbol;Acc:HGNC:16050]
ORTHOMCL11503	P09543	CN37_HUMAN	CN37	HUMAN	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
ORTHOMCL11509	Q8WUA2	PPIL4_HUMAN	PPIL4	HUMAN	peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]
ORTHOMCL11511	Q9BZH6	WDR11_HUMAN	WDR11	HUMAN	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]
ORTHOMCL11529	Q8TCB7	METL6_HUMAN	METL6	HUMAN	methyltransferase like 6 [Source:HGNC Symbol;Acc:HGNC:28343]
