ortho	swissProt	name	egn	db	description
47	ORTHOMCL10565	Q05C16	LRC63_HUMAN	LRC63	HUMAN	leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:HGNC:34296]
48	ORTHOMCL10566	Q9BV94	EDEM2_HUMAN	EDEM2	HUMAN	ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]
49	ORTHOMCL10571	Q6P2C0	WDR93_HUMAN	WDR93	HUMAN	WD repeat domain 93 [Source:HGNC Symbol;Acc:HGNC:26924]
50	ORTHOMCL10578	Q9BZE1	RM37_HUMAN	RM37	HUMAN	mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]
51	ORTHOMCL10584	P20749	BCL3_HUMAN	BCL3	HUMAN	B cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:HGNC:998]
52	ORTHOMCL10593	Q7Z6E9	RBBP6_HUMAN	RBBP6	HUMAN	RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]
53	ORTHOMCL10595	O95071	UBR5_HUMAN	UBR5	HUMAN	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
54	ORTHOMCL10600	Q9HBF4	ZFYV1_HUMAN	ZFYV1	HUMAN	zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]
55	ORTHOMCL10602	P29218	IMPA1_HUMAN	IMPA1	HUMAN	inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050]
56	ORTHOMCL10612	Q96DZ5	CLIP3_HUMAN	CLIP3	HUMAN	CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]
57	ORTHOMCL10628	Q96EP0	RNF31_HUMAN	RNF31	HUMAN	ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]
58	ORTHOMCL10631	O94851	MICA2_HUMAN	MICA2	HUMAN	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]
59	ORTHOMCL10637	Q14790	CASP8_HUMAN	CASP8	HUMAN	caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]
60	ORTHOMCL10639	Q8N157	AHI1_HUMAN	AHI1	HUMAN	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]
61	ORTHOMCL10641	B1AJZ9	FHAD1_HUMAN	FHAD1	HUMAN	forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]
62	ORTHOMCL10679	Q12794	HYAL1_HUMAN	HYAL1	HUMAN	hyaluronoglucosaminidase 1 [Source:HGNC Symbol;Acc:HGNC:5320]
63	ORTHOMCL10695	Q96CN5	LRC45_HUMAN	LRC45	HUMAN	leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]
64	ORTHOMCL10712	P19174	PLCG1_HUMAN	PLCG1	HUMAN	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]
65	ORTHOMCL10716	Q9UBS9	SUCO_HUMAN	SUCO	HUMAN	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]
66	ORTHOMCL10722	P55265	DSRAD_HUMAN	DSRAD	HUMAN	adenosine deaminase, RNA specific [Source:HGNC Symbol;Acc:HGNC:225]
67	ORTHOMCL10735	Q5T2S8	ARMC4_HUMAN	ARMC4	HUMAN	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]
68	ORTHOMCL10739	P20042	IF2B_HUMAN	IF2B	HUMAN	eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]
69	ORTHOMCL10777	Q9BXY5	CAYP2_HUMAN	CAYP2	HUMAN	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]
70	ORTHOMCL10780	Q9P2F6	RHG20_HUMAN	RHG20	HUMAN	Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]
71	ORTHOMCL10812	O60312	AT10A_HUMAN	AT10A	HUMAN	ATPase phospholipid transporting 10A (putative) [Source:HGNC Symbol;Acc:HGNC:13542]
72	ORTHOMCL10818	P37198	NUP62_HUMAN	NUP62	HUMAN	nucleoporin 62 [Source:HGNC Symbol;Acc:HGNC:8066]
73	ORTHOMCL10820	O94913	PCF11_HUMAN	PCF11	HUMAN	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]
74	ORTHOMCL10833	Q8WXA3	RUFY2_HUMAN	RUFY2	HUMAN	RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]
75	ORTHOMCL10838	Q9HAB8	PPCS_HUMAN	PPCS	HUMAN	phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]
76	ORTHOMCL10853	Q13308	PTK7_HUMAN	PTK7	HUMAN	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
77	ORTHOMCL10862	Q9UHJ3	SMBT1_HUMAN	SMBT1	HUMAN	Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]
78	ORTHOMCL10867	O75116	ROCK2_HUMAN	ROCK2	HUMAN	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
79	ORTHOMCL10869	P55201	BRPF1_HUMAN	BRPF1	HUMAN	bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]
80	ORTHOMCL10871	O15394	NCAM2_HUMAN	NCAM2	HUMAN	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
81	ORTHOMCL10873	Q8NEE6	FXL13_HUMAN	FXL13	HUMAN	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]
82	ORTHOMCL10880	Q14849	STAR3_HUMAN	STAR3	HUMAN	StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]
83	ORTHOMCL10899	P0C870	JMJD7_HUMAN	JMJD7	HUMAN	jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]
84	ORTHOMCL10905	Q16739	CEGT_HUMAN	CEGT	HUMAN	UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]
85	ORTHOMCL10906	P51957	NEK4_HUMAN	NEK4	HUMAN	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
86	ORTHOMCL10914	Q92824	PCSK5_HUMAN	PCSK5	HUMAN	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]
87	ORTHOMCL10934	Q6ZSS7	MFSD6_HUMAN	MFSD6	HUMAN	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
88	ORTHOMCL10941	Q8WWI1	LMO7_HUMAN	LMO7	HUMAN	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]
89	ORTHOMCL10942	Q9BYM8	HOIL1_HUMAN	HOIL1	HUMAN	RANBP2-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:HGNC:15864]
90	ORTHOMCL10966	O60260	PRKN_HUMAN	PRKN	HUMAN	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]
91	ORTHOMCL10971	Q7Z769	S35E3_HUMAN	S35E3	HUMAN	solute carrier family 35 member E3 [Source:HGNC Symbol;Acc:HGNC:20864]
92	ORTHOMCL10982	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
93	ORTHOMCL11110	Q9P283	SEM5B_HUMAN	SEM5B	HUMAN	semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737]
94	ORTHOMCL11118	O95528	GTR10_HUMAN	GTR10	HUMAN	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]
95	ORTHOMCL11127	P98095	FBLN2_HUMAN	FBLN2	HUMAN	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
96	ORTHOMCL11141	Q9Y232	CDYL_HUMAN	CDYL	HUMAN	chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]
97	ORTHOMCL11245	Q8WYQ5	DGCR8_HUMAN	DGCR8	HUMAN	DGCR8, microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]
98	ORTHOMCL11252	Q96RK0	CIC_HUMAN	CIC	HUMAN	capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]
99	ORTHOMCL11283	Q9UBC0	HNF6_HUMAN	HNF6	HUMAN	one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]
100	ORTHOMCL11287	Q9H2W6	RM46_HUMAN	RM46	HUMAN	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]
101	ORTHOMCL1129	P05026	AT1B1_HUMAN	AT1B1	HUMAN	ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
102	ORTHOMCL11301	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
103	ORTHOMCL11353	Q96BA8	CR3L1_HUMAN	CR3L1	HUMAN	cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]
104	ORTHOMCL11367	Q9H3Y6	SRMS_HUMAN	SRMS	HUMAN	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]
105	ORTHOMCL11426	O75319	DUS11_HUMAN	DUS11	HUMAN	dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]
106	ORTHOMCL11468	P40818	UBP8_HUMAN	UBP8	HUMAN	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
107	ORTHOMCL11469	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
108	ORTHOMCL11503	P09543	CN37_HUMAN	CN37	HUMAN	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
109	ORTHOMCL11508	P35869	AHR_HUMAN	AHR	HUMAN	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
110	ORTHOMCL11511	Q9BZH6	WDR11_HUMAN	WDR11	HUMAN	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]
111	ORTHOMCL11537	Q12797	ASPH_HUMAN	ASPH	HUMAN	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]
112	ORTHOMCL11541	Q9HAR2	AGRL3_HUMAN	AGRL3	HUMAN	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
113	ORTHOMCL11543	Q6ZMW3	EMAL6_HUMAN	EMAL6	HUMAN	echinoderm microtubule associated protein like 6 [Source:HGNC Symbol;Acc:HGNC:35412]
114	ORTHOMCL11551	O60232	SSA27_HUMAN	SSA27	HUMAN	Sjogren syndrome/scleroderma autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11328]
115	ORTHOMCL11556	Q9BT22	ALG1_HUMAN	ALG1	HUMAN	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]
116	ORTHOMCL11557	Q1RMZ1	SAMTR_HUMAN	SAMTR	HUMAN	base methyltransferase of 25S rRNA 2 homolog [Source:HGNC Symbol;Acc:HGNC:26475]
117	ORTHOMCL11559	Q8WVM7	STAG1_HUMAN	STAG1	HUMAN	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]
118	ORTHOMCL11576	Q9H2X6	HIPK2_HUMAN	HIPK2	HUMAN	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]
119	ORTHOMCL11577	Q7Z7L7	ZER1_HUMAN	ZER1	HUMAN	zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960]
120	ORTHOMCL11582	Q5W0Q7	USPL1_HUMAN	USPL1	HUMAN	ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]
121	ORTHOMCL11596	O94889	KLH18_HUMAN	KLH18	HUMAN	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]
122	ORTHOMCL11613	Q8N0U7	CA087_HUMAN	CA087	HUMAN	chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547]
123	ORTHOMCL11616	P78329	CP4F2_HUMAN	CP4F2	HUMAN	cytochrome P450 family 4 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:2645]
124	ORTHOMCL11619	Q9H777	RNZ1_HUMAN	RNZ1	HUMAN	elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197]
125	ORTHOMCL11621	Q5T1M5	FKB15_HUMAN	FKB15	HUMAN	FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]
126	ORTHOMCL11624	Q8N3C7	CLIP4_HUMAN	CLIP4	HUMAN	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
127	ORTHOMCL11628	Q6NXR4	TTI2_HUMAN	TTI2	HUMAN	TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262]
128	ORTHOMCL11642	O75818	RPP40_HUMAN	RPP40	HUMAN	ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]
129	ORTHOMCL11661	Q9P265	DIP2B_HUMAN	DIP2B	HUMAN	disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]
130	ORTHOMCL11680	Q5JR59	MTUS2_HUMAN	MTUS2	HUMAN	microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595]
131	ORTHOMCL11686	O60645	EXOC3_HUMAN	EXOC3	HUMAN	exocyst complex component 3 [Source:HGNC Symbol;Acc:HGNC:30378]
132	ORTHOMCL11692	O60242	AGRB3_HUMAN	AGRB3	HUMAN	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
133	ORTHOMCL11718	Q2M389	WASC4_HUMAN	WASC4	HUMAN	WASH complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:29174]
134	ORTHOMCL11725	O75529	TAF5L_HUMAN	TAF5L	HUMAN	TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]
135	ORTHOMCL11737	O75165	DJC13_HUMAN	DJC13	HUMAN	DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]
136	ORTHOMCL11739	O14795	UN13B_HUMAN	UN13B	HUMAN	unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]
137	ORTHOMCL11766	Q5NDL2	EOGT_HUMAN	EOGT	HUMAN	EGF domain specific O-linked N-acetylglucosamine transferase [Source:HGNC Symbol;Acc:HGNC:28526]
138	ORTHOMCL11771	Q14684	RRP1B_HUMAN	RRP1B	HUMAN	ribosomal RNA processing 1B [Source:HGNC Symbol;Acc:HGNC:23818]
139	ORTHOMCL11790	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
140	ORTHOMCL11797	Q8IV61	GRP3_HUMAN	GRP3	HUMAN	RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]
141	ORTHOMCL11799	Q8N4T8	CBR4_HUMAN	CBR4	HUMAN	carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
142	ORTHOMCL11801	Q15256	PTPRR_HUMAN	PTPRR	HUMAN	protein tyrosine phosphatase, receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]
143	ORTHOMCL11821	Q0VFZ6	CC173_HUMAN	CC173	HUMAN	coiled-coil domain containing 173 [Source:HGNC Symbol;Acc:HGNC:25064]
144	ORTHOMCL11822	Q0VAA2	LR74A_HUMAN	LR74A	HUMAN	leucine rich repeat containing 74A [Source:HGNC Symbol;Acc:HGNC:23346]
145	ORTHOMCL11824	Q86TI0	TBCD1_HUMAN	TBCD1	HUMAN	TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]
146	ORTHOMCL11829	Q6PKC3	TXD11_HUMAN	TXD11	HUMAN	thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
147	ORTHOMCL11850	Q9P2D6	F135A_HUMAN	F135A	HUMAN	family with sequence similarity 135 member A [Source:HGNC Symbol;Acc:HGNC:21084]
148	ORTHOMCL11857	Q96EB6	SIR1_HUMAN	SIR1	HUMAN	sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]
149	ORTHOMCL11863	Q1EHB4	SC5AC_HUMAN	SC5AC	HUMAN	solute carrier family 5 member 12 [Source:HGNC Symbol;Acc:HGNC:28750]
150	ORTHOMCL11873	O75553	DAB1_HUMAN	DAB1	HUMAN	DAB1, reelin adaptor protein [Source:HGNC Symbol;Acc:HGNC:2661]
151	ORTHOMCL11893	Q9BUZ4	TRAF4_HUMAN	TRAF4	HUMAN	TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]
152	ORTHOMCL11909	Q9BQ70	TCF25_HUMAN	TCF25	HUMAN	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]
153	ORTHOMCL11911	Q8IY33	MILK2_HUMAN	MILK2	HUMAN	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
154	ORTHOMCL11913	Q9BYW2	SETD2_HUMAN	SETD2	HUMAN	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]
155	ORTHOMCL11918	Q92609	TBCD5_HUMAN	TBCD5	HUMAN	TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]
156	ORTHOMCL11938	Q58EX7	PKHG4_HUMAN	PKHG4	HUMAN	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
157	ORTHOMCL11961	Q8TD84	DSCL1_HUMAN	DSCL1	HUMAN	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]
158	ORTHOMCL11978	Q9BYB0	SHAN3_HUMAN	SHAN3	HUMAN	SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]
159	ORTHOMCL11983	Q5T7P8	SYT6_HUMAN	SYT6	HUMAN	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]
160	ORTHOMCL11994	Q5VTE6	ANGE2_HUMAN	ANGE2	HUMAN	angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534]
161	ORTHOMCL12011	Q8IZX4	TAF1L_HUMAN	TAF1L	HUMAN	TATA-box binding protein associated factor 1 like [Source:HGNC Symbol;Acc:HGNC:18056]
162	ORTHOMCL12018	Q9NXS3	KLH28_HUMAN	KLH28	HUMAN	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
163	ORTHOMCL12028	Q4LDE5	SVEP1_HUMAN	SVEP1	HUMAN	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]
164	ORTHOMCL12059	Q7Z3C6	ATG9A_HUMAN	ATG9A	HUMAN	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]
165	ORTHOMCL12062	Q2KHN1	RN151_HUMAN	RN151	HUMAN	ring finger protein 151 [Source:HGNC Symbol;Acc:HGNC:23235]
166	ORTHOMCL12065	Q9H2X9	S12A5_HUMAN	S12A5	HUMAN	solute carrier family 12 member 5 [Source:HGNC Symbol;Acc:HGNC:13818]
167	ORTHOMCL12070	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
168	ORTHOMCL12073	Q5THR3	EFCB6_HUMAN	EFCB6	HUMAN	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]
