ortho	swissProt	name	egn	db	description
ORTHOMCL10237	Q9NTN3	S35D1_HUMAN	S35D1	HUMAN	solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]
ORTHOMCL10238	O95373	IPO7_HUMAN	IPO7	HUMAN	importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]
ORTHOMCL10242	P22607	FGFR3_HUMAN	FGFR3	HUMAN	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]
ORTHOMCL10244	Q9NYH9	UTP6_HUMAN	UTP6	HUMAN	UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]
ORTHOMCL10248	Q14683	SMC1A_HUMAN	SMC1A	HUMAN	structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]
ORTHOMCL10256	Q13206	DDX10_HUMAN	DDX10	HUMAN	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]
ORTHOMCL10259	Q96S06	LMF1_HUMAN	LMF1	HUMAN	lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]
ORTHOMCL10275	O14646	CHD1_HUMAN	CHD1	HUMAN	chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
ORTHOMCL10277	Q86VQ0	LCA5_HUMAN	LCA5	HUMAN	LCA5, lebercilin [Source:HGNC Symbol;Acc:HGNC:31923]
ORTHOMCL10278	Q6ZSS7	MFSD6_HUMAN	MFSD6	HUMAN	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
ORTHOMCL10279	Q9H0A0	NAT10_HUMAN	NAT10	HUMAN	N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]
ORTHOMCL10287	Q9NWY4	HPF1_HUMAN	HPF1	HUMAN	histone PARylation factor 1 [Source:HGNC Symbol;Acc:HGNC:26051]
ORTHOMCL10295	O60260	PRKN_HUMAN	PRKN	HUMAN	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]
ORTHOMCL10299	Q9Y2W6	TDRKH_HUMAN	TDRKH	HUMAN	tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]
ORTHOMCL10302	Q9UDY8	MALT1_HUMAN	MALT1	HUMAN	MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]
ORTHOMCL10306	Q5TFE4	NT5D1_HUMAN	NT5D1	HUMAN	5'-nucleotidase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21556]
ORTHOMCL10311	Q6P4R8	NFRKB_HUMAN	NFRKB	HUMAN	nuclear factor related to kappaB binding protein [Source:HGNC Symbol;Acc:HGNC:7802]
ORTHOMCL10321	Q8WUB8	PHF10_HUMAN	PHF10	HUMAN	PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]
ORTHOMCL10324	Q6ZTW0	TPGS1_HUMAN	TPGS1	HUMAN	tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:25058]
ORTHOMCL10330	P48553	TPC10_HUMAN	TPC10	HUMAN	trafficking protein particle complex 10 [Source:HGNC Symbol;Acc:HGNC:11868]
ORTHOMCL10346	Q9UHB6	LIMA1_HUMAN	LIMA1	HUMAN	LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]
ORTHOMCL10349	P30622	CLIP1_HUMAN	CLIP1	HUMAN	CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
ORTHOMCL10350	O00267	SPT5H_HUMAN	SPT5H	HUMAN	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]
ORTHOMCL10370	Q7Z7A4	PXK_HUMAN	PXK	HUMAN	PX domain containing serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:23326]
ORTHOMCL10371	O95486	SC24A_HUMAN	SC24A	HUMAN	SEC24 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10703]
ORTHOMCL10376	Q8NBJ9	SIDT2_HUMAN	SIDT2	HUMAN	SID1 transmembrane family member 2 [Source:HGNC Symbol;Acc:HGNC:24272]
ORTHOMCL10382	Q13523	PRP4B_HUMAN	PRP4B	HUMAN	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:HGNC:17346]
ORTHOMCL10389	O75063	XYLK_HUMAN	XYLK	HUMAN	FAM20B, glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]
ORTHOMCL10394	O60244	MED14_HUMAN	MED14	HUMAN	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]
ORTHOMCL10401	Q15020	SART3_HUMAN	SART3	HUMAN	squamous cell carcinoma antigen recognized by T cells 3 [Source:HGNC Symbol;Acc:HGNC:16860]
ORTHOMCL10410	O60293	ZC3H1_HUMAN	ZC3H1	HUMAN	zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]
ORTHOMCL10412	O60476	MA1A2_HUMAN	MA1A2	HUMAN	mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]
ORTHOMCL10417	Q71F23	CENPU_HUMAN	CENPU	HUMAN	centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]
ORTHOMCL10427	Q96JB2	COG3_HUMAN	COG3	HUMAN	component of oligomeric golgi complex 3 [Source:HGNC Symbol;Acc:HGNC:18619]
ORTHOMCL10441	O14772	FPGT_HUMAN	FPGT	HUMAN	fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825]
ORTHOMCL10447	Q9BV38	WDR18_HUMAN	WDR18	HUMAN	WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]
ORTHOMCL10466	Q8IWF2	FXRD2_HUMAN	FXRD2	HUMAN	FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]
ORTHOMCL10468	Q86SQ7	SDCG8_HUMAN	SDCG8	HUMAN	serologically defined colon cancer antigen 8 [Source:HGNC Symbol;Acc:HGNC:10671]
ORTHOMCL10472	O75342	LX12B_HUMAN	LX12B	HUMAN	arachidonate 12-lipoxygenase, 12R type [Source:HGNC Symbol;Acc:HGNC:430]
ORTHOMCL10473	Q14166	TTL12_HUMAN	TTL12	HUMAN	tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974]
ORTHOMCL10481	Q13490	BIRC2_HUMAN	BIRC2	HUMAN	baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]
ORTHOMCL10482	Q16629	SRSF7_HUMAN	SRSF7	HUMAN	serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]
ORTHOMCL10483	Q63HM2	PCX4_HUMAN	PCX4	HUMAN	pecanex homolog 4 [Source:HGNC Symbol;Acc:HGNC:20349]
ORTHOMCL10487	Q14517	FAT1_HUMAN	FAT1	HUMAN	FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]
ORTHOMCL10489	Q9UNX4	WDR3_HUMAN	WDR3	HUMAN	WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]
ORTHOMCL10493	Q5FWF7	FBX48_HUMAN	FBX48	HUMAN	F-box protein 48 [Source:HGNC Symbol;Acc:HGNC:33857]
ORTHOMCL10494	O95198	KLHL2_HUMAN	KLHL2	HUMAN	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]
ORTHOMCL10496	Q8N5H7	SH2D3_HUMAN	SH2D3	HUMAN	SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884]
ORTHOMCL10502	P50453	SPB9_HUMAN	SPB9	HUMAN	serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
ORTHOMCL10504	P31943	HNRH1_HUMAN	HNRH1	HUMAN	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]
ORTHOMCL10512	Q12882	DPYD_HUMAN	DPYD	HUMAN	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]
ORTHOMCL10514	Q5T2S8	ARMC4_HUMAN	ARMC4	HUMAN	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]
ORTHOMCL10517	Q5VV67	PPRC1_HUMAN	PPRC1	HUMAN	peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]
ORTHOMCL10529	Q7Z3U7	MON2_HUMAN	MON2	HUMAN	MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]
ORTHOMCL10530	P46013	KI67_HUMAN	KI67	HUMAN	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
ORTHOMCL10531	Q9NZJ5	E2AK3_HUMAN	E2AK3	HUMAN	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]
ORTHOMCL10533	P55197	AF10_HUMAN	AF10	HUMAN	MLLT10, histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]
ORTHOMCL10537	Q9H1I8	ASCC2_HUMAN	ASCC2	HUMAN	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]
ORTHOMCL10541	Q0VF49	K2012_HUMAN	K2012	HUMAN	KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250]
ORTHOMCL10543	Q8IVV2	LOXH1_HUMAN	LOXH1	HUMAN	lipoxygenase homology domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]
ORTHOMCL10545	Q9Y466	NR2E1_HUMAN	NR2E1	HUMAN	nuclear receptor subfamily 2 group E member 1 [Source:HGNC Symbol;Acc:HGNC:7973]
ORTHOMCL10554	O15084	ANR28_HUMAN	ANR28	HUMAN	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]
ORTHOMCL10558	O14495	PLPP3_HUMAN	PLPP3	HUMAN	phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]
ORTHOMCL10561	Q58F21	BRDT_HUMAN	BRDT	HUMAN	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]
ORTHOMCL10571	Q6P2C0	WDR93_HUMAN	WDR93	HUMAN	WD repeat domain 93 [Source:HGNC Symbol;Acc:HGNC:26924]
ORTHOMCL10579	Q9UBP4	DKK3_HUMAN	DKK3	HUMAN	dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]
ORTHOMCL10585	Q8TF61	FBX41_HUMAN	FBX41	HUMAN	F-box protein 41 [Source:HGNC Symbol;Acc:HGNC:29409]
ORTHOMCL10597	O15111	IKKA_HUMAN	IKKA	HUMAN	conserved helix-loop-helix ubiquitous kinase [Source:HGNC Symbol;Acc:HGNC:1974]
ORTHOMCL10600	Q9HBF4	ZFYV1_HUMAN	ZFYV1	HUMAN	zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]
ORTHOMCL10608	Q5T1V6	DDX59_HUMAN	DDX59	HUMAN	DEAD-box helicase 59 [Source:HGNC Symbol;Acc:HGNC:25360]
ORTHOMCL10618	Q15022	SUZ12_HUMAN	SUZ12	HUMAN	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]
ORTHOMCL10628	Q96EP0	RNF31_HUMAN	RNF31	HUMAN	ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]
ORTHOMCL10629	Q96G97	BSCL2_HUMAN	BSCL2	HUMAN	BSCL2, seipin lipid droplet biogenesis associated [Source:HGNC Symbol;Acc:HGNC:15832]
ORTHOMCL10631	O94851	MICA2_HUMAN	MICA2	HUMAN	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]
ORTHOMCL10637	Q14790	CASP8_HUMAN	CASP8	HUMAN	caspase 8 [Source:HGNC Symbol;Acc:HGNC:1509]
ORTHOMCL10639	Q8N157	AHI1_HUMAN	AHI1	HUMAN	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]
ORTHOMCL10653	Q8TD19	NEK9_HUMAN	NEK9	HUMAN	NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]
ORTHOMCL10655	Q14BN4	SLMAP_HUMAN	SLMAP	HUMAN	sarcolemma associated protein [Source:HGNC Symbol;Acc:HGNC:16643]
ORTHOMCL10664	Q96T58	MINT_HUMAN	MINT	HUMAN	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]
ORTHOMCL10677	Q9Y2D4	EXC6B_HUMAN	EXC6B	HUMAN	exocyst complex component 6B [Source:HGNC Symbol;Acc:HGNC:17085]
ORTHOMCL10695	Q96CN5	LRC45_HUMAN	LRC45	HUMAN	leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]
ORTHOMCL10697	Q8TEK3	DOT1L_HUMAN	DOT1L	HUMAN	DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]
ORTHOMCL10698	O00339	MATN2_HUMAN	MATN2	HUMAN	matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]
ORTHOMCL10701	Q9H0J9	PAR12_HUMAN	PAR12	HUMAN	poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]
ORTHOMCL10712	P19174	PLCG1_HUMAN	PLCG1	HUMAN	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]
ORTHOMCL10714	O94923	GLCE_HUMAN	GLCE	HUMAN	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]
ORTHOMCL10715	Q8N6U8	GP161_HUMAN	GP161	HUMAN	G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]
ORTHOMCL10719	Q99933	BAG1_HUMAN	BAG1	HUMAN	BCL2 associated athanogene 1 [Source:HGNC Symbol;Acc:HGNC:937]
ORTHOMCL10725	Q96AB6	NTAN1_HUMAN	NTAN1	HUMAN	N-terminal asparagine amidase [Source:HGNC Symbol;Acc:HGNC:29909]
ORTHOMCL10735	Q5T2S8	ARMC4_HUMAN	ARMC4	HUMAN	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]
ORTHOMCL10737	Q9UBK8	MTRR_HUMAN	MTRR	HUMAN	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:HGNC:7473]
ORTHOMCL10766	Q96AQ8	MCUR1_HUMAN	MCUR1	HUMAN	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]
ORTHOMCL10768	Q9Y2D8	ADIP_HUMAN	ADIP	HUMAN	SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]
ORTHOMCL10777	Q9BXY5	CAYP2_HUMAN	CAYP2	HUMAN	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]
ORTHOMCL10780	Q9P2F6	RHG20_HUMAN	RHG20	HUMAN	Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]
ORTHOMCL10783	Q05516	ZBT16_HUMAN	ZBT16	HUMAN	zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]
ORTHOMCL10788	O94988	FA13A_HUMAN	FA13A	HUMAN	family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]
ORTHOMCL10794	Q9NZN8	CNOT2_HUMAN	CNOT2	HUMAN	CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]
ORTHOMCL10795	Q71F56	MD13L_HUMAN	MD13L	HUMAN	mediator complex subunit 13 like [Source:HGNC Symbol;Acc:HGNC:22962]
ORTHOMCL10798	Q6AWC2	WWC2_HUMAN	WWC2	HUMAN	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]
ORTHOMCL10812	O60312	AT10A_HUMAN	AT10A	HUMAN	ATPase phospholipid transporting 10A (putative) [Source:HGNC Symbol;Acc:HGNC:13542]
ORTHOMCL10814	Q8N5T2	TBC19_HUMAN	TBC19	HUMAN	TBC1 domain family member 19 [Source:HGNC Symbol;Acc:HGNC:25624]
ORTHOMCL10818	P37198	NUP62_HUMAN	NUP62	HUMAN	nucleoporin 62 [Source:HGNC Symbol;Acc:HGNC:8066]
ORTHOMCL10820	O94913	PCF11_HUMAN	PCF11	HUMAN	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]
ORTHOMCL10823	O75912	DGKI_HUMAN	DGKI	HUMAN	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]
ORTHOMCL10829	P10244	MYBB_HUMAN	MYBB	HUMAN	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
ORTHOMCL10833	Q8WXA3	RUFY2_HUMAN	RUFY2	HUMAN	RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]
ORTHOMCL10835	Q6ZR37	PKHG7_HUMAN	PKHG7	HUMAN	pleckstrin homology and RhoGEF domain containing G7 [Source:HGNC Symbol;Acc:HGNC:33829]
ORTHOMCL10836	Q92576	PHF3_HUMAN	PHF3	HUMAN	PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]
ORTHOMCL10838	Q9HAB8	PPCS_HUMAN	PPCS	HUMAN	phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]
ORTHOMCL10846	Q7RTU9	STRC_HUMAN	STRC	HUMAN	stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]
ORTHOMCL10855	Q9H6U8	ALG9_HUMAN	ALG9	HUMAN	ALG9, alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]
ORTHOMCL10867	O75116	ROCK2_HUMAN	ROCK2	HUMAN	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
ORTHOMCL10869	P55201	BRPF1_HUMAN	BRPF1	HUMAN	bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]
ORTHOMCL10871	O15394	NCAM2_HUMAN	NCAM2	HUMAN	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
ORTHOMCL10873	Q8NEE6	FXL13_HUMAN	FXL13	HUMAN	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]
ORTHOMCL10880	Q14849	STAR3_HUMAN	STAR3	HUMAN	StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]
ORTHOMCL10883	Q92636	FAN_HUMAN	FAN	HUMAN	neutral sphingomyelinase activation associated factor [Source:HGNC Symbol;Acc:HGNC:8017]
ORTHOMCL10894	Q96MG7	NSE3_HUMAN	NSE3	HUMAN	NSE3 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:7677]
ORTHOMCL10896	Q5VWG9	TAF3_HUMAN	TAF3	HUMAN	TATA-box binding protein associated factor 3 [Source:HGNC Symbol;Acc:HGNC:17303]
ORTHOMCL10899	P0C870	JMJD7_HUMAN	JMJD7	HUMAN	jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]
ORTHOMCL10900	Q9Y5X5	NPFF2_HUMAN	NPFF2	HUMAN	neuropeptide FF receptor 2 [Source:HGNC Symbol;Acc:HGNC:4525]
ORTHOMCL10902	Q8WXE9	STON2_HUMAN	STON2	HUMAN	stonin 2 [Source:HGNC Symbol;Acc:HGNC:30652]
ORTHOMCL10904	P48382	RFX5_HUMAN	RFX5	HUMAN	regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]
ORTHOMCL10906	P51957	NEK4_HUMAN	NEK4	HUMAN	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
ORTHOMCL10907	P25686	DNJB2_HUMAN	DNJB2	HUMAN	DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]
ORTHOMCL10908	Q9BY12	SCAPE_HUMAN	SCAPE	HUMAN	S-phase cyclin A associated protein in the ER [Source:HGNC Symbol;Acc:HGNC:13081]
ORTHOMCL10911	Q99707	METH_HUMAN	METH	HUMAN	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]
ORTHOMCL10913	Q9HCS5	E41LA_HUMAN	E41LA	HUMAN	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]
ORTHOMCL10914	Q92824	PCSK5_HUMAN	PCSK5	HUMAN	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]
ORTHOMCL10925	Q05586	NMDZ1_HUMAN	NMDZ1	HUMAN	glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]
ORTHOMCL10934	Q6ZSS7	MFSD6_HUMAN	MFSD6	HUMAN	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
ORTHOMCL10936	Q5T447	HECD3_HUMAN	HECD3	HUMAN	HECT domain E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:26117]
ORTHOMCL10938	Q9NWH7	SPAT6_HUMAN	SPAT6	HUMAN	spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]
ORTHOMCL10941	Q8WWI1	LMO7_HUMAN	LMO7	HUMAN	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]
ORTHOMCL10949	Q86X10	RLGPB_HUMAN	RLGPB	HUMAN	Ral GTPase activating protein non-catalytic beta subunit [Source:HGNC Symbol;Acc:HGNC:29221]
ORTHOMCL10963	Q8NE09	RGS22_HUMAN	RGS22	HUMAN	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]
ORTHOMCL10965	Q8NHU2	CFA61_HUMAN	CFA61	HUMAN	cilia and flagella associated protein 61 [Source:HGNC Symbol;Acc:HGNC:15872]
ORTHOMCL10967	Q9NZM4	BICRA_HUMAN	BICRA	HUMAN	BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]
ORTHOMCL10976	Q8TEW0	PARD3_HUMAN	PARD3	HUMAN	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]
ORTHOMCL10979	O75746	CMC1_HUMAN	CMC1	HUMAN	solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]
ORTHOMCL10980	Q9UHP3	UBP25_HUMAN	UBP25	HUMAN	ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]
ORTHOMCL10982	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
ORTHOMCL10993	O75164	KDM4A_HUMAN	KDM4A	HUMAN	lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]
ORTHOMCL11018	Q12950	FOXD4_HUMAN	FOXD4	HUMAN	forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805]
ORTHOMCL11061	O75355	ENTP3_HUMAN	ENTP3	HUMAN	ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365]
ORTHOMCL11074	Q15075	EEA1_HUMAN	EEA1	HUMAN	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]
ORTHOMCL11110	Q9P283	SEM5B_HUMAN	SEM5B	HUMAN	semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737]
ORTHOMCL11127	P98095	FBLN2_HUMAN	FBLN2	HUMAN	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
ORTHOMCL11131	Q15032	R3HD1_HUMAN	R3HD1	HUMAN	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]
ORTHOMCL11141	Q9Y232	CDYL_HUMAN	CDYL	HUMAN	chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]
