ortho	swissProt	name	egn	db	description
ORTHOMCL6279	O43147	SGSM2_HUMAN	SGSM2	HUMAN	small G protein signaling modulator 2 [Source:HGNC Symbol;Acc:HGNC:29026]
ORTHOMCL6307	Q13480	GAB1_HUMAN	GAB1	HUMAN	GRB2 associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]
ORTHOMCL6311	Q14409	GLPK3_HUMAN	GLPK3	HUMAN	glycerol kinase 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:4292]
ORTHOMCL6360	Q96MD7	CI085_HUMAN	CI085	HUMAN	chromosome 9 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:28784]
ORTHOMCL6580	Q9H6E4	CC134_HUMAN	CC134	HUMAN	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
ORTHOMCL6664	Q14192	FHL2_HUMAN	FHL2	HUMAN	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]
ORTHOMCL6705	Q92626	PXDN_HUMAN	PXDN	HUMAN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
ORTHOMCL6865	P56706	WNT7B_HUMAN	WNT7B	HUMAN	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]
ORTHOMCL6923	P82914	RT15_HUMAN	RT15	HUMAN	mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]
ORTHOMCL7237	O75563	SKAP2_HUMAN	SKAP2	HUMAN	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]
ORTHOMCL7242	P27986	P85A_HUMAN	P85A	HUMAN	phosphoinositide-3-kinase regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8979]
ORTHOMCL7569	O14672	ADA10_HUMAN	ADA10	HUMAN	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]
ORTHOMCL8112	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL8170	Q14157	UBP2L_HUMAN	UBP2L	HUMAN	ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]
ORTHOMCL8207	Q08174	PCDH1_HUMAN	PCDH1	HUMAN	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]
ORTHOMCL8256	Q96GD3	SCMH1_HUMAN	SCMH1	HUMAN	Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]
ORTHOMCL8401	O43602	DCX_HUMAN	DCX	HUMAN	doublecortin [Source:HGNC Symbol;Acc:HGNC:2714]
ORTHOMCL8423	O76095	JTB_HUMAN	JTB	HUMAN	jumping translocation breakpoint [Source:HGNC Symbol;Acc:HGNC:6201]
ORTHOMCL8481	P11717	MPRI_HUMAN	MPRI	HUMAN	insulin like growth factor 2 receptor [Source:HGNC Symbol;Acc:HGNC:5467]
ORTHOMCL8569	Q12986	NFX1_HUMAN	NFX1	HUMAN	nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]
ORTHOMCL8631	Q9H4G4	GAPR1_HUMAN	GAPR1	HUMAN	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]
ORTHOMCL8658	Q14315	FLNC_HUMAN	FLNC	HUMAN	filamin C [Source:HGNC Symbol;Acc:HGNC:3756]
ORTHOMCL8697	Q08378	GOGA3_HUMAN	GOGA3	HUMAN	golgin A3 [Source:HGNC Symbol;Acc:HGNC:4426]
ORTHOMCL8731	Q6IPM2	IQCE_HUMAN	IQCE	HUMAN	IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171]
ORTHOMCL9045	Q96MS0	ROBO3_HUMAN	ROBO3	HUMAN	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]
ORTHOMCL9113	Q8NCA5	FA98A_HUMAN	FA98A	HUMAN	family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520]
ORTHOMCL9280	P54886	P5CS_HUMAN	P5CS	HUMAN	aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]
ORTHOMCL9515	O43347	MSI1H_HUMAN	MSI1H	HUMAN	musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]
ORTHOMCL9526	O60306	AQR_HUMAN	AQR	HUMAN	aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:29513]
ORTHOMCL9565	Q7Z4V5	HDGR2_HUMAN	HDGR2	HUMAN	HDGF like 2 [Source:HGNC Symbol;Acc:HGNC:14680]
ORTHOMCL9682	Q17RW2	COOA1_HUMAN	COOA1	HUMAN	collagen type XXIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:20821]
ORTHOMCL9701	O43897	TLL1_HUMAN	TLL1	HUMAN	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
ORTHOMCL9817	Q6P161	RM54_HUMAN	RM54	HUMAN	mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]
ORTHOMCL9932	O95935	TBX18_HUMAN	TBX18	HUMAN	T-box 18 [Source:HGNC Symbol;Acc:HGNC:11595]
ORTHOMCL10640	O00602	FCN1_HUMAN	FCN1	HUMAN	ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]
ORTHOMCL10931	A8K979	ERI2_HUMAN	ERI2	HUMAN	ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]
ORTHOMCL11746	O95185	UNC5C_HUMAN	UNC5C	HUMAN	unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]
ORTHOMCL11757	Q5TCZ1	SPD2A_HUMAN	SPD2A	HUMAN	SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]
ORTHOMCL14181	Q7Z407	CSMD3_HUMAN	CSMD3	HUMAN	CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]
ORTHOMCL14258	P53814	SMTN_HUMAN	SMTN	HUMAN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
ORTHOMCL16201	A1KZ92	PXDNL_HUMAN	PXDNL	HUMAN	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]
ORTHOMCL17848	Q9BW72	HIG2A_HUMAN	HIG2A	HUMAN	HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311]
ORTHOMCL18290	P19838	NFKB1_HUMAN	NFKB1	HUMAN	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]
ORTHOMCL1886	Q99715	COCA1_HUMAN	COCA1	HUMAN	collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]
ORTHOMCL2019	P13591	NCAM1_HUMAN	NCAM1	HUMAN	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
