ortho	swissProt	name	egn	db	description
ORTHOMCL11118	O95528	GTR10_HUMAN	GTR10	HUMAN	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]
ORTHOMCL11127	P98095	FBLN2_HUMAN	FBLN2	HUMAN	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
ORTHOMCL11141	Q9Y232	CDYL_HUMAN	CDYL	HUMAN	chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]
ORTHOMCL11245	Q8WYQ5	DGCR8_HUMAN	DGCR8	HUMAN	DGCR8, microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]
ORTHOMCL11252	Q96RK0	CIC_HUMAN	CIC	HUMAN	capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]
ORTHOMCL11283	Q9UBC0	HNF6_HUMAN	HNF6	HUMAN	one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]
ORTHOMCL11287	Q9H2W6	RM46_HUMAN	RM46	HUMAN	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]
ORTHOMCL11301	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL11367	Q9H3Y6	SRMS_HUMAN	SRMS	HUMAN	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]
ORTHOMCL11468	P40818	UBP8_HUMAN	UBP8	HUMAN	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
ORTHOMCL11511	Q9BZH6	WDR11_HUMAN	WDR11	HUMAN	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]
ORTHOMCL11541	Q9HAR2	AGRL3_HUMAN	AGRL3	HUMAN	adhesion G protein-coupled receptor L3 [Source:HGNC Symbol;Acc:HGNC:20974]
ORTHOMCL11557	Q1RMZ1	SAMTR_HUMAN	SAMTR	HUMAN	base methyltransferase of 25S rRNA 2 homolog [Source:HGNC Symbol;Acc:HGNC:26475]
ORTHOMCL11559	Q8WVM7	STAG1_HUMAN	STAG1	HUMAN	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]
ORTHOMCL11576	Q9H2X6	HIPK2_HUMAN	HIPK2	HUMAN	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]
ORTHOMCL11582	Q5W0Q7	USPL1_HUMAN	USPL1	HUMAN	ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]
ORTHOMCL11596	O94889	KLH18_HUMAN	KLH18	HUMAN	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]
ORTHOMCL11613	Q8N0U7	CA087_HUMAN	CA087	HUMAN	chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547]
ORTHOMCL11619	Q9H777	RNZ1_HUMAN	RNZ1	HUMAN	elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197]
ORTHOMCL11621	Q5T1M5	FKB15_HUMAN	FKB15	HUMAN	FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]
ORTHOMCL11624	Q8N3C7	CLIP4_HUMAN	CLIP4	HUMAN	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
ORTHOMCL11628	Q6NXR4	TTI2_HUMAN	TTI2	HUMAN	TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262]
ORTHOMCL11642	O75818	RPP40_HUMAN	RPP40	HUMAN	ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]
ORTHOMCL11661	Q9P265	DIP2B_HUMAN	DIP2B	HUMAN	disco interacting protein 2 homolog B [Source:HGNC Symbol;Acc:HGNC:29284]
ORTHOMCL11680	Q5JR59	MTUS2_HUMAN	MTUS2	HUMAN	microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595]
ORTHOMCL11739	O14795	UN13B_HUMAN	UN13B	HUMAN	unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]
ORTHOMCL11766	Q5NDL2	EOGT_HUMAN	EOGT	HUMAN	EGF domain specific O-linked N-acetylglucosamine transferase [Source:HGNC Symbol;Acc:HGNC:28526]
ORTHOMCL11790	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL11797	Q8IV61	GRP3_HUMAN	GRP3	HUMAN	RAS guanyl releasing protein 3 [Source:HGNC Symbol;Acc:HGNC:14545]
ORTHOMCL11801	Q15256	PTPRR_HUMAN	PTPRR	HUMAN	protein tyrosine phosphatase, receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]
ORTHOMCL11821	Q0VFZ6	CC173_HUMAN	CC173	HUMAN	coiled-coil domain containing 173 [Source:HGNC Symbol;Acc:HGNC:25064]
ORTHOMCL11824	Q86TI0	TBCD1_HUMAN	TBCD1	HUMAN	TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]
ORTHOMCL11911	Q8IY33	MILK2_HUMAN	MILK2	HUMAN	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
ORTHOMCL11913	Q9BYW2	SETD2_HUMAN	SETD2	HUMAN	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]
ORTHOMCL11938	Q58EX7	PKHG4_HUMAN	PKHG4	HUMAN	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
ORTHOMCL11961	Q8TD84	DSCL1_HUMAN	DSCL1	HUMAN	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]
ORTHOMCL11978	Q9BYB0	SHAN3_HUMAN	SHAN3	HUMAN	SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]
ORTHOMCL11983	Q5T7P8	SYT6_HUMAN	SYT6	HUMAN	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]
ORTHOMCL11994	Q5VTE6	ANGE2_HUMAN	ANGE2	HUMAN	angel homolog 2 [Source:HGNC Symbol;Acc:HGNC:30534]
ORTHOMCL12028	Q4LDE5	SVEP1_HUMAN	SVEP1	HUMAN	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]
ORTHOMCL12059	Q7Z3C6	ATG9A_HUMAN	ATG9A	HUMAN	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]
ORTHOMCL12070	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
ORTHOMCL12073	Q5THR3	EFCB6_HUMAN	EFCB6	HUMAN	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]
ORTHOMCL12088	Q5VT52	RPRD2_HUMAN	RPRD2	HUMAN	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]
ORTHOMCL12158	Q5BJE1	CC178_HUMAN	CC178	HUMAN	coiled-coil domain containing 178 [Source:HGNC Symbol;Acc:HGNC:29588]
ORTHOMCL12166	Q8N122	RPTOR_HUMAN	RPTOR	HUMAN	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]
ORTHOMCL12169	Q9H467	CUED2_HUMAN	CUED2	HUMAN	CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]
ORTHOMCL12178	P49641	MA2A2_HUMAN	MA2A2	HUMAN	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]
ORTHOMCL12184	Q69YN4	VIR_HUMAN	VIR	HUMAN	vir like m6A methyltransferase associated [Source:HGNC Symbol;Acc:HGNC:24500]
ORTHOMCL12189	Q16515	ASIC2_HUMAN	ASIC2	HUMAN	acid sensing ion channel subunit 2 [Source:HGNC Symbol;Acc:HGNC:99]
ORTHOMCL12216	Q96PY6	NEK1_HUMAN	NEK1	HUMAN	NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]
ORTHOMCL12219	Q9NZS9	BFAR_HUMAN	BFAR	HUMAN	bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]
ORTHOMCL12224	Q9NXZ2	DDX43_HUMAN	DDX43	HUMAN	DEAD-box helicase 43 [Source:HGNC Symbol;Acc:HGNC:18677]
ORTHOMCL12238	O15013	ARHGA_HUMAN	ARHGA	HUMAN	Rho guanine nucleotide exchange factor 10 [Source:HGNC Symbol;Acc:HGNC:14103]
ORTHOMCL12242	Q8IZD2	KMT2E_HUMAN	KMT2E	HUMAN	lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]
ORTHOMCL12245	Q9Y6W3	CAN7_HUMAN	CAN7	HUMAN	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]
ORTHOMCL12254	Q96RY5	CRML_HUMAN	CRML	HUMAN	cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]
ORTHOMCL12258	Q9UPQ7	PZRN3_HUMAN	PZRN3	HUMAN	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]
ORTHOMCL12260	Q13439	GOGA4_HUMAN	GOGA4	HUMAN	golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]
ORTHOMCL12269	Q9P232	CNTN3_HUMAN	CNTN3	HUMAN	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
ORTHOMCL12391	Q9HAU5	RENT2_HUMAN	RENT2	HUMAN	UPF2, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]
ORTHOMCL12410	Q96AD5	PLPL2_HUMAN	PLPL2	HUMAN	patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]
ORTHOMCL12483	P18433	PTPRA_HUMAN	PTPRA	HUMAN	protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
ORTHOMCL12566	P16157	ANK1_HUMAN	ANK1	HUMAN	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]
ORTHOMCL12586	Q9BVJ7	DUS23_HUMAN	DUS23	HUMAN	dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]
ORTHOMCL12618	Q8TDN1	KCNG4_HUMAN	KCNG4	HUMAN	potassium voltage-gated channel modifier subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:19697]
ORTHOMCL12636	Q9Y490	TLN1_HUMAN	TLN1	HUMAN	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ORTHOMCL12642	O00623	PEX12_HUMAN	PEX12	HUMAN	peroxisomal biogenesis factor 12 [Source:HGNC Symbol;Acc:HGNC:8854]
ORTHOMCL12956	Q15303	ERBB4_HUMAN	ERBB4	HUMAN	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]
ORTHOMCL12979	Q8TDM6	DLG5_HUMAN	DLG5	HUMAN	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]
ORTHOMCL12994	Q5JSJ4	INT6L_HUMAN	INT6L	HUMAN	integrator complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:27334]
ORTHOMCL12999	Q7Z3F1	GP155_HUMAN	GP155	HUMAN	G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
ORTHOMCL13122	Q8IW19	APLF_HUMAN	APLF	HUMAN	aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]
ORTHOMCL13133	Q9HAV5	TNR27_HUMAN	TNR27	HUMAN	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]
ORTHOMCL13139	Q96D71	REPS1_HUMAN	REPS1	HUMAN	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]
ORTHOMCL13186	Q13591	SEM5A_HUMAN	SEM5A	HUMAN	semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
ORTHOMCL13196	Q96CC6	RHDF1_HUMAN	RHDF1	HUMAN	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]
ORTHOMCL13247	O14686	KMT2D_HUMAN	KMT2D	HUMAN	lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]
ORTHOMCL13248	Q9UHJ3	SMBT1_HUMAN	SMBT1	HUMAN	Scm like with four mbt domains 1 [Source:HGNC Symbol;Acc:HGNC:20255]
ORTHOMCL13255	O95405	ZFYV9_HUMAN	ZFYV9	HUMAN	zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]
ORTHOMCL13272	P69849	NOMO3_HUMAN	NOMO3	HUMAN	NODAL modulator 3 [Source:HGNC Symbol;Acc:HGNC:25242]
ORTHOMCL13284	O00471	EXOC5_HUMAN	EXOC5	HUMAN	exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]
ORTHOMCL13329	Q6UXG2	K1324_HUMAN	K1324	HUMAN	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]
ORTHOMCL13364	Q9UI26	IPO11_HUMAN	IPO11	HUMAN	importin 11 [Source:HGNC Symbol;Acc:HGNC:20628]
ORTHOMCL13376	Q6ZVK8	NUD18_HUMAN	NUD18	HUMAN	nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194]
ORTHOMCL13409	Q9P2P5	HECW2_HUMAN	HECW2	HUMAN	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]
ORTHOMCL13458	P11586	C1TC_HUMAN	C1TC	HUMAN	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]
ORTHOMCL13515	A8MXY4	ZNF99_HUMAN	ZNF99	HUMAN	zinc finger protein 99 [Source:HGNC Symbol;Acc:HGNC:13175]
ORTHOMCL13550	Q9UPX0	TUTLB_HUMAN	TUTLB	HUMAN	immunoglobulin superfamily member 9B [Source:HGNC Symbol;Acc:HGNC:32326]
ORTHOMCL13564	Q12923	PTN13_HUMAN	PTN13	HUMAN	protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
ORTHOMCL13570	Q9HCM2	PLXA4_HUMAN	PLXA4	HUMAN	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]
ORTHOMCL13596	Q14624	ITIH4_HUMAN	ITIH4	HUMAN	inter-alpha-trypsin inhibitor heavy chain family member 4 [Source:HGNC Symbol;Acc:HGNC:6169]
ORTHOMCL13603	Q9H479	FN3K_HUMAN	FN3K	HUMAN	fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]
ORTHOMCL13636	P11047	LAMC1_HUMAN	LAMC1	HUMAN	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
ORTHOMCL13647	Q7Z6B7	SRGP1_HUMAN	SRGP1	HUMAN	SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]
ORTHOMCL13668	Q9BXT4	TDRD1_HUMAN	TDRD1	HUMAN	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]
ORTHOMCL13690	Q6P3S1	DEN1B_HUMAN	DEN1B	HUMAN	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]
ORTHOMCL13693	A8MWY0	K132L_HUMAN	K132L	HUMAN	KIAA1324 like [Source:HGNC Symbol;Acc:HGNC:21945]
ORTHOMCL13721	Q96HC4	PDLI5_HUMAN	PDLI5	HUMAN	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
ORTHOMCL13733	Q9UIG0	BAZ1B_HUMAN	BAZ1B	HUMAN	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]
ORTHOMCL13768	Q659A1	ICE2_HUMAN	ICE2	HUMAN	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885]
ORTHOMCL13823	Q56NI9	ESCO2_HUMAN	ESCO2	HUMAN	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]
ORTHOMCL13885	O75691	UTP20_HUMAN	UTP20	HUMAN	UTP20, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]
ORTHOMCL13957	O43897	TLL1_HUMAN	TLL1	HUMAN	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]
ORTHOMCL14031	Q8NB25	F184A_HUMAN	F184A	HUMAN	family with sequence similarity 184 member A [Source:HGNC Symbol;Acc:HGNC:20991]
ORTHOMCL14057	Q16651	PRSS8_HUMAN	PRSS8	HUMAN	serine protease 8 [Source:HGNC Symbol;Acc:HGNC:9491]
ORTHOMCL14192	Q96IY1	NSL1_HUMAN	NSL1	HUMAN	NSL1, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24548]
ORTHOMCL14244	Q9H5U6	ZCHC4_HUMAN	ZCHC4	HUMAN	zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]
ORTHOMCL14250	Q9NQR9	G6PC2_HUMAN	G6PC2	HUMAN	glucose-6-phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:28906]
ORTHOMCL14266	Q5T6C5	AT7L2_HUMAN	AT7L2	HUMAN	ataxin 7 like 2 [Source:HGNC Symbol;Acc:HGNC:28713]
ORTHOMCL14301	Q15042	RB3GP_HUMAN	RB3GP	HUMAN	RAB3 GTPase activating protein catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:17063]
ORTHOMCL14302	Q8N543	OGFD1_HUMAN	OGFD1	HUMAN	2-oxoglutarate and iron dependent oxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25585]
ORTHOMCL14310	Q6Q759	SPG17_HUMAN	SPG17	HUMAN	sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620]
ORTHOMCL14319	Q9NXL6	SIDT1_HUMAN	SIDT1	HUMAN	SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967]
ORTHOMCL14338	Q8IV33	K0825_HUMAN	K0825	HUMAN	KIAA0825 [Source:HGNC Symbol;Acc:HGNC:28532]
ORTHOMCL14369	Q14667	K0100_HUMAN	K0100	HUMAN	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]
ORTHOMCL14380	Q6TCH4	PAQR6_HUMAN	PAQR6	HUMAN	progestin and adipoQ receptor family member 6 [Source:HGNC Symbol;Acc:HGNC:30132]
ORTHOMCL14405	Q96A44	SPSB4_HUMAN	SPSB4	HUMAN	splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]
ORTHOMCL14640	P53814	SMTN_HUMAN	SMTN	HUMAN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]
ORTHOMCL14650	Q9P202	WHRN_HUMAN	WHRN	HUMAN	whirlin [Source:HGNC Symbol;Acc:HGNC:16361]
ORTHOMCL14676	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
ORTHOMCL14785	Q9BWT3	PAPOG_HUMAN	PAPOG	HUMAN	poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]
ORTHOMCL14808	Q9ULC8	ZDHC8_HUMAN	ZDHC8	HUMAN	zinc finger DHHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:18474]
ORTHOMCL14849	Q03164	KMT2A_HUMAN	KMT2A	HUMAN	lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]
ORTHOMCL14858	Q9NVM9	INT13_HUMAN	INT13	HUMAN	integrator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:20174]
ORTHOMCL14888	Q8N556	AFAP1_HUMAN	AFAP1	HUMAN	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
ORTHOMCL14915	Q6YBV0	S36A4_HUMAN	S36A4	HUMAN	solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]
ORTHOMCL14922	P13591	NCAM1_HUMAN	NCAM1	HUMAN	neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656]
ORTHOMCL14982	Q96L93	KI16B_HUMAN	KI16B	HUMAN	kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
ORTHOMCL15045	Q9NQ89	CL004_HUMAN	CL004	HUMAN	chromosome 12 open reading frame 4 [Source:HGNC Symbol;Acc:HGNC:1184]
ORTHOMCL15109	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
