ortho	swissProt	name	egn	db	description
ORTHOMCL11074	Q15075	EEA1_HUMAN	EEA1	HUMAN	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]
ORTHOMCL11127	P98095	FBLN2_HUMAN	FBLN2	HUMAN	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
ORTHOMCL11131	Q15032	R3HD1_HUMAN	R3HD1	HUMAN	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]
ORTHOMCL11145	P52594	AGFG1_HUMAN	AGFG1	HUMAN	ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]
ORTHOMCL11246	Q6ZRR5	TM136_HUMAN	TM136	HUMAN	transmembrane protein 136 [Source:HGNC Symbol;Acc:HGNC:28280]
ORTHOMCL11262	Q9BV44	THUM3_HUMAN	THUM3	HUMAN	THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493]
ORTHOMCL1129	P05026	AT1B1_HUMAN	AT1B1	HUMAN	ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
ORTHOMCL11314	O94979	SC31A_HUMAN	SC31A	HUMAN	SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]
ORTHOMCL11380	P26368	U2AF2_HUMAN	U2AF2	HUMAN	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]
ORTHOMCL11468	P40818	UBP8_HUMAN	UBP8	HUMAN	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
ORTHOMCL11469	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
ORTHOMCL11495	Q0ZLH3	PJVK_HUMAN	PJVK	HUMAN	pejvakin [Source:HGNC Symbol;Acc:HGNC:29502]
ORTHOMCL11503	P09543	CN37_HUMAN	CN37	HUMAN	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
ORTHOMCL11508	P35869	AHR_HUMAN	AHR	HUMAN	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
ORTHOMCL11530	Q92547	TOPB1_HUMAN	TOPB1	HUMAN	DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]
ORTHOMCL11535	O43663	PRC1_HUMAN	PRC1	HUMAN	protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]
ORTHOMCL11583	Q8TF05	PP4R1_HUMAN	PP4R1	HUMAN	protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]
ORTHOMCL11628	Q6NXR4	TTI2_HUMAN	TTI2	HUMAN	TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262]
ORTHOMCL11692	O60242	AGRB3_HUMAN	AGRB3	HUMAN	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
ORTHOMCL11739	O14795	UN13B_HUMAN	UN13B	HUMAN	unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]
ORTHOMCL11744	Q8NDZ2	SIMC1_HUMAN	SIMC1	HUMAN	SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779]
ORTHOMCL11760	Q9GZT4	SRR_HUMAN	SRR	HUMAN	serine racemase [Source:HGNC Symbol;Acc:HGNC:14398]
ORTHOMCL11761	Q8IWU5	SULF2_HUMAN	SULF2	HUMAN	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
ORTHOMCL11790	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
ORTHOMCL11799	Q8N4T8	CBR4_HUMAN	CBR4	HUMAN	carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
ORTHOMCL11815	Q03701	CEBPZ_HUMAN	CEBPZ	HUMAN	CCAAT/enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]
ORTHOMCL11821	Q0VFZ6	CC173_HUMAN	CC173	HUMAN	coiled-coil domain containing 173 [Source:HGNC Symbol;Acc:HGNC:25064]
ORTHOMCL11824	Q86TI0	TBCD1_HUMAN	TBCD1	HUMAN	TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]
ORTHOMCL11829	Q6PKC3	TXD11_HUMAN	TXD11	HUMAN	thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
ORTHOMCL11847	Q01664	TFAP4_HUMAN	TFAP4	HUMAN	transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]
ORTHOMCL11913	Q9BYW2	SETD2_HUMAN	SETD2	HUMAN	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]
ORTHOMCL11940	Q96JK9	MAML3_HUMAN	MAML3	HUMAN	mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272]
ORTHOMCL11961	Q8TD84	DSCL1_HUMAN	DSCL1	HUMAN	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]
ORTHOMCL11983	Q5T7P8	SYT6_HUMAN	SYT6	HUMAN	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]
ORTHOMCL12034	A0JNW5	UH1BL_HUMAN	UH1BL	HUMAN	UHRF1 binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:29102]
ORTHOMCL12063	P28290	SSFA2_HUMAN	SSFA2	HUMAN	sperm specific antigen 2 [Source:HGNC Symbol;Acc:HGNC:11319]
ORTHOMCL12088	Q5VT52	RPRD2_HUMAN	RPRD2	HUMAN	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]
ORTHOMCL12092	Q9BVW5	TIPIN_HUMAN	TIPIN	HUMAN	TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]
ORTHOMCL12103	P43378	PTN9_HUMAN	PTN9	HUMAN	protein tyrosine phosphatase, non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]
ORTHOMCL12166	Q8N122	RPTOR_HUMAN	RPTOR	HUMAN	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]
ORTHOMCL12191	Q96PZ0	PUS7_HUMAN	PUS7	HUMAN	pseudouridylate synthase 7 (putative) [Source:HGNC Symbol;Acc:HGNC:26033]
ORTHOMCL12202	Q15643	TRIPB_HUMAN	TRIPB	HUMAN	thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:HGNC:12305]
ORTHOMCL12204	Q9UBT2	SAE2_HUMAN	SAE2	HUMAN	ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]
ORTHOMCL12205	Q15459	SF3A1_HUMAN	SF3A1	HUMAN	splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]
ORTHOMCL12227	P07942	LAMB1_HUMAN	LAMB1	HUMAN	laminin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6486]
ORTHOMCL12232	O15014	ZN609_HUMAN	ZN609	HUMAN	zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]
ORTHOMCL12242	Q8IZD2	KMT2E_HUMAN	KMT2E	HUMAN	lysine methyltransferase 2E [Source:HGNC Symbol;Acc:HGNC:18541]
ORTHOMCL12250	Q96KP1	EXOC2_HUMAN	EXOC2	HUMAN	exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]
ORTHOMCL12260	Q13439	GOGA4_HUMAN	GOGA4	HUMAN	golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]
ORTHOMCL12267	O75179	ANR17_HUMAN	ANR17	HUMAN	ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575]
ORTHOMCL12268	Q6ZU80	CE128_HUMAN	CE128	HUMAN	centrosomal protein 128 [Source:HGNC Symbol;Acc:HGNC:20359]
ORTHOMCL12269	Q9P232	CNTN3_HUMAN	CNTN3	HUMAN	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
ORTHOMCL12274	P52948	NUP98_HUMAN	NUP98	HUMAN	nucleoporin 98 [Source:HGNC Symbol;Acc:HGNC:8068]
ORTHOMCL12286	P51815	ZN75D_HUMAN	ZN75D	HUMAN	zinc finger protein 75D [Source:HGNC Symbol;Acc:HGNC:13145]
ORTHOMCL12391	Q9HAU5	RENT2_HUMAN	RENT2	HUMAN	UPF2, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]
ORTHOMCL12409	Q8TEQ0	SNX29_HUMAN	SNX29	HUMAN	sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]
ORTHOMCL12483	P18433	PTPRA_HUMAN	PTPRA	HUMAN	protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
ORTHOMCL12611	Q7Z7M0	MEGF8_HUMAN	MEGF8	HUMAN	multiple EGF like domains 8 [Source:HGNC Symbol;Acc:HGNC:3233]
ORTHOMCL12618	Q8TDN1	KCNG4_HUMAN	KCNG4	HUMAN	potassium voltage-gated channel modifier subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:19697]
ORTHOMCL12636	Q9Y490	TLN1_HUMAN	TLN1	HUMAN	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
ORTHOMCL12708	Q92626	PXDN_HUMAN	PXDN	HUMAN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
ORTHOMCL12956	Q15303	ERBB4_HUMAN	ERBB4	HUMAN	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]
ORTHOMCL13009	Q68DC2	ANKS6_HUMAN	ANKS6	HUMAN	ankyrin repeat and sterile alpha motif domain containing 6 [Source:HGNC Symbol;Acc:HGNC:26724]
ORTHOMCL13038	Q14247	SRC8_HUMAN	SRC8	HUMAN	cortactin [Source:HGNC Symbol;Acc:HGNC:3338]
ORTHOMCL13084	P50851	LRBA_HUMAN	LRBA	HUMAN	LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]
ORTHOMCL13115	Q8NEG5	ZSWM2_HUMAN	ZSWM2	HUMAN	zinc finger SWIM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:30990]
ORTHOMCL13133	Q9HAV5	TNR27_HUMAN	TNR27	HUMAN	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]
ORTHOMCL13135	Q9H706	GARE1_HUMAN	GARE1	HUMAN	GRB2 associated regulator of MAPK1 subtype 1 [Source:HGNC Symbol;Acc:HGNC:26136]
ORTHOMCL13167	O00462	MANBA_HUMAN	MANBA	HUMAN	mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831]
ORTHOMCL13174	Q9HCI7	MSL2_HUMAN	MSL2	HUMAN	MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]
ORTHOMCL13186	Q13591	SEM5A_HUMAN	SEM5A	HUMAN	semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
ORTHOMCL13196	Q96CC6	RHDF1_HUMAN	RHDF1	HUMAN	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]
ORTHOMCL13203	Q13332	PTPRS_HUMAN	PTPRS	HUMAN	protein tyrosine phosphatase, receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]
ORTHOMCL13239	Q8TDD1	DDX54_HUMAN	DDX54	HUMAN	DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]
ORTHOMCL13254	Q9P2G1	AKIB1_HUMAN	AKIB1	HUMAN	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]
ORTHOMCL13255	O95405	ZFYV9_HUMAN	ZFYV9	HUMAN	zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]
ORTHOMCL13281	Q9Y5T5	UBP16_HUMAN	UBP16	HUMAN	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
ORTHOMCL13282	Q5TAX3	TUT4_HUMAN	TUT4	HUMAN	zinc finger CCHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:28981]
ORTHOMCL13329	Q6UXG2	K1324_HUMAN	K1324	HUMAN	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]
ORTHOMCL13343	Q5VWQ0	RSBN1_HUMAN	RSBN1	HUMAN	round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]
ORTHOMCL13400	Q93063	EXT2_HUMAN	EXT2	HUMAN	exostosin glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3513]
ORTHOMCL13409	Q9P2P5	HECW2_HUMAN	HECW2	HUMAN	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:29853]
ORTHOMCL13458	P11586	C1TC_HUMAN	C1TC	HUMAN	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]
ORTHOMCL13515	A8MXY4	ZNF99_HUMAN	ZNF99	HUMAN	zinc finger protein 99 [Source:HGNC Symbol;Acc:HGNC:13175]
ORTHOMCL13562	O15439	MRP4_HUMAN	MRP4	HUMAN	ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]
ORTHOMCL13563	Q08431	MFGM_HUMAN	MFGM	HUMAN	milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:HGNC:7036]
ORTHOMCL13578	Q08J23	NSUN2_HUMAN	NSUN2	HUMAN	NOP2/Sun RNA methyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:25994]
ORTHOMCL13608	Q7L576	CYFP1_HUMAN	CYFP1	HUMAN	cytoplasmic FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13759]
ORTHOMCL13609	O43826	G6PT1_HUMAN	G6PT1	HUMAN	solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]
ORTHOMCL13622	Q9C0J8	WDR33_HUMAN	WDR33	HUMAN	WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]
ORTHOMCL13623	Q8TF32	ZN431_HUMAN	ZN431	HUMAN	zinc finger protein 431 [Source:HGNC Symbol;Acc:HGNC:20809]
ORTHOMCL13635	Q9UBV2	SE1L1_HUMAN	SE1L1	HUMAN	SEL1L ERAD E3 ligase adaptor subunit [Source:HGNC Symbol;Acc:HGNC:10717]
ORTHOMCL13636	P11047	LAMC1_HUMAN	LAMC1	HUMAN	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
ORTHOMCL13645	P06276	CHLE_HUMAN	CHLE	HUMAN	butyrylcholinesterase [Source:HGNC Symbol;Acc:HGNC:983]
ORTHOMCL13649	Q14980	NUMA1_HUMAN	NUMA1	HUMAN	nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]
ORTHOMCL13655	Q6PIY7	GLD2_HUMAN	GLD2	HUMAN	poly(A) RNA polymerase D4, non-canonical [Source:HGNC Symbol;Acc:HGNC:26776]
ORTHOMCL13661	Q9NYZ3	GTSE1_HUMAN	GTSE1	HUMAN	G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]
ORTHOMCL13668	Q9BXT4	TDRD1_HUMAN	TDRD1	HUMAN	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]
ORTHOMCL13669	O94966	UBP19_HUMAN	UBP19	HUMAN	ubiquitin specific peptidase 19 [Source:HGNC Symbol;Acc:HGNC:12617]
ORTHOMCL13675	Q01968	OCRL_HUMAN	OCRL	HUMAN	OCRL, inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108]
ORTHOMCL13691	Q9Y6Y1	CMTA1_HUMAN	CMTA1	HUMAN	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]
ORTHOMCL13721	Q96HC4	PDLI5_HUMAN	PDLI5	HUMAN	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]
ORTHOMCL13733	Q9UIG0	BAZ1B_HUMAN	BAZ1B	HUMAN	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]
ORTHOMCL13745	P78316	NOP14_HUMAN	NOP14	HUMAN	NOP14 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:16821]
ORTHOMCL13766	Q9UIF8	BAZ2B_HUMAN	BAZ2B	HUMAN	bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963]
ORTHOMCL13768	Q659A1	ICE2_HUMAN	ICE2	HUMAN	interactor of little elongation complex ELL subunit 2 [Source:HGNC Symbol;Acc:HGNC:29885]
ORTHOMCL13823	Q56NI9	ESCO2_HUMAN	ESCO2	HUMAN	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]
ORTHOMCL13860	Q96T60	PNKP_HUMAN	PNKP	HUMAN	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]
ORTHOMCL13883	P78364	PHC1_HUMAN	PHC1	HUMAN	polyhomeotic homolog 1 [Source:HGNC Symbol;Acc:HGNC:3182]
ORTHOMCL13945	Q9Y5Q9	TF3C3_HUMAN	TF3C3	HUMAN	general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]
ORTHOMCL14145	Q5S007	LRRK2_HUMAN	LRRK2	HUMAN	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]
ORTHOMCL1424	P10606	COX5B_HUMAN	COX5B	HUMAN	cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]
ORTHOMCL14250	Q9NQR9	G6PC2_HUMAN	G6PC2	HUMAN	glucose-6-phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:28906]
ORTHOMCL14253	A0A1B0GVH7	IQCM_HUMAN	IQCM	HUMAN	IQ motif containing M [Source:HGNC Symbol;Acc:HGNC:53443]
ORTHOMCL14277	Q0P6H9	TMM62_HUMAN	TMM62	HUMAN	transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]
ORTHOMCL14290	Q9H8P0	PORED_HUMAN	PORED	HUMAN	steroid 5 alpha-reductase 3 [Source:HGNC Symbol;Acc:HGNC:25812]
ORTHOMCL14310	Q6Q759	SPG17_HUMAN	SPG17	HUMAN	sperm associated antigen 17 [Source:HGNC Symbol;Acc:HGNC:26620]
ORTHOMCL14322	A6H8Y1	BDP1_HUMAN	BDP1	HUMAN	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB [Source:HGNC Symbol;Acc:HGNC:13652]
ORTHOMCL14342	Q7Z5J8	ANKAR_HUMAN	ANKAR	HUMAN	ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]
ORTHOMCL14346	Q02386	ZNF45_HUMAN	ZNF45	HUMAN	zinc finger protein 45 [Source:HGNC Symbol;Acc:HGNC:13111]
ORTHOMCL14354	Q8TAD4	ZNT5_HUMAN	ZNT5	HUMAN	solute carrier family 30 member 5 [Source:HGNC Symbol;Acc:HGNC:19089]
ORTHOMCL14369	Q14667	K0100_HUMAN	K0100	HUMAN	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]
ORTHOMCL14534	Q7L5Y6	DET1_HUMAN	DET1	HUMAN	DET1, COP1 ubiquitin ligase partner [Source:HGNC Symbol;Acc:HGNC:25477]
ORTHOMCL14621	P78348	ASIC1_HUMAN	ASIC1	HUMAN	acid sensing ion channel subunit 1 [Source:HGNC Symbol;Acc:HGNC:100]
ORTHOMCL14799	P78312	F193A_HUMAN	F193A	HUMAN	family with sequence similarity 193 member A [Source:HGNC Symbol;Acc:HGNC:16822]
ORTHOMCL14888	Q8N556	AFAP1_HUMAN	AFAP1	HUMAN	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
ORTHOMCL14915	Q6YBV0	S36A4_HUMAN	S36A4	HUMAN	solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]
ORTHOMCL14958	O14841	OPLA_HUMAN	OPLA	HUMAN	5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]
ORTHOMCL14989	P11362	FGFR1_HUMAN	FGFR1	HUMAN	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]
ORTHOMCL14991	Q9H9Y6	RPA2_HUMAN	RPA2	HUMAN	RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:20454]
