ortho	swissProt	name	egn	db	description
33	ORTHOMCL10394	O60244	MED14_HUMAN	MED14	HUMAN	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]
34	ORTHOMCL10399	Q6ZNE5	BAKOR_HUMAN	BAKOR	HUMAN	autophagy related 14 [Source:HGNC Symbol;Acc:HGNC:19962]
35	ORTHOMCL10412	O60476	MA1A2_HUMAN	MA1A2	HUMAN	mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]
36	ORTHOMCL10425	Q96KR1	ZFR_HUMAN	ZFR	HUMAN	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]
37	ORTHOMCL10447	Q9BV38	WDR18_HUMAN	WDR18	HUMAN	WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]
38	ORTHOMCL10481	Q13490	BIRC2_HUMAN	BIRC2	HUMAN	baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]
39	ORTHOMCL10482	Q16629	SRSF7_HUMAN	SRSF7	HUMAN	serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]
40	ORTHOMCL10487	Q14517	FAT1_HUMAN	FAT1	HUMAN	FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]
41	ORTHOMCL10488	Q96IG2	FXL20_HUMAN	FXL20	HUMAN	F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
42	ORTHOMCL10496	Q8N5H7	SH2D3_HUMAN	SH2D3	HUMAN	SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884]
43	ORTHOMCL10504	P31943	HNRH1_HUMAN	HNRH1	HUMAN	heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]
44	ORTHOMCL10517	Q5VV67	PPRC1_HUMAN	PPRC1	HUMAN	peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]
45	ORTHOMCL10530	P46013	KI67_HUMAN	KI67	HUMAN	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
46	ORTHOMCL10537	Q9H1I8	ASCC2_HUMAN	ASCC2	HUMAN	activating signal cointegrator 1 complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24103]
47	ORTHOMCL10554	O15084	ANR28_HUMAN	ANR28	HUMAN	ankyrin repeat domain 28 [Source:HGNC Symbol;Acc:HGNC:29024]
48	ORTHOMCL10561	Q58F21	BRDT_HUMAN	BRDT	HUMAN	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]
49	ORTHOMCL10578	Q9BZE1	RM37_HUMAN	RM37	HUMAN	mitochondrial ribosomal protein L37 [Source:HGNC Symbol;Acc:HGNC:14034]
50	ORTHOMCL10584	P20749	BCL3_HUMAN	BCL3	HUMAN	B cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:HGNC:998]
51	ORTHOMCL10595	O95071	UBR5_HUMAN	UBR5	HUMAN	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
52	ORTHOMCL10597	O15111	IKKA_HUMAN	IKKA	HUMAN	conserved helix-loop-helix ubiquitous kinase [Source:HGNC Symbol;Acc:HGNC:1974]
53	ORTHOMCL10602	P29218	IMPA1_HUMAN	IMPA1	HUMAN	inositol monophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:6050]
54	ORTHOMCL10612	Q96DZ5	CLIP3_HUMAN	CLIP3	HUMAN	CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]
55	ORTHOMCL10618	Q15022	SUZ12_HUMAN	SUZ12	HUMAN	SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]
56	ORTHOMCL10628	Q96EP0	RNF31_HUMAN	RNF31	HUMAN	ring finger protein 31 [Source:HGNC Symbol;Acc:HGNC:16031]
57	ORTHOMCL10631	O94851	MICA2_HUMAN	MICA2	HUMAN	microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]
58	ORTHOMCL10641	B1AJZ9	FHAD1_HUMAN	FHAD1	HUMAN	forkhead associated phosphopeptide binding domain 1 [Source:HGNC Symbol;Acc:HGNC:29408]
59	ORTHOMCL10658	Q16760	DGKD_HUMAN	DGKD	HUMAN	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]
60	ORTHOMCL10668	Q9Y253	POLH_HUMAN	POLH	HUMAN	DNA polymerase eta [Source:HGNC Symbol;Acc:HGNC:9181]
61	ORTHOMCL10697	Q8TEK3	DOT1L_HUMAN	DOT1L	HUMAN	DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]
62	ORTHOMCL10714	O94923	GLCE_HUMAN	GLCE	HUMAN	glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]
63	ORTHOMCL10735	Q5T2S8	ARMC4_HUMAN	ARMC4	HUMAN	armadillo repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:25583]
64	ORTHOMCL10737	Q9UBK8	MTRR_HUMAN	MTRR	HUMAN	5-methyltetrahydrofolate-homocysteine methyltransferase reductase [Source:HGNC Symbol;Acc:HGNC:7473]
65	ORTHOMCL10741	P53667	LIMK1_HUMAN	LIMK1	HUMAN	LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613]
66	ORTHOMCL10777	Q9BXY5	CAYP2_HUMAN	CAYP2	HUMAN	calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]
67	ORTHOMCL10788	O94988	FA13A_HUMAN	FA13A	HUMAN	family with sequence similarity 13 member A [Source:HGNC Symbol;Acc:HGNC:19367]
68	ORTHOMCL10795	Q71F56	MD13L_HUMAN	MD13L	HUMAN	mediator complex subunit 13 like [Source:HGNC Symbol;Acc:HGNC:22962]
69	ORTHOMCL10809	Q9BUH6	PAXX_HUMAN	PAXX	HUMAN	PAXX, non-homologous end joining factor [Source:HGNC Symbol;Acc:HGNC:27849]
70	ORTHOMCL10817	P14735	IDE_HUMAN	IDE	HUMAN	insulin degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381]
71	ORTHOMCL10818	P37198	NUP62_HUMAN	NUP62	HUMAN	nucleoporin 62 [Source:HGNC Symbol;Acc:HGNC:8066]
72	ORTHOMCL10820	O94913	PCF11_HUMAN	PCF11	HUMAN	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]
73	ORTHOMCL10829	P10244	MYBB_HUMAN	MYBB	HUMAN	MYB proto-oncogene like 2 [Source:HGNC Symbol;Acc:HGNC:7548]
74	ORTHOMCL10835	Q6ZR37	PKHG7_HUMAN	PKHG7	HUMAN	pleckstrin homology and RhoGEF domain containing G7 [Source:HGNC Symbol;Acc:HGNC:33829]
75	ORTHOMCL10836	Q92576	PHF3_HUMAN	PHF3	HUMAN	PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]
76	ORTHOMCL10843	Q96MH6	TMM68_HUMAN	TMM68	HUMAN	transmembrane protein 68 [Source:HGNC Symbol;Acc:HGNC:26510]
77	ORTHOMCL10853	Q13308	PTK7_HUMAN	PTK7	HUMAN	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
78	ORTHOMCL10867	O75116	ROCK2_HUMAN	ROCK2	HUMAN	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]
79	ORTHOMCL10871	O15394	NCAM2_HUMAN	NCAM2	HUMAN	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
80	ORTHOMCL10878	P56282	DPOE2_HUMAN	DPOE2	HUMAN	DNA polymerase epsilon 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9178]
81	ORTHOMCL10894	Q96MG7	NSE3_HUMAN	NSE3	HUMAN	NSE3 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:7677]
82	ORTHOMCL10896	Q5VWG9	TAF3_HUMAN	TAF3	HUMAN	TATA-box binding protein associated factor 3 [Source:HGNC Symbol;Acc:HGNC:17303]
83	ORTHOMCL10899	P0C870	JMJD7_HUMAN	JMJD7	HUMAN	jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]
84	ORTHOMCL10903	Q96KB5	TOPK_HUMAN	TOPK	HUMAN	PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]
85	ORTHOMCL10906	P51957	NEK4_HUMAN	NEK4	HUMAN	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
86	ORTHOMCL10908	Q9BY12	SCAPE_HUMAN	SCAPE	HUMAN	S-phase cyclin A associated protein in the ER [Source:HGNC Symbol;Acc:HGNC:13081]
87	ORTHOMCL10911	Q99707	METH_HUMAN	METH	HUMAN	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:HGNC:7468]
88	ORTHOMCL10913	Q9HCS5	E41LA_HUMAN	E41LA	HUMAN	erythrocyte membrane protein band 4.1 like 4A [Source:HGNC Symbol;Acc:HGNC:13278]
89	ORTHOMCL10914	Q92824	PCSK5_HUMAN	PCSK5	HUMAN	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]
90	ORTHOMCL10918	Q9H720	PG2IP_HUMAN	PG2IP	HUMAN	cell wall biogenesis 43 C-terminal homolog [Source:HGNC Symbol;Acc:HGNC:26133]
91	ORTHOMCL10925	Q05586	NMDZ1_HUMAN	NMDZ1	HUMAN	glutamate ionotropic receptor NMDA type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4584]
92	ORTHOMCL10941	Q8WWI1	LMO7_HUMAN	LMO7	HUMAN	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]
93	ORTHOMCL10963	Q8NE09	RGS22_HUMAN	RGS22	HUMAN	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]
94	ORTHOMCL10976	Q8TEW0	PARD3_HUMAN	PARD3	HUMAN	par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]
95	ORTHOMCL10982	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
96	ORTHOMCL10993	O75164	KDM4A_HUMAN	KDM4A	HUMAN	lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]
97	ORTHOMCL11018	Q12950	FOXD4_HUMAN	FOXD4	HUMAN	forkhead box D4 [Source:HGNC Symbol;Acc:HGNC:3805]
98	ORTHOMCL11074	Q15075	EEA1_HUMAN	EEA1	HUMAN	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]
99	ORTHOMCL11127	P98095	FBLN2_HUMAN	FBLN2	HUMAN	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
100	ORTHOMCL11131	Q15032	R3HD1_HUMAN	R3HD1	HUMAN	R3H domain containing 1 [Source:HGNC Symbol;Acc:HGNC:9757]
101	ORTHOMCL11138	P29375	KDM5A_HUMAN	KDM5A	HUMAN	lysine demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886]
102	ORTHOMCL11145	P52594	AGFG1_HUMAN	AGFG1	HUMAN	ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]
103	ORTHOMCL11246	Q6ZRR5	TM136_HUMAN	TM136	HUMAN	transmembrane protein 136 [Source:HGNC Symbol;Acc:HGNC:28280]
104	ORTHOMCL11262	Q9BV44	THUM3_HUMAN	THUM3	HUMAN	THUMP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24493]
105	ORTHOMCL11287	Q9H2W6	RM46_HUMAN	RM46	HUMAN	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]
106	ORTHOMCL1129	P05026	AT1B1_HUMAN	AT1B1	HUMAN	ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
107	ORTHOMCL11301	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
108	ORTHOMCL11314	O94979	SC31A_HUMAN	SC31A	HUMAN	SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]
109	ORTHOMCL11367	Q9H3Y6	SRMS_HUMAN	SRMS	HUMAN	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]
110	ORTHOMCL11380	P26368	U2AF2_HUMAN	U2AF2	HUMAN	U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]
111	ORTHOMCL11409	P17213	BPI_HUMAN	BPI	HUMAN	bactericidal/permeability-increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]
112	ORTHOMCL11426	O75319	DUS11_HUMAN	DUS11	HUMAN	dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]
113	ORTHOMCL11468	P40818	UBP8_HUMAN	UBP8	HUMAN	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
114	ORTHOMCL11469	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
115	ORTHOMCL11470	Q8NFU5	IPMK_HUMAN	IPMK	HUMAN	inositol polyphosphate multikinase [Source:HGNC Symbol;Acc:HGNC:20739]
116	ORTHOMCL11495	Q0ZLH3	PJVK_HUMAN	PJVK	HUMAN	pejvakin [Source:HGNC Symbol;Acc:HGNC:29502]
117	ORTHOMCL11503	P09543	CN37_HUMAN	CN37	HUMAN	2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
118	ORTHOMCL11508	P35869	AHR_HUMAN	AHR	HUMAN	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
119	ORTHOMCL11509	Q8WUA2	PPIL4_HUMAN	PPIL4	HUMAN	peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]
120	ORTHOMCL11530	Q92547	TOPB1_HUMAN	TOPB1	HUMAN	DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]
121	ORTHOMCL11532	P46060	RAGP1_HUMAN	RAGP1	HUMAN	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]
122	ORTHOMCL11535	O43663	PRC1_HUMAN	PRC1	HUMAN	protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]
123	ORTHOMCL11551	O60232	SSA27_HUMAN	SSA27	HUMAN	Sjogren syndrome/scleroderma autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11328]
124	ORTHOMCL11581	Q8NEV4	MYO3A_HUMAN	MYO3A	HUMAN	myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]
125	ORTHOMCL11583	Q8TF05	PP4R1_HUMAN	PP4R1	HUMAN	protein phosphatase 4 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:9320]
126	ORTHOMCL11627	O15394	NCAM2_HUMAN	NCAM2	HUMAN	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]
127	ORTHOMCL11628	Q6NXR4	TTI2_HUMAN	TTI2	HUMAN	TELO2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:26262]
128	ORTHOMCL11664	P30622	CLIP1_HUMAN	CLIP1	HUMAN	CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]
129	ORTHOMCL11692	O60242	AGRB3_HUMAN	AGRB3	HUMAN	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]
130	ORTHOMCL11718	Q2M389	WASC4_HUMAN	WASC4	HUMAN	WASH complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:29174]
131	ORTHOMCL11737	O75165	DJC13_HUMAN	DJC13	HUMAN	DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]
132	ORTHOMCL11739	O14795	UN13B_HUMAN	UN13B	HUMAN	unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]
133	ORTHOMCL11744	Q8NDZ2	SIMC1_HUMAN	SIMC1	HUMAN	SUMO interacting motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:24779]
134	ORTHOMCL11760	Q9GZT4	SRR_HUMAN	SRR	HUMAN	serine racemase [Source:HGNC Symbol;Acc:HGNC:14398]
135	ORTHOMCL11761	Q8IWU5	SULF2_HUMAN	SULF2	HUMAN	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
136	ORTHOMCL11771	Q14684	RRP1B_HUMAN	RRP1B	HUMAN	ribosomal RNA processing 1B [Source:HGNC Symbol;Acc:HGNC:23818]
137	ORTHOMCL11778	O00468	AGRIN_HUMAN	AGRIN	HUMAN	agrin [Source:HGNC Symbol;Acc:HGNC:329]
138	ORTHOMCL11784	Q6YP21	KAT3_HUMAN	KAT3	HUMAN	kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]
139	ORTHOMCL11790	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
140	ORTHOMCL11799	Q8N4T8	CBR4_HUMAN	CBR4	HUMAN	carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
141	ORTHOMCL11802	Q7Z407	CSMD3_HUMAN	CSMD3	HUMAN	CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]
142	ORTHOMCL11809	Q16667	CDKN3_HUMAN	CDKN3	HUMAN	cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]
143	ORTHOMCL11812	Q6X9E4	FBW12_HUMAN	FBW12	HUMAN	F-box and WD repeat domain containing 12 [Source:HGNC Symbol;Acc:HGNC:20729]
144	ORTHOMCL11815	Q03701	CEBPZ_HUMAN	CEBPZ	HUMAN	CCAAT/enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]
145	ORTHOMCL11821	Q0VFZ6	CC173_HUMAN	CC173	HUMAN	coiled-coil domain containing 173 [Source:HGNC Symbol;Acc:HGNC:25064]
146	ORTHOMCL11824	Q86TI0	TBCD1_HUMAN	TBCD1	HUMAN	TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]
147	ORTHOMCL11829	Q6PKC3	TXD11_HUMAN	TXD11	HUMAN	thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
148	ORTHOMCL11847	Q01664	TFAP4_HUMAN	TFAP4	HUMAN	transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]
149	ORTHOMCL11880	Q5VVW2	GARL3_HUMAN	GARL3	HUMAN	GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]
150	ORTHOMCL11909	Q9BQ70	TCF25_HUMAN	TCF25	HUMAN	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]
151	ORTHOMCL11913	Q9BYW2	SETD2_HUMAN	SETD2	HUMAN	SET domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18420]
152	ORTHOMCL11940	Q96JK9	MAML3_HUMAN	MAML3	HUMAN	mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272]
153	ORTHOMCL11950	O94913	PCF11_HUMAN	PCF11	HUMAN	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]
154	ORTHOMCL11961	Q8TD84	DSCL1_HUMAN	DSCL1	HUMAN	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]
155	ORTHOMCL11966	Q8ND30	LIPB2_HUMAN	LIPB2	HUMAN	PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]
156	ORTHOMCL11979	Q8WYB5	KAT6B_HUMAN	KAT6B	HUMAN	lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]
157	ORTHOMCL11983	Q5T7P8	SYT6_HUMAN	SYT6	HUMAN	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]
158	ORTHOMCL12028	Q4LDE5	SVEP1_HUMAN	SVEP1	HUMAN	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15985]
159	ORTHOMCL12034	A0JNW5	UH1BL_HUMAN	UH1BL	HUMAN	UHRF1 binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:29102]
160	ORTHOMCL12063	P28290	SSFA2_HUMAN	SSFA2	HUMAN	sperm specific antigen 2 [Source:HGNC Symbol;Acc:HGNC:11319]
161	ORTHOMCL12069	Q674X7	KAZRN_HUMAN	KAZRN	HUMAN	kazrin, periplakin interacting protein [Source:HGNC Symbol;Acc:HGNC:29173]
162	ORTHOMCL12070	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
163	ORTHOMCL12088	Q5VT52	RPRD2_HUMAN	RPRD2	HUMAN	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]
164	ORTHOMCL12092	Q9BVW5	TIPIN_HUMAN	TIPIN	HUMAN	TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]
165	ORTHOMCL12103	P43378	PTN9_HUMAN	PTN9	HUMAN	protein tyrosine phosphatase, non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]
166	ORTHOMCL12109	Q8N9W6	BOLL_HUMAN	BOLL	HUMAN	boule homolog, RNA binding protein [Source:HGNC Symbol;Acc:HGNC:14273]
167	ORTHOMCL12120	Q9NRA0	SPHK2_HUMAN	SPHK2	HUMAN	sphingosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:18859]
168	ORTHOMCL12126	Q6ZMW2	ZN782_HUMAN	ZN782	HUMAN	zinc finger protein 782 [Source:HGNC Symbol;Acc:HGNC:33110]
169	ORTHOMCL12127	Q9P2G9	KLHL8_HUMAN	KLHL8	HUMAN	kelch like family member 8 [Source:HGNC Symbol;Acc:HGNC:18644]
