ortho	swissProt	name	egn	db	description
29	ORTHOMCL10853	Q13308	PTK7_HUMAN	PTK7	HUMAN	protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
30	ORTHOMCL10899	P0C870	JMJD7_HUMAN	JMJD7	HUMAN	jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]
31	ORTHOMCL10906	P51957	NEK4_HUMAN	NEK4	HUMAN	NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
32	ORTHOMCL10934	Q6ZSS7	MFSD6_HUMAN	MFSD6	HUMAN	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]
33	ORTHOMCL11118	O95528	GTR10_HUMAN	GTR10	HUMAN	solute carrier family 2 member 10 [Source:HGNC Symbol;Acc:HGNC:13444]
34	ORTHOMCL11283	Q9UBC0	HNF6_HUMAN	HNF6	HUMAN	one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]
35	ORTHOMCL11287	Q9H2W6	RM46_HUMAN	RM46	HUMAN	mitochondrial ribosomal protein L46 [Source:HGNC Symbol;Acc:HGNC:1192]
36	ORTHOMCL1129	P05026	AT1B1_HUMAN	AT1B1	HUMAN	ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
37	ORTHOMCL11301	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
38	ORTHOMCL11353	Q96BA8	CR3L1_HUMAN	CR3L1	HUMAN	cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]
39	ORTHOMCL11426	O75319	DUS11_HUMAN	DUS11	HUMAN	dual specificity phosphatase 11 [Source:HGNC Symbol;Acc:HGNC:3066]
40	ORTHOMCL11508	P35869	AHR_HUMAN	AHR	HUMAN	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
41	ORTHOMCL11551	O60232	SSA27_HUMAN	SSA27	HUMAN	Sjogren syndrome/scleroderma autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:11328]
42	ORTHOMCL11556	Q9BT22	ALG1_HUMAN	ALG1	HUMAN	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]
43	ORTHOMCL11621	Q5T1M5	FKB15_HUMAN	FKB15	HUMAN	FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397]
44	ORTHOMCL11624	Q8N3C7	CLIP4_HUMAN	CLIP4	HUMAN	CAP-Gly domain containing linker protein family member 4 [Source:HGNC Symbol;Acc:HGNC:26108]
45	ORTHOMCL11680	Q5JR59	MTUS2_HUMAN	MTUS2	HUMAN	microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595]
46	ORTHOMCL11718	Q2M389	WASC4_HUMAN	WASC4	HUMAN	WASH complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:29174]
47	ORTHOMCL11725	O75529	TAF5L_HUMAN	TAF5L	HUMAN	TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]
48	ORTHOMCL11790	P10586	PTPRF_HUMAN	PTPRF	HUMAN	protein tyrosine phosphatase, receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]
49	ORTHOMCL11799	Q8N4T8	CBR4_HUMAN	CBR4	HUMAN	carbonyl reductase 4 [Source:HGNC Symbol;Acc:HGNC:25891]
50	ORTHOMCL11821	Q0VFZ6	CC173_HUMAN	CC173	HUMAN	coiled-coil domain containing 173 [Source:HGNC Symbol;Acc:HGNC:25064]
51	ORTHOMCL11822	Q0VAA2	LR74A_HUMAN	LR74A	HUMAN	leucine rich repeat containing 74A [Source:HGNC Symbol;Acc:HGNC:23346]
52	ORTHOMCL11829	Q6PKC3	TXD11_HUMAN	TXD11	HUMAN	thioredoxin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28030]
53	ORTHOMCL11909	Q9BQ70	TCF25_HUMAN	TCF25	HUMAN	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]
54	ORTHOMCL11911	Q8IY33	MILK2_HUMAN	MILK2	HUMAN	MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
55	ORTHOMCL11918	Q92609	TBCD5_HUMAN	TBCD5	HUMAN	TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]
56	ORTHOMCL11938	Q58EX7	PKHG4_HUMAN	PKHG4	HUMAN	pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
57	ORTHOMCL11961	Q8TD84	DSCL1_HUMAN	DSCL1	HUMAN	DS cell adhesion molecule like 1 [Source:HGNC Symbol;Acc:HGNC:14656]
58	ORTHOMCL12011	Q8IZX4	TAF1L_HUMAN	TAF1L	HUMAN	TATA-box binding protein associated factor 1 like [Source:HGNC Symbol;Acc:HGNC:18056]
59	ORTHOMCL12018	Q9NXS3	KLH28_HUMAN	KLH28	HUMAN	kelch like family member 28 [Source:HGNC Symbol;Acc:HGNC:19741]
60	ORTHOMCL12059	Q7Z3C6	ATG9A_HUMAN	ATG9A	HUMAN	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]
61	ORTHOMCL12070	P00451	FA8_HUMAN	FA8	HUMAN	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]
62	ORTHOMCL12073	Q5THR3	EFCB6_HUMAN	EFCB6	HUMAN	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]
63	ORTHOMCL12096	O00499	BIN1_HUMAN	BIN1	HUMAN	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]
64	ORTHOMCL12178	P49641	MA2A2_HUMAN	MA2A2	HUMAN	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]
65	ORTHOMCL12184	Q69YN4	VIR_HUMAN	VIR	HUMAN	vir like m6A methyltransferase associated [Source:HGNC Symbol;Acc:HGNC:24500]
66	ORTHOMCL12191	Q96PZ0	PUS7_HUMAN	PUS7	HUMAN	pseudouridylate synthase 7 (putative) [Source:HGNC Symbol;Acc:HGNC:26033]
67	ORTHOMCL12198	Q86WV5	TEN1L_HUMAN	TEN1L	HUMAN	TEN1, CST complex subunit [Source:HGNC Symbol;Acc:HGNC:37242]
68	ORTHOMCL12204	Q9UBT2	SAE2_HUMAN	SAE2	HUMAN	ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]
69	ORTHOMCL12245	Q9Y6W3	CAN7_HUMAN	CAN7	HUMAN	calpain 7 [Source:HGNC Symbol;Acc:HGNC:1484]
70	ORTHOMCL12258	Q9UPQ7	PZRN3_HUMAN	PZRN3	HUMAN	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]
71	ORTHOMCL12260	Q13439	GOGA4_HUMAN	GOGA4	HUMAN	golgin A4 [Source:HGNC Symbol;Acc:HGNC:4427]
72	ORTHOMCL12269	Q9P232	CNTN3_HUMAN	CNTN3	HUMAN	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
73	ORTHOMCL12391	Q9HAU5	RENT2_HUMAN	RENT2	HUMAN	UPF2, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:17854]
74	ORTHOMCL12404	P14316	IRF2_HUMAN	IRF2	HUMAN	interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]
75	ORTHOMCL12469	Q96S06	LMF1_HUMAN	LMF1	HUMAN	lipase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:14154]
76	ORTHOMCL12483	P18433	PTPRA_HUMAN	PTPRA	HUMAN	protein tyrosine phosphatase, receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
77	ORTHOMCL12636	Q9Y490	TLN1_HUMAN	TLN1	HUMAN	talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]
78	ORTHOMCL12642	O00623	PEX12_HUMAN	PEX12	HUMAN	peroxisomal biogenesis factor 12 [Source:HGNC Symbol;Acc:HGNC:8854]
79	ORTHOMCL12708	Q92626	PXDN_HUMAN	PXDN	HUMAN	peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
80	ORTHOMCL12956	Q15303	ERBB4_HUMAN	ERBB4	HUMAN	erb-b2 receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3432]
81	ORTHOMCL12979	Q8TDM6	DLG5_HUMAN	DLG5	HUMAN	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]
82	ORTHOMCL12994	Q5JSJ4	INT6L_HUMAN	INT6L	HUMAN	integrator complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:27334]
83	ORTHOMCL12999	Q7Z3F1	GP155_HUMAN	GP155	HUMAN	G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
84	ORTHOMCL13024	Q6UX98	ZDH24_HUMAN	ZDH24	HUMAN	zinc finger DHHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:27387]
85	ORTHOMCL13036	Q9H4G4	GAPR1_HUMAN	GAPR1	HUMAN	GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]
86	ORTHOMCL13063	Q12768	WASC5_HUMAN	WASC5	HUMAN	WASH complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:28984]
87	ORTHOMCL13070	Q99835	SMO_HUMAN	SMO	HUMAN	smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]
88	ORTHOMCL13084	P50851	LRBA_HUMAN	LRBA	HUMAN	LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]
89	ORTHOMCL13110	Q86U86	PB1_HUMAN	PB1	HUMAN	polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]
90	ORTHOMCL13133	Q9HAV5	TNR27_HUMAN	TNR27	HUMAN	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]
91	ORTHOMCL13158	O60931	CTNS_HUMAN	CTNS	HUMAN	cystinosin, lysosomal cystine transporter [Source:HGNC Symbol;Acc:HGNC:2518]
92	ORTHOMCL13186	Q13591	SEM5A_HUMAN	SEM5A	HUMAN	semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
93	ORTHOMCL13196	Q96CC6	RHDF1_HUMAN	RHDF1	HUMAN	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]
94	ORTHOMCL13213	O60235	TM11D_HUMAN	TM11D	HUMAN	transmembrane serine protease 11D [Source:HGNC Symbol;Acc:HGNC:24059]
95	ORTHOMCL1323	O95169	NDUB8_HUMAN	NDUB8	HUMAN	NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]
96	ORTHOMCL13247	O14686	KMT2D_HUMAN	KMT2D	HUMAN	lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]
97	ORTHOMCL13281	Q9Y5T5	UBP16_HUMAN	UBP16	HUMAN	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]
98	ORTHOMCL13300	O14757	CHK1_HUMAN	CHK1	HUMAN	checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]
99	ORTHOMCL13329	Q6UXG2	K1324_HUMAN	K1324	HUMAN	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]
100	ORTHOMCL13376	Q6ZVK8	NUD18_HUMAN	NUD18	HUMAN	nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194]
101	ORTHOMCL13410	Q9NVE5	UBP40_HUMAN	UBP40	HUMAN	ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]
102	ORTHOMCL13515	A8MXY4	ZNF99_HUMAN	ZNF99	HUMAN	zinc finger protein 99 [Source:HGNC Symbol;Acc:HGNC:13175]
103	ORTHOMCL13523	Q8NHQ8	RASF8_HUMAN	RASF8	HUMAN	Ras association domain family member 8 [Source:HGNC Symbol;Acc:HGNC:13232]
104	ORTHOMCL13564	Q12923	PTN13_HUMAN	PTN13	HUMAN	protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
105	ORTHOMCL13570	Q9HCM2	PLXA4_HUMAN	PLXA4	HUMAN	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]
106	ORTHOMCL13586	Q96P44	COLA1_HUMAN	COLA1	HUMAN	collagen type XXI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:17025]
107	ORTHOMCL13607	Q01484	ANK2_HUMAN	ANK2	HUMAN	ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]
108	ORTHOMCL13636	P11047	LAMC1_HUMAN	LAMC1	HUMAN	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
109	ORTHOMCL13649	Q14980	NUMA1_HUMAN	NUMA1	HUMAN	nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]
110	ORTHOMCL13650	Q96JH8	RADIL_HUMAN	RADIL	HUMAN	Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]
111	ORTHOMCL13657	Q96MS0	ROBO3_HUMAN	ROBO3	HUMAN	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]
112	ORTHOMCL13668	Q9BXT4	TDRD1_HUMAN	TDRD1	HUMAN	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]
113	ORTHOMCL13690	Q6P3S1	DEN1B_HUMAN	DEN1B	HUMAN	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]
114	ORTHOMCL13714	Q5T8P6	RBM26_HUMAN	RBM26	HUMAN	RNA binding motif protein 26 [Source:HGNC Symbol;Acc:HGNC:20327]
115	ORTHOMCL13733	Q9UIG0	BAZ1B_HUMAN	BAZ1B	HUMAN	bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]
116	ORTHOMCL13776	Q92754	AP2C_HUMAN	AP2C	HUMAN	transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]
117	ORTHOMCL13822	Q8NDA2	HMCN2_HUMAN	HMCN2	HUMAN	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]
118	ORTHOMCL13883	P78364	PHC1_HUMAN	PHC1	HUMAN	polyhomeotic homolog 1 [Source:HGNC Symbol;Acc:HGNC:3182]
119	ORTHOMCL13885	O75691	UTP20_HUMAN	UTP20	HUMAN	UTP20, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]
120	ORTHOMCL13895	Q5THR3	EFCB6_HUMAN	EFCB6	HUMAN	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]
121	ORTHOMCL14031	Q8NB25	F184A_HUMAN	F184A	HUMAN	family with sequence similarity 184 member A [Source:HGNC Symbol;Acc:HGNC:20991]
122	ORTHOMCL14049	Q9P2G1	AKIB1_HUMAN	AKIB1	HUMAN	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]
123	ORTHOMCL14192	Q96IY1	NSL1_HUMAN	NSL1	HUMAN	NSL1, MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24548]
124	ORTHOMCL14216	Q03426	KIME_HUMAN	KIME	HUMAN	mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]
125	ORTHOMCL14240	Q17R31	TATD3_HUMAN	TATD3	HUMAN	TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27010]
126	ORTHOMCL14262	Q9UGU5	HMGX4_HUMAN	HMGX4	HUMAN	HMG-box containing 4 [Source:HGNC Symbol;Acc:HGNC:5003]
127	ORTHOMCL14284	Q96A58	RERG_HUMAN	RERG	HUMAN	RAS like estrogen regulated growth inhibitor [Source:HGNC Symbol;Acc:HGNC:15980]
128	ORTHOMCL14319	Q9NXL6	SIDT1_HUMAN	SIDT1	HUMAN	SID1 transmembrane family member 1 [Source:HGNC Symbol;Acc:HGNC:25967]
129	ORTHOMCL14346	Q02386	ZNF45_HUMAN	ZNF45	HUMAN	zinc finger protein 45 [Source:HGNC Symbol;Acc:HGNC:13111]
130	ORTHOMCL14369	Q14667	K0100_HUMAN	K0100	HUMAN	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]
131	ORTHOMCL14401	Q8NB59	SYT14_HUMAN	SYT14	HUMAN	synaptotagmin 14 [Source:HGNC Symbol;Acc:HGNC:23143]
132	ORTHOMCL14405	Q96A44	SPSB4_HUMAN	SPSB4	HUMAN	splA/ryanodine receptor domain and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:30630]
133	ORTHOMCL14577	P35556	FBN2_HUMAN	FBN2	HUMAN	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]
134	ORTHOMCL14676	O60462	NRP2_HUMAN	NRP2	HUMAN	neuropilin 2 [Source:HGNC Symbol;Acc:HGNC:8005]
135	ORTHOMCL14765	P98174	FGD1_HUMAN	FGD1	HUMAN	FYVE, RhoGEF and PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3663]
136	ORTHOMCL14785	Q9BWT3	PAPOG_HUMAN	PAPOG	HUMAN	poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]
137	ORTHOMCL14803	Q92665	RT31_HUMAN	RT31	HUMAN	mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632]
138	ORTHOMCL14817	P51826	AFF3_HUMAN	AFF3	HUMAN	AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]
139	ORTHOMCL14820	Q99816	TS101_HUMAN	TS101	HUMAN	tumor susceptibility 101 [Source:HGNC Symbol;Acc:HGNC:15971]
140	ORTHOMCL14849	Q03164	KMT2A_HUMAN	KMT2A	HUMAN	lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]
141	ORTHOMCL14869	P24928	RPB1_HUMAN	RPB1	HUMAN	RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]
142	ORTHOMCL14878	P11047	LAMC1_HUMAN	LAMC1	HUMAN	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]
143	ORTHOMCL14888	Q8N556	AFAP1_HUMAN	AFAP1	HUMAN	actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]
144	ORTHOMCL14908	Q5UAW9	GP157_HUMAN	GP157	HUMAN	G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]
145	ORTHOMCL14989	P11362	FGFR1_HUMAN	FGFR1	HUMAN	fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]
146	ORTHOMCL15020	Q9UKB1	FBW1B_HUMAN	FBW1B	HUMAN	F-box and WD repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13607]
147	ORTHOMCL15058	B1AK53	ESPN_HUMAN	ESPN	HUMAN	espin [Source:HGNC Symbol;Acc:HGNC:13281]
148	ORTHOMCL15083	Q9P2G1	AKIB1_HUMAN	AKIB1	HUMAN	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]
149	ORTHOMCL15109	O75445	USH2A_HUMAN	USH2A	HUMAN	usherin [Source:HGNC Symbol;Acc:HGNC:12601]
150	ORTHOMCL15360	Q9UKI8	TLK1_HUMAN	TLK1	HUMAN	tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]
151	ORTHOMCL15399	Q14249	NUCG_HUMAN	NUCG	HUMAN	endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]
152	ORTHOMCL15431	A7E2V4	ZSWM8_HUMAN	ZSWM8	HUMAN	zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]
153	ORTHOMCL15485	Q76I76	SSH2_HUMAN	SSH2	HUMAN	slingshot protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:30580]
154	ORTHOMCL15495	Q96D71	REPS1_HUMAN	REPS1	HUMAN	RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]
155	ORTHOMCL15512	Q9NR09	BIRC6_HUMAN	BIRC6	HUMAN	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
156	ORTHOMCL15525	Q15878	CAC1E_HUMAN	CAC1E	HUMAN	calcium voltage-gated channel subunit alpha1 E [Source:HGNC Symbol;Acc:HGNC:1392]
157	ORTHOMCL15564	O94818	NOL4_HUMAN	NOL4	HUMAN	nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870]
158	ORTHOMCL15622	Q9UEW3	MARCO_HUMAN	MARCO	HUMAN	macrophage receptor with collagenous structure [Source:HGNC Symbol;Acc:HGNC:6895]
159	ORTHOMCL15626	O15085	ARHGB_HUMAN	ARHGB	HUMAN	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]
160	ORTHOMCL15642	Q76FK4	NOL8_HUMAN	NOL8	HUMAN	nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]
161	ORTHOMCL15770	Q92503	S14L1_HUMAN	S14L1	HUMAN	SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
162	ORTHOMCL15828	Q9Y6L7	TLL2_HUMAN	TLL2	HUMAN	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]
163	ORTHOMCL16006	Q7Z460	CLAP1_HUMAN	CLAP1	HUMAN	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]
164	ORTHOMCL16083	Q5T200	ZC3HD_HUMAN	ZC3HD	HUMAN	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
165	ORTHOMCL16280	A6NED2	RCCD1_HUMAN	RCCD1	HUMAN	RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457]
166	ORTHOMCL16326	Q64LD2	WDR25_HUMAN	WDR25	HUMAN	WD repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:21064]
167	ORTHOMCL16339	Q9UBZ9	REV1_HUMAN	REV1	HUMAN	REV1, DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]
168	ORTHOMCL16341	Q8ND61	CC020_HUMAN	CC020	HUMAN	chromosome 3 open reading frame 20 [Source:HGNC Symbol;Acc:HGNC:25320]
169	ORTHOMCL16485	Q15058	KIF14_HUMAN	KIF14	HUMAN	kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]
170	ORTHOMCL16518	Q96RW7	HMCN1_HUMAN	HMCN1	HUMAN	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]
171	ORTHOMCL16573	P10746	HEM4_HUMAN	HEM4	HUMAN	uroporphyrinogen III synthase [Source:HGNC Symbol;Acc:HGNC:12592]
